,WALS_ID,ISO,Name,Macroarea,Country_ID,Latitude,Longitude,Family,Genus,Lenguaje de Señas,Status
0,aab,aah,Arapesh (Abu),,PG,-3.45,142.95,Torricelli,Kombio-Arapesh,0,L
1,aar,aiw,Aari,Africa,ET,6.0,36.5833333333,Afro-Asiatic,South Omotic,0,L
2,aba,aau,Abau,Papunesia,PG,-4.0,141.25,Sepik,Upper Sepik,0,L
3,abb,shu,Arabic (Chadian),Africa,TD,13.8333333333,20.8333333333,Afro-Asiatic,Semitic,0,L
4,abd,abi,Abidji,Africa,CI,5.66666666667,-4.58333333333,Niger-Congo,Kwa,0,L
5,abe,apc,Arabic (Beirut),Eurasia,LB,33.9166666667,35.5,Afro-Asiatic,Semitic,0,L
6,abh,abv,Arabic (Bahrain),Eurasia,BH,26.0,50.5,Afro-Asiatic,Semitic,0,L
7,abi,axb,Abipón,South America,AR,-29.0,-61.0,Guaicuruan,South Guaicuruan,0,X
8,abk,abk,Abkhaz,Eurasia,GE,43.0833333333,41.0,Northwest Caucasian,Northwest Caucasian,0,L
9,abm,akz,Alabama,North America,US,32.3333333333,-87.4166666667,Muskogean,Muskogean,0,L
10,abn,ard,Arabana,Australia,AU,-28.25,136.25,Pama-Nyungan,Central Pama-Nyungan,0,L
11,abo,arv,Arbore,Africa,ET,5.0,36.75,Afro-Asiatic,Lowland East Cushitic,0,L
12,abu,kgr,Abun,Papunesia,ID,-0.5,132.5,West Papuan,North-Central Bird's Head,0,L
13,abv,abz,Abui,Papunesia,ID,-8.25,124.666666667,Timor-Alor-Pantar,Greater Alor,0,L
14,abw,abe,Abenaki (Western),North America,CA US,44.0,-72.25,Algic,Algonquian,0,L
15,abz,abq,Abaza,Eurasia,RU,44.0,42.0,Northwest Caucasian,Northwest Caucasian,0,L
16,ace,ace,Acehnese,Eurasia,ID,5.5,95.5,Austronesian,Malayo-Sumbawan,0,L
17,acg,aca,Achagua,South America,CO,4.41666666667,-72.25,Arawakan,Inland Northern Arawakan,0,L
18,ach,guq,Aché,South America,PY,-25.25,-55.1666666667,Tupian,Tupi-Guaraní,0,L
19,aci,acr,Achí,North America,GT,15.1666666667,-90.5,Mayan,Mayan,0,L
20,acl,ach,Acholi,Africa,UG SS,3.0,32.6666666667,Eastern Sudanic,Nilotic,0,L
21,acm,acv,Achumawi,North America,US,41.5,-121.0,Hokan,Palaihnihan,0,L
22,acn,acn,Achang,Eurasia,CN MM,25.0,98.5,Sino-Tibetan,Burmese-Lolo,0,L
23,aco,kjq,Acoma,North America,US,34.9166666667,-107.583333333,Keresan,Keresan,0,L
24,acu,acu,Achuar,South America,PE,-2.66667,-76.0,Jivaroan,Jivaroan,0,L
25,ada,ads,Adamorobe Sign Language,Africa,GH,5.83333333333,-0.166666666667,other,Sign Languages,1,L
26,adg,adn,Adang,Papunesia,ID,-8.2,124.0,Timor-Alor-Pantar,Greater Alor,0,L
27,adi,adj,Adioukrou,Africa,CI,5.41666666667,-4.58333333333,Niger-Congo,Kwa,0,L
28,adk,ano,Andoke,South America,CO,-0.666666666667,-72.0,,,0,L
29,adn,adt,Adynyamathanha,Australia,AU,-30.5,139.5,Pama-Nyungan,Central Pama-Nyungan,0,L
30,adt,ady,Adyghe (Temirgoy),Eurasia,RU,45.2166666667,39.7,Northwest Caucasian,Northwest Caucasian,0,L
31,ady,ady,Adyghe (Abzakh),Eurasia,RU,45.2333333333,40.5833333333,Northwest Caucasian,Northwest Caucasian,0,L
32,adz,adz,Adzera,Papunesia,PG,-6.25,146.25,Austronesian,Oceanic,0,L
33,aea,ale,Aleut (Eastern),North America,US,54.75,-164.0,Eskimo-Aleut,Aleut,0,L
34,aeg,arz,Arabic (Egyptian),Africa,EG,30.0,31.0,Afro-Asiatic,Semitic,0,L
35,ael,ayl,Arabic (Eastern Libyan),Africa,LY,32.0,22.0,Afro-Asiatic,Semitic,0,L
36,afr,afr,Afrikaans,Africa,ZA,-31.0,22.0,Indo-European,Germanic,0,L
37,aga,agd,Agarabi,Papunesia,PG,-6.16666666667,146.0,Trans-New Guinea,Eastern Highlands,0,L
38,agb,agb,Leggbó,Africa,NG,6.0,8.0,Niger-Congo,Cross River,0,L
39,agc,agt,Agta (Central),Papunesia,PH,17.9666666667,121.833333333,Austronesian,Greater Central Philippine,0,L
40,agd,duo,Agta (Dupaningan),Papunesia,PH,18.0,122.083333333,Austronesian,Greater Central Philippine,0,L
41,agh,agq,Aghem,Africa,CM,6.66666666667,10.0,Niger-Congo,Bantoid,0,L
42,agl,agx,Aghul,Eurasia,RU,41.75,47.6666666667,Nakh-Daghestanian,Lezgic,0,L
43,agm,njm nri,Angami,Eurasia,IN,25.6666666667,94.5,Sino-Tibetan,Kuki-Chin,0,
44,ago,aoa,Angolar,Africa,ST,0.25,6.5,other,Creoles and Pidgins,0,L
45,agr,agr,Aguaruna,South America,PE,-5.0,-78.0,Jivaroan,Jivaroan,0,L
46,agt,lnj,Anguthimri,Australia,AU,-12.3333333333,141.833333333,Pama-Nyungan,Northern Pama-Nyungan,0,X
47,agu,agu,Aguacatec,North America,GT,15.4166666667,-91.3333333333,Mayan,Mayan,0,L
48,agw,wbj,Alagwa,Africa,TZ,-5.5,35.75,Afro-Asiatic,Southern Cushitic,0,L
49,aho,arp,Arapaho,North America,US,40.0,-103.0,Algic,Algonquian,0,L
50,ahs,mey,Arabic (Bani-Hassan),Africa,MR,20.0,-10.0,Afro-Asiatic,Semitic,0,L
51,aht,aht,Ahtna,North America,US,62.0,-145.0,Na-Dene,Athapaskan,0,L
52,ahu,ahh,Aghu,Papunesia,ID,-6.16666666667,140.166666667,Trans-New Guinea,Awju-Dumut,0,L
53,aik,tba,Aikaná,South America,BR,-12.6666666667,-60.6666666667,,,0,L
54,ain,ain,Ainu,Eurasia,JP,43.0,143.0,,,0,L
55,aiz,ahp,Aizi,Africa,CI,5.25,-4.5,Niger-Congo,Kru,0,L
56,aja,aja,Aja,Africa,CF SS,7.33333333333,25.6666666667,Central Sudanic,Kresh,0,L
57,ajg,ajg,Ajagbe,Africa,BJ TG,7.0,1.75,Niger-Congo,Kwa,0,L
58,aji,aji,Ajië,Papunesia,NC,-21.3333333333,165.5,Austronesian,Oceanic,0,L
59,aka,axk,Aka,Africa,CF CG,2.66666666667,16.25,Niger-Congo,Bantoid,0,L
60,akb,abj,Aka-Biada,Eurasia,IN,11.6666666667,92.5,Great Andamanese,Great Andamanese,0,X
61,akc,aci,Aka-Cari,Eurasia,IN,13.5,93.0,Great Andamanese,Great Andamanese,0,X
62,akh,ahk,Akha,Eurasia,CN TH MM,21.8333333333,99.8333333333,Sino-Tibetan,Burmese-Lolo,0,L
63,akk,akx,Aka-Kede,Eurasia,IN,12.75,92.75,Great Andamanese,Great Andamanese,0,X
64,akl,akl,Aklanon,Papunesia,PH,11.5833333333,122.333333333,Austronesian,Greater Central Philippine,0,L
65,akm,rmz,Arakanese (Marma),Eurasia,BD MM,21.5,92.5,Sino-Tibetan,Burmese-Lolo,0,L
66,akn,aka,Akan,Africa,GH,6.5,-1.25,Niger-Congo,Kwa,0,L
67,ako,acy,Arabic (Kormakiti),Eurasia,CY,35.25,33.5,Afro-Asiatic,Semitic,0,L
68,akr,ari,Arikara,North America,US,45.5,-100.5,Caddoan,Caddoan,0,L
69,akw,ake,Akawaio,South America,GY,6.0,-59.5,Cariban,Cariban,0,L
70,ala,amp,Alamblak,Papunesia,PG,-4.66666666667,143.333333333,Sepik,Sepik Hill,0,L
71,alb,aln als,Albanian,Eurasia,RS AL,41.0,20.0,Indo-European,Albanian,0,
72,alc,,Allentiac,South America,AR,-31.0,-68.0,Huarpe,Huarpe,0,X
73,ald,ald,Alladian,Africa,CI,5.16666666667,-4.33333333333,Niger-Congo,Kwa,0,L
74,ale,ale,Aleut,North America,US,54.0,-166.0,Eskimo-Aleut,Aleut,0,L
75,alg,alq,Algonquin,North America,CA,46.0,-77.0,Algic,Algonquian,0,L
76,alk,apr,Arop-Lokep,Papunesia,PG,-5.38333333333,147.05,Austronesian,Oceanic,0,L
77,all,nrz,Ala'ala,Papunesia,PG,-8.91666666667,146.75,Austronesian,Oceanic,0,L
78,aln,alp,Alune,Papunesia,ID,-3.0,128.333333333,Austronesian,Central Malayo-Polynesian,0,L
79,als,aes,Alsea,North America,US,44.6666666667,-123.916666667,Oregon Coast,Alsea,0,
80,alt,gsw,Alsatian,Eurasia,FR,48.5,7.5,Indo-European,Germanic,0,L
81,alu,alr,Alutor,Eurasia,RU,61.0,165.0,Chukotko-Kamchatkan,Northern Chukotko-Kamchatkan,0,L
82,alw,alh,Alawa,Australia,AU,-15.1666666667,134.25,Mangarrayi-Maran,Alawa,0,L
83,alx,btz,Alas,Papunesia,ID,3.66666666667,97.8333333333,Austronesian,Northwest Sumatra-Barrier Islands,0,L
84,aly,aly,Alyawarra,Australia,AU,-22.5,135.0,Pama-Nyungan,Central Pama-Nyungan,0,L
85,ama,aie,Amara,Papunesia,PG,-5.66666666667,148.5,Austronesian,Oceanic,0,L
86,amb,abt,Ambulas,Papunesia,PG,-3.83333333333,143.0,Sepik,Ndu,0,L
87,amc,amc,Amahuaca,South America,BR PE,-10.5,-72.5,Panoan,Panoan,0,L
88,amd,adx,Amdo,Eurasia,CN,35.0,100.0,Sino-Tibetan,Bodic,0,L
89,ame,aey,Amele,Papunesia,PG,-5.25,145.583333333,Trans-New Guinea,Madang,0,L
90,amh,amh,Amharic,Africa,ET,10.0,38.0,Afro-Asiatic,Semitic,0,L
91,ami,ami,Amis,Papunesia,TW,23.3333333333,121.333333333,Austronesian,East Formosan,0,L
92,amk,amr,Amarakaeri,South America,PE,-12.5,-70.5,Harakmbet,Harakmbet,0,L
93,aml,omb,Ambae (Lolovoli Northeast),Papunesia,VU,-15.4166666667,167.883333333,Austronesian,Oceanic,0,L
94,amm,amm,Ama,Papunesia,PG,-4.21666666667,141.616666667,Left May,Left May,0,L
95,amn,amn,Amanab,Papunesia,PG,-3.58333333333,141.25,Border,Border,0,L
96,amo,amo,Amo,Africa,NG,10.3333333333,8.66666666667,Niger-Congo,Kainji,0,L
97,amp,aer,Arrernte (Mparntwe),Australia,AU,-24.0,136.0,Pama-Nyungan,Central Pama-Nyungan,0,L
98,amq,amk,Ambai,Papunesia,ID,-1.83333333333,136.5,Austronesian,South Halmahera - West New Guinea,0,L
99,amr,ary,Arabic (Moroccan),Africa,MA,34.0,-6.0,Afro-Asiatic,Semitic,0,L
100,ams,arb,Arabic (Modern Standard),Eurasia,KW SO SY OM QA EG TN MA LY KM JO LB ER YE SA IQ PS DZ AE BH SD IL,25.0,42.0,Afro-Asiatic,Semitic,0,L
101,amt,adx,Amdo (Themchen),Eurasia,NP,38.0,98.0,Sino-Tibetan,Bodic,0,L
102,amu,ame,Amuesha,South America,PE,-10.5,-75.4166666667,Arawakan,Yanesha',0,L
103,amx,imi,Anamuxra,Papunesia,PG,-4.66666666667,145.0,Trans-New Guinea,Madang,0,L
104,amz,amu,Amuzgo,North America,MX,16.8333333333,-98.0,Oto-Manguean,Amuzgoan,0,L
105,ana,aro,Araona,South America,BO,-12.3333333333,-67.75,Tacanan,Tacanan,0,L
106,anc,anc,Angas,Africa,NG,9.5,9.5,Afro-Asiatic,West Chadic,0,L
107,ane,anz,Anêm,Papunesia,PG,-5.58333333333,149.083333333,,,0,L
108,ang,agg,Anggor,Papunesia,PG,-3.75,141.166666667,Senagi,Senagi,0,L
109,ani,hnh,//Ani,Africa,BW,-18.9166666667,21.9166666667,Khoe-Kwadi,Khoe-Kwadi,0,L
110,anj,aty,Anejom,Papunesia,VU,-20.2,169.8,Austronesian,Oceanic,0,L
111,anl,apc,Arabic (North Levantine Spoken),Eurasia,LB,33.75,36.0,Afro-Asiatic,Semitic,0,L
112,ann,aoi,Anindilyakwa,Australia,AU,-14.0,136.5,Gunwinyguan,Anindilyakwa,0,L
113,ano,nun,Anong,Eurasia,CN MM,27.3333333333,98.75,Sino-Tibetan,Nungish,0,L
114,ant,agm,Angaataha,Papunesia,PG,-7.21666666667,146.25,Trans-New Guinea,Angan,0,L
115,anu,cko,Anufo,Africa,TG BJ GH,10.0833333333,0.25,Niger-Congo,Kwa,0,L
116,anx,ani,Andi,Eurasia,RU,42.75,46.25,Nakh-Daghestanian,Avar-Andic-Tsezic,0,L
117,any,anu,Anywa,Africa,ET SS,8.0,33.5,Eastern Sudanic,Nilotic,0,L
118,ao,njo,Ao,Eurasia,IN,26.5833333333,94.6666666667,Sino-Tibetan,Kuki-Chin,0,L
119,aoj,aoj,Mufian,Papunesia,PG,-3.5,143.0,Torricelli,Kombio-Arapesh,0,L
120,apa,ajp,Arabic (Palestinian),Eurasia,PS,32.0,35.25,Afro-Asiatic,Semitic,0,L
121,apc,apm,Apache (Chiricahua),North America,US,33.25,-108.0,Na-Dene,Athapaskan,0,L
122,ape,apz,Ampeeli,Papunesia,PG,-6.75,146.083333333,Trans-New Guinea,Angan,0,L
123,api,apn,Apinayé,South America,BR,-5.5,-48.0,Macro-Ge,Ge-Kaingang,0,L
124,apj,apj,Apache (Jicarilla),North America,US,36.5833333333,-104.0,Na-Dene,Athapaskan,0,L
125,apk,apq,A-Pucikwar,Eurasia,IN,12.1666666667,92.8333333333,Great Andamanese,Great Andamanese,0,X
126,apl,apy,Apalaí,South America,BR,0.0,-54.0,Cariban,Cariban,0,L
127,apt,apt,Apatani,Eurasia,IN,27.5,93.75,Sino-Tibetan,Tani,0,L
128,apu,apu,Apurinã,South America,BR,-9.0,-67.0,Arawakan,Purus,0,L
129,apw,apw,Apache (Western),North America,US,33.75,-110.0,Na-Dene,Athapaskan,0,L
130,ara,arw,Arawak,South America,SR,5.5,-55.1666666667,Arawakan,Caribbean Arawakan,0,L
131,arb,arl,Arabela,South America,PE,-2.0,-75.1666666667,Zaparoan,Zaparoan,0,L
132,arc,aqc,Archi,Eurasia,RU,42.0,46.8333333333,Nakh-Daghestanian,Lezgic,0,L
133,ard,jbj,Arandai,Papunesia,ID,-2.08333333333,133.0,South Bird's Head,South Bird's Head Proper,0,L
134,arg,afb,Arabic (Gulf),Eurasia,KW OM QA IR SA IQ BH,26.0,49.0,Afro-Asiatic,Semitic,0,L
135,arh,acw,Arabic (Hijazi),Eurasia,SA,26.0,38.0,Afro-Asiatic,Semitic,0,L
136,ari,laz,Aribwatsa,Papunesia,PG,-6.71666666667,147.0,Austronesian,Oceanic,0,X
137,arj,afb,Arabic (Kuwaiti),Eurasia,KW,29.5,47.5,Afro-Asiatic,Semitic,0,L
138,ark,akr,Araki,Papunesia,VU,-15.6666666667,166.916666667,Austronesian,Oceanic,0,L
139,arl,apc,Arabic (Lebanese),Eurasia,LB,34.0,36.0,Afro-Asiatic,Semitic,0,L
140,arm,hye,Armenian (Eastern),Eurasia,AM,40.0,45.0,Indo-European,Armenian,0,L
141,arn,shu,Arabic (Borno Nigerian),Africa,NG,8.58333333333,12.4166666667,Afro-Asiatic,Semitic,0,L
142,aro,aia,Arosi,Papunesia,SB,-10.25,161.333333333,Austronesian,Oceanic,0,L
143,arp,ape,Arapesh (Mountain),Papunesia,PG,-3.46666666667,143.166666667,Torricelli,Kombio-Arapesh,0,L
144,arq,acm,Arabic (Iraqi),Eurasia,IQ,33.0,44.0,Afro-Asiatic,Semitic,0,L
145,arr,aer are,Arrernte,Australia,AU,-24.0,134.0,Pama-Nyungan,Central Pama-Nyungan,0,
146,ars,ayn,Arabic (San'ani),Eurasia,YE,16.0,44.0,Afro-Asiatic,Semitic,0,L
147,arv,ajp,Arabic (Negev),Eurasia,IL,30.5,34.75,Afro-Asiatic,Semitic,0,L
148,arw,hye,Armenian (Western),Eurasia,TR,38.5,43.5,Indo-European,Armenian,0,L
149,arx,alu,'Are'are,Papunesia,SB,-9.25,161.166666667,Austronesian,Oceanic,0,L
150,arz,hye,Armenian (Iranian),Eurasia,IR,32.6666666667,51.6666666667,Indo-European,Armenian,0,L
151,ash,ady,Adyghe (Shapsugh),Eurasia,RU,45.0,38.75,Northwest Caucasian,Northwest Caucasian,0,L
152,asl,ase,American Sign Language,North America,CA US,39.0,-78.0,other,Sign Languages,1,L
153,asm,tml,Asmat,Papunesia,ID,-5.5,138.5,Trans-New Guinea,Asmat-Kamoro,0,L
154,aso,alt,Altai (Southern),Eurasia,RU,51.0,87.0,Altaic,Turkic,0,L
155,ass,asm,Assamese,Eurasia,IN,26.0,93.0,Indo-European,Indic,0,L
156,ast,ast,Asturian,Eurasia,ES,43.25,-6.0,Indo-European,Romance,0,L
157,asu,asu,Asuriní,South America,BR,-3.5,-49.5,Tupian,Tupi-Guaraní,0,L
158,asy,apc,Arabic (Syrian),Eurasia,SY,34.0,38.0,Afro-Asiatic,Semitic,0,L
159,ata,tay,Atayal,Papunesia,TW,24.5,121.333333333,Austronesian,Atayalic,0,L
160,atb,atq,Aralle-Tabulahan,Papunesia,ID,-2.75,119.25,Austronesian,South Sulawesi,0,L
161,atc,upv,Atchin,Papunesia,VU,-16.0,167.333333333,Austronesian,Oceanic,0,L
162,ath,aph,Athpare,Eurasia,NP,27.0,87.3333333333,Sino-Tibetan,Mahakiranti,0,L
163,ati,atj,Atikamekw,North America,CA,48.0,-74.0,Algic,Algonquian,0,L
164,atk,aqp,Atakapa,North America,US,30.0,-93.5,,,0,
165,atm,kuz,Atacameño,South America,CL BO AR,-23.0,-69.0,Kunza,Kunza,0,L
166,atq,ems,Alutiiq,North America,US,57.0,-157.0,Eskimo-Aleut,Eskimo,0,L
167,ats,atw,Atsugewi,North America,US,40.75,-121.0,Hokan,Palaihnihan,0,L
168,atu,aeb,Arabic (Tunisian),Africa,TN,36.75,10.25,Afro-Asiatic,Semitic,0,L
169,au,avt,Au,Papunesia,PG,-3.58333333333,142.083333333,Torricelli,Wapei-Palei,0,L
170,aul,aul,Aulua,Papunesia,VU,-16.3333333333,167.666666667,Austronesian,Oceanic,0,L
171,aus,asf,Auslan,Australia,AU,-30.0,145.0,other,Sign Languages,0,L
172,auy,auy,Auyana,Papunesia,PG,-6.5,145.75,Trans-New Guinea,Eastern Highlands,0,L
173,ava,ava,Avar,Eurasia,AZ RU,42.5,46.5,Nakh-Daghestanian,Avar-Andic-Tsezic,0,L
174,avk,avi,Avikam,Africa,CI,5.16666666667,-5.5,Niger-Congo,Kwa,0,L
175,avo,avu,Avokaya,Africa,CD SS,4.66666666667,30.0,Central Sudanic,Moru-Ma'di,0,L
176,avt,avn,Avatime,Africa,GH,6.83333333333,0.416666666667,Niger-Congo,Kwa,0,L
177,awa,awb,Awa,Papunesia,PG,-6.66666666667,145.75,Trans-New Guinea,Eastern Highlands,0,L
178,awd,awa,Awadhi,Eurasia,IN NP,27.5,81.5,Indo-European,Indic,0,L
179,awe,are,Arrernte (Western),Australia,AU,-24.0,132.5,Pama-Nyungan,Central Pama-Nyungan,0,L
180,awi,awi,Aekyom,Papunesia,PG,-5.75,141.416666667,Awin-Pare,Awin-Pare,0,L
181,awk,png,Akwa,Africa,NG,10.0833333333,6.33333333333,Niger-Congo,Kainji,0,L
182,awn,awn,Awngi,Africa,ET,10.8333333333,36.6666666667,Afro-Asiatic,Central Cushitic,0,L
183,awp,kwi,Awa Pit,South America,EC CO,1.5,-78.25,Barbacoan,Barbacoan,0,L
184,awt,kmn,Awtuw,Papunesia,PG,-3.58333333333,142.0,Sepik,Ram,0,L
185,awy,auw,Awyi,Papunesia,ID,-2.91666666667,140.583333333,Border,Border,0,L
186,axv,akv,Akhvakh,Eurasia,RU,42.3333333333,46.3333333333,Nakh-Daghestanian,Avar-Andic-Tsezic,0,L
187,ayi,any,Anyi,Africa,CI,7.0,-3.5,Niger-Congo,Kwa,0,L
188,aym,ayc,Aymara (Central),South America,CL BO PE,-17.0,-69.0,Aymaran,Aymaran,0,L
189,ayn,aib,Aynu,Eurasia,CN,39.5,76.0,Altaic,Turkic,0,L
190,ayo,,Ayomán,,VR,11.0,-69.0,Jirajaran,Jirajaran,0,X
191,ayr,ayo,Ayoreo,South America,PY,-20.25,-59.25,Zamucoan,Zamucoan,0,L
192,ayw,nfl,Ayiwo,Papunesia,SB,-10.3333333333,166.25,Austronesian,Oceanic,0,L
193,aze,azb azj,Azerbaijani,Eurasia,AZ IR,40.5,48.5,Altaic,Turkic,0,
194,azi,azb,Azari (Iranian),Eurasia,IR IQ,37.5,47.0,Altaic,Turkic,0,L
195,baa,bbb nvm,Barai,Papunesia,PG,-9.33333333333,148.083333333,Trans-New Guinea,Koiarian,0,
196,bab,bav,Babungo,Africa,CM,6.11666666667,10.4166666667,Niger-Congo,Bantoid,0,L
197,bac,wdj,Bachamal,Australia,AU,-13.1666666667,130.166666667,Anson Bay,Anson Bay,0,L
198,bad,bde,Bade,Africa,NG,12.8333333333,10.5,Afro-Asiatic,West Chadic,0,L
199,bae,bae,Baré,South America,BR VR,1.0,-67.0,Arawakan,Inland Northern Arawakan,0,L
200,baf,bfd,Bafut,Africa,CM,6.25,9.91666666667,Niger-Congo,Bantoid,0,L
201,bag,bmi,Bagirmi,Africa,TD,11.6666666667,16.0,Central Sudanic,Bongo-Bagirmi,0,L
202,bah,xir,Xiriana,,BR,2.66666666666667,-62.5,Arawakan,Bahuanic,0,L
203,bai,bca,Bai,Eurasia,CN,26.0,100.0,Sino-Tibetan,Bai,0,L
204,baj,bdl,Bajau (Sama),Papunesia,ID,-4.33333333333,123.0,Austronesian,Sama-Bajaw,0,L
205,bak,bkc,Baka (in Cameroon),Africa,CM,2.58333333333,13.5833333333,Niger-Congo,Ubangi,0,L
206,bal,ban,Balinese,Papunesia,ID,-8.33333333333,115.25,Austronesian,Malayo-Sumbawan,0,L
207,bam,bam,Bambara,Africa,ML,12.5,-7.5,Mande,Western Mande,0,L
208,ban,bcw,Bana,Africa,CM,10.4166666667,13.5833333333,Afro-Asiatic,Biu-Mandara,0,L
209,bao,peh,Bao'an,Eurasia,CN,35.75,102.833333333333,Altaic,Mongolic,0,L
210,baq,brg,Baure,South America,BO,-13.0833333333,-64.1666666667,Arawakan,Bolivia-Parana,0,L
211,bar,bfa,Bari,Africa,SS,5.0,31.6666666667,Eastern Sudanic,Nilotic,0,L
212,bas,bas,Basaá,Africa,CM,3.91666666667,10.5,Niger-Congo,Bantoid,0,L
213,bat,bya,Batak,Papunesia,PH,10.25,119.083333333,Austronesian,Greater Central Philippine,0,L
214,bau,bbd,Bau,Papunesia,PG,-5.25,145.616666667,Trans-New Guinea,Madang,0,L
215,baw,bgr,Bawm,Eurasia,BD IN MM,22.5,92.25,Sino-Tibetan,Kuki-Chin,0,L
216,bbf,bbo,Bobo Madaré (Northern),Africa,BF,12.4166666666667,-4.3333333333333,Mande,Western Mande,0,L
217,bbl,bvx,Babole,Africa,CG,1.08333333333,17.25,Niger-Congo,Bantoid,0,L
218,bbm,ptu,Bambam,Papunesia,ID,-3.08333333333,119.083333333,Austronesian,South Sulawesi,0,L
219,bbu,brm,Barambu,Africa,CD,3.5,27.0,Niger-Congo,Ubangi,0,L
220,bbw,gup,Bininj Gun-Wok,Australia,AU,-12.5,133.75,Gunwinyguan,Gunwinygic,0,L
221,bca,bdy,Bandjalang (Casino),Australia,AU,-28.9166666667,153.0,Pama-Nyungan,Southeastern Pama-Nyungan,0,L
222,bch,shy,Berber (Chaouia),Africa,DZ,35.0,7.0,Afro-Asiatic,Berber,0,L
223,bco,blc,Bella Coola,North America,CA,52.5,-126.666666667,Salishan,Bella Coola,0,L
224,bdc,brc,Berbice Dutch Creole,South America,GY,5.33333333333,-58.0,other,Creoles and Pidgins,0,X
225,bdg,bfq,Badaga,Eurasia,IN,11.6666666667,76.75,Dravidian,Southern Dravidian,0,L
226,bdk,bdk,Budukh,Eurasia,AZ,41.1666666667,48.4166666667,Nakh-Daghestanian,Lezgic,0,L
227,bdm,bia,Badimaya,Australia,AU,-27.6666666667,118.0,Pama-Nyungan,Western Pama-Nyungan,0,L
228,bdu,buu,Budu,Africa,CD,2.0,28.0,Niger-Congo,Bantoid,0,L
229,bdw,bdw,Baham,Papunesia,ID,-3.16666666667,132.666666667,West Bomberai,West Bomberai,0,L
230,beb,bef,Benabena,Papunesia,PG,-6.16666666667,145.5,Trans-New Guinea,Eastern Highlands,0,L
231,bec,ctg,Bengali (Chittagong),Eurasia,BD,22.3333333333,91.8333333333,Indo-European,Indic,0,L
232,bee,beq,Beembe,Africa,CG,-3.91666666667,14.0833333333,Niger-Congo,Bantoid,0,L
233,beg,dbj,Begak-Ida'an,Papunesia,MY,5.25,118.833333333,Austronesian,North Borneo,0,L
234,bej,bej,Beja,Africa,ER SD,18.0,36.0,Afro-Asiatic,Beja,0,L
235,bel,byw,Belhare,Eurasia,NP,26.9666666667,87.3,Sino-Tibetan,Mahakiranti,0,L
236,bem,bem,Bemba,Africa,CD,-10.0,28.25,Niger-Congo,Bantoid,0,L
237,ben,ben,Bengali,Eurasia,BD IN,24.0,90.0,Indo-European,Indic,0,L
238,beo,bue,Beothuk,North America,CA,48.0,-57.0,,,0,
239,ber,wti,Berta,Africa,ET SD,10.3333333333,34.6666666667,,,0,L
240,bet,bev,Bété,Africa,CI,6.25,-6.25,Niger-Congo,Kru,0,L
241,bez,kap,Bezhta,Eurasia,RU,42.0833333333,46.1666666667,Nakh-Daghestanian,Avar-Andic-Tsezic,0,L
242,bfd,bif,Biafada,Africa,GW,11.4166666667,-15.1666666667,Niger-Congo,Biafada,0,L
243,bfg,sjs,Berber (Figuig),,MA,32.5,-1.5,Afro-Asiatic,Berber,0,L
244,bfi,ksf,Bafia,Africa,CM,5.0,11.1666666667,Niger-Congo,Bantoid,0,L
245,bga,bng,Benga,Africa,GQ GA,1.16666666667,9.41666666667,Niger-Congo,Bantoid,0,L
246,bgg,bgz,Banggai,Papunesia,ID,-1.41666666667,123.166666667,Austronesian,Celebic,0,L
247,bgi,bgq,Bagri,Eurasia,IN,29.5833333333,74.3333333333,Indo-European,Indic,0,L
248,bgl,sab,Buglere,North America,PA,8.5,-81.25,Chibchan,Guaymiic,0,L
249,bgm,dba,Bangime,Africa,ML,14.9166666667,-3.83333333333,,,0,L
250,bgn,bgg,Bugun,Eurasia,IN,27.5,92.5833333333,Sino-Tibetan,Western Arunachal,0,L
251,bgo,bot,Bongo,Africa,SS,7.5,28.5,Central Sudanic,Bongo-Bagirmi,0,L
252,bgr,fuu,Bagiro,Africa,CF CD,4.33333333333,20.5833333333,Central Sudanic,Bongo-Bagirmi,0,L
253,bgs,bsp,Baga Sitemu,Africa,GN,10.5,-14.5,Niger-Congo,Mel,0,L
254,bgv,kva,Bagvalal,Eurasia,RU,42.5833333333,46.1666666667,Nakh-Daghestanian,Avar-Andic-Tsezic,0,L
255,bgz,bdg,Banggi,Papunesia,MY,7.25,117.166666667,Austronesian,North Borneo,0,L
256,bhi,bhb,Bhili,Eurasia,IN,22.0,73.0,Indo-European,Indic,0,L
257,bhn,bjh,Bahinemo,Papunesia,PG,-4.58333333333,142.833333333,Sepik,Sepik Hill,0,L
258,bho,bho,Bhojpuri,Eurasia,IN,26.0,84.0,Indo-European,Indic,0,L
259,bhu,unr,Bhumij,Eurasia,IN,21.3333333333,86.5,Austro-Asiatic,Munda,0,L
260,bia,bip,Bila,Africa,CD,1.0,28.75,Niger-Congo,Bantoid,0,L
261,bid,bid,Bidiya,Africa,TD,11.9166666667,18.75,Afro-Asiatic,East Chadic,0,L
262,big,yul,Binga,Africa,CF SS,8.0,25.0,Central Sudanic,Bongo-Bagirmi,0,L
263,bii,bzr,Biri,Australia,AU,-20.5,146.5,Pama-Nyungan,Northern Pama-Nyungan,0,L
264,bik,bhw,Biak,Papunesia,ID,-1.0,136.0,Austronesian,South Halmahera - West New Guinea,0,L
265,bil,blb,Bilua,Papunesia,SB,-7.75,156.666666667,Solomons East Papuan,Bilua,0,L
