,WALS_ID,ISO,Name,Macroarea,Country_ID,Latitude,Longitude,Family,Genus,Lenguaje de Señas,Status
1339,lou,loj,Lou,Papunesia,PG,-2.38333333333,147.316666667,Austronesian,Oceanic,0,L
1340,lov,lbo,Loven,Eurasia,LA,15.0,106.333333333,Austro-Asiatic,Bahnaric,0,L
1341,loz,loz,Lozi,Africa,ZM,-17.8333333333,26.0,Niger-Congo,Bantoid,0,L
1342,lrd,lbz,Lardil,Australia,AU,-16.5,139.333333333,Tangkic,Tangkic,0,L
1343,lrk,alo,Larike,Papunesia,ID,-3.75,127.916666667,Austronesian,Central Malayo-Polynesian,0,L
1344,lsa,aed,Lengua de Señas Argentina,South America,AR,-34.0,-63.0,other,Sign Languages,0,L
1345,lsb,bzs,Língua de Sinais Brasileira,South America,BR,-15.0,-48.0,other,Sign Languages,0,L
1346,lse,ssp,Lengua de Señas Española,Eurasia,ES,40.0,-3.0,other,Sign Languages,0,L
1347,lsf,fsl,Langue des Signes Française,Eurasia,FR,47.0,3.0,other,Sign Languages,1,L
1348,lsq,fcs,Langue des Signes Québecoise,North America,CA,48.0,-75.0,other,Sign Languages,1,L
1349,lu,khb,Lü,Eurasia,CN LA MM,22.0,100.666666667,Tai-Kadai,Kam-Tai,0,L
1350,lua,nie,Lua,Africa,TD,9.75,17.75,Niger-Congo,Bua,0,L
1351,luc,lch,Lucazi,Africa,AO,-14.0,20.0,Niger-Congo,Bantoid,0,L
1352,lud,lnd,Lun Dayeh,Papunesia,ID,4.0,115.916666667,Austronesian,North Borneo,0,L
1353,lug,lgg,Lugbara,Africa,CD UG,3.08333333333,30.9166666667,Central Sudanic,Moru-Ma'di,0,L
1354,lui,lui,Luiseño,North America,US,33.3333333333,-117.166666667,Uto-Aztecan,California Uto-Aztecan,0,L
1355,lul,ule,Lule,South America,AR,-28.0,-64.0,,,0,X
1356,lum,str,Lummi,North America,US,48.7,-122.666666667,Salishan,Central Salish,0,L
1357,lun,nst,Lungchang,Eurasia,IN,27.5,96.4166666667,Sino-Tibetan,Northern Naga,0,L
1358,luo,luo,Luo,Africa,KE TZ,-0.5,34.75,Eastern Sudanic,Nilotic,0,L
1359,lur,lrc,Luri,Eurasia,IR,33.5,48.5,Indo-European,Iranian,0,L
1360,lus,lut,Lushootseed,North America,US,48.0,-122.0,Salishan,Central Salish,0,L
1361,luv,lue,Luvale,Africa,AO,-12.0,22.0,Niger-Congo,Bantoid,0,L
1362,lux,ltz,Luxemburgeois,Eurasia,LU,49.8333333333,6.16666666667,Indo-European,Germanic,0,L
1363,luy,luy,Luyia,Africa,KE,0.416666666667,34.5,Niger-Congo,Bantoid,0,
1364,lye,lee,Lyele,Africa,BF,12.5,-2.66666666667,Niger-Congo,Southern-Central Gur,0,L
1365,ma,msj,Ma,Africa,CD,3.5,28.0,Niger-Congo,Ubangi,0,L
1366,maa,mas,Maasai,Africa,KE TZ,-3.0,36.0,Eastern Sudanic,Nilotic,0,L
1367,mab,mde,Maba,Africa,TD,13.75,20.8333333333,Maban,Maban,0,L
1368,mac,mbc,Macushi,South America,GY BR VR,4.0,-60.0,Cariban,Cariban,0,L
1369,mad,mhi,Ma'di,Africa,UG SS,3.25,31.5,Central Sudanic,Moru-Ma'di,0,L
1370,mae,mme,Mae,Papunesia,VU,-16.0,167.25,Austronesian,Oceanic,0,L
1371,mag,mgp,Magar,Eurasia,NP,28.0,83.0,Sino-Tibetan,Mahakiranti,0,L
1372,mah,mrj,Mari (Hill),Eurasia,RU,57.0,58.0,Uralic,Mari,0,L
1373,mai,mai,Maithili,Eurasia,IN NP,26.0,86.0,Indo-European,Indic,0,L
1374,maj,mpe,Majang,Africa,ET,6.75,35.0,Eastern Sudanic,Surmic,0,L
1375,mak,myh,Makah,North America,US,48.3333333333,-124.666666667,Wakashan,Southern Wakashan,0,L
1376,mal,plt,Malagasy,Africa,MG,-20.0,47.0,Austronesian,Barito,0,L
1377,mam,mam,Mam,North America,GT,15.0,-91.8333333333,Mayan,Mayan,0,L
1378,man,mev,Mano,Africa,GN LR,7.0,-9.0,Mande,Eastern Mande,0,L
1379,mao,mri,Maori,Papunesia,NZ,-40.0,176.0,Austronesian,Oceanic,0,L
1380,map,arn,Mapudungun,South America,CL,-38.0,-72.0,Araucanian,Araucanian,0,L
1381,mar,mrc,Maricopa,North America,US,33.1666666667,-113.166666667,Hokan,Yuman,0,L
1382,mas,mcn,Masa,Africa,TD CM,10.5,15.5,Afro-Asiatic,Masa,0,L
1383,mau,mph,Maung,Australia,AU,-11.9166666667,133.5,Iwaidjan,Iwaidjan,0,L
1384,mav,mbw,Maring,Papunesia,PG,-5.5,144.666666667,Trans-New Guinea,Chimbu,0,L
1385,maw,mlq,Maninka (Western),Africa,ML,13.0,-11.0,Mande,Western Mande,0,L
1386,max,mbl,Maxakalí,South America,BR,-18.0,-40.0,Macro-Ge,Maxakalí,0,L
1387,may,ayz,Maybrat,Papunesia,ID,-1.33333333333,132.5,West Papuan,North-Central Bird's Head,0,L
1388,maz,maz mmc,Mazahua,North America,MX,19.4166666667,-99.9166666667,Oto-Manguean,Otomian,0,
1389,mba,mfc,Mba,Africa,CD,1.0,25.0,Niger-Congo,Ubangi,0,L
1390,mbb,vmb,Mbabaram,Australia,AU,-17.1666666667,145.0,Pama-Nyungan,Northern Pama-Nyungan,0,X
1391,mbe,mdt,Mbere,Africa,CG GA,-0.5,14.0,Niger-Congo,Bantoid,0,L
1392,mbg,mhd,Mbugu,Africa,TZ,-4.33333333333,38.1666666667,Afro-Asiatic,Southern Cushitic,0,L
1393,mbi,baw,Mbili,Africa,CM,6.11666666667,10.2,Niger-Congo,Bantoid,0,L
1394,mbl,mdq,Mbole,Africa,CD,-0.666666666667,24.6666666667,Niger-Congo,Bantoid,0,L
1395,mbm,mdd,Mbum,Africa,CF TD CM,7.75,13.1666666667,Niger-Congo,Mbumic,0,L
1396,mbo,mxk,Monumbo,Papunesia,PG,-4.25,145.0,,,0,L
1397,mbr,mpk,Mbara,Africa,TD,11.0,15.4166666667,Afro-Asiatic,Biu-Mandara,0,L
1398,mbt,mdj,Mangbetu,Africa,CD,2.5,26.5,Central Sudanic,Mangbetu,0,L
1399,mbu,mle,Manambu,Papunesia,PG,-4.25,142.833333333,Sepik,Ndu,0,L
1400,mby,myb,Mbay,Africa,TD,8.25,17.5,Central Sudanic,Bongo-Bagirmi,0,L
1401,mbz,mtk,Mbe',Africa,CM,6.28333333333,11.0833333333,Niger-Congo,Bantoid,0,L
1402,mca,mca,Maca,South America,PY,-25.0,-57.5,Matacoan,Matacoan,0,L
1403,mcc,omc,Mochica,South America,PE,-7.5,-79.3333333333,Chimúan,Chimúan,0,X
1404,mcd,mkd,Macedonian,Eurasia,MK,41.6666666667,21.75,Indo-European,Slavic,0,L
1405,mce,bzj,Mískito Coast English Creole,North America,BZ,16.25,-88.8333333333,other,Creoles and Pidgins,0,L
1406,mcf,crg,Michif,North America,CA,52.0,-100.166666667,Algic,Algonquian,0,L
1407,mcg,mbn,Macaguán,South America,CO,6.5,-71.3333333333,Guahiban,Guahiban,0,L
1408,mch,mcb,Machiguenga,South America,PE,-12.0,-72.6666666667,Arawakan,Pre-Andine Arawakan,0,L
1409,mcn,myy,Macuna,South America,CO BR,-0.333333333333,-70.1666666667,Tucanoan,Tucanoan,0,L
1410,mco,mco,Mixe (Coatlán),North America,MX,16.9166666667,-95.6666666667,Mixe-Zoque,Mixe-Zoque,0,L
1411,mcr,mfe,Mauritian Creole,Africa,MU,-20.3333333333,57.5,other,Creoles and Pidgins,0,L
1412,mcs,csm,Miwok (Central Sierra),North America,US,38.0,-120.333333333,Penutian,Miwok,0,L
1413,mcv,moc,Mocoví,South America,AR,-28.0,-60.5,Guaicuruan,South Guaicuruan,0,L
1414,mda,mxu,Mada (in Cameroon),Africa,CM,10.8333333333,14.1666666667,Afro-Asiatic,Biu-Mandara,0,L
1415,mdb,dmw,Mudburra,Australia,AU,-17.3333333333,132.083333333,Pama-Nyungan,Western Pama-Nyungan,0,L
1416,mde,men,Mende,Africa,SL,7.83333333333,-11.5,Mande,Western Mande,0,L
1417,mdg,mua,Mundang,Africa,TD,9.66666666667,14.5,Niger-Congo,Mbumic,0,L
1418,mdk,mnk,Mandinka,Africa,ML SN GN,13.0,-15.6666666667,Mande,Western Mande,0,L
1419,mdl,zml,Matngele,Australia,AU,-13.8333333333,130.416666667,Eastern Daly,Eastern Daly,0,X
1420,mdm,dmd,Madimadi,,AU,-34.5,143.5,Pama-Nyungan,Southeastern Pama-Nyungan,0,X
1421,mdn,mhq,Mandan,North America,US,46.5,-102.5,Siouan,Core Siouan,0,L
1422,mdo,gmm,Mbodomo,Africa,CF,4.5,15.5,Niger-Congo,Gbaya-Manza-Ngbaka,0,L
1423,mdr,mad,Madurese,Papunesia,ID,-7.0,113.5,Austronesian,Malayo-Sumbawan,0,L
1424,mds,xmm,Manadonese,Papunesia,ID,1.5,124.833333333,Austronesian,Malayo-Sumbawan,0,L
1425,mdu,muh,Mündü,Africa,CD SS,4.5,30.0,Niger-Congo,Ubangi,0,L
1426,mdw,mdw,Mbosi,Africa,CG,-1.25,15.5,Niger-Congo,Bantoid,0,L
1427,mdz,mda,Mada (in Nigeria),Africa,NG,8.75,8.25,Niger-Congo,Platoid,0,L
1428,mea,mej,Meyah,Papunesia,ID,-1.16666666667,133.5,East Bird's Head,East Bird's Head,0,L
1429,meb,bew,Melayu Betawi,Papunesia,ID,-6.5,107.0,other,Creoles and Pidgins,0,L
1430,mee,mym,Me'en,Africa,ET,5.0,37.0,Eastern Sudanic,Surmic,0,L
1431,meh,gdq,Mehri,Eurasia,YE OM,17.0,51.5,Afro-Asiatic,Semitic,0,L
1432,mei,mni,Meithei,Eurasia,IN,24.75,94.0,Sino-Tibetan,Kuki-Chin,0,L
1433,mek,skf,Mekens,South America,BR,-12.5,-61.5,Tupian,Tupari,0,L
1434,mel,mel,Melanau,Papunesia,MY,2.5,111.5,Austronesian,North Borneo,0,L
1435,mem,jet,Manem,Papunesia,ID PG,-3.0,140.833333333,Border,Border,0,L
1436,men,mez,Menomini,North America,US,45.5,-88.3333333333,Algic,Algonquian,0,L
1437,mer,ulk,Meryam Mir,Papunesia,AU,-9.91666666667,144.083333333,Western Fly,Western Fly,0,L
1438,mey,mcr,Menya,Papunesia,PG,-7.25,146.0,Trans-New Guinea,Angan,0,L
1439,mga,ndt,Mondunga,Africa,CD,2.25,21.5,Niger-Congo,Ubangi,0,L
1440,mgd,mog,Mongondow,Papunesia,ID,0.666666666667,124.0,Austronesian,Greater Central Philippine,0,L
1441,mgg,mjg,Mangghuer,Eurasia,CN,36.0,102.0,Altaic,Mongolic,0,L
1442,mgh,mag,Magahi,Eurasia,IN,23.5,85.5,Indo-European,Indic,0,L
1443,mgi,mgu,Magi,Papunesia,PG,-10.3333333333,149.333333333,Trans-New Guinea,Mailuan,0,L
1444,mgk,mhk,Mungaka,Africa,CM,5.91666666667,10.0,Niger-Congo,Bantoid,0,L
1445,mgl,xmf,Mingrelian,Eurasia,GE,42.5,42.0,Kartvelian,Kartvelian,0,L
1446,mgn,mdh,Magindanao,Papunesia,PH,6.83333333333,124.5,Austronesian,Greater Central Philippine,0,L
1447,mgo,lol,Mongo,Africa,CD,0.0,21.0,Niger-Congo,Bantoid,0,L
1448,mgq,mge,Mango,Africa,TD,8.75,17.0,Central Sudanic,Bongo-Bagirmi,0,L
1449,mgu,mug,Musgu,Africa,TD CM,10.8333333333,14.9166666667,Afro-Asiatic,Biu-Mandara,0,L
1450,mhc,xpq,Mahican,North America,US,42.6666666667,-73.5,Algic,Algonquian,0,L
1451,mhi,mar,Marathi,Eurasia,IN,19.0,76.0,Indo-European,Indic,0,L
1452,mhk,nux,Mehek,Papunesia,PG,-3.75,142.5,Sepik,Tama Sepik,0,L
1453,mhl,mrg,Miri (Hill):,Eurasia,IN,27.9166666667,93.8333333333,Sino-Tibetan,Tani,0,L
1454,mhm,mhe,Mah Meri,Eurasia,MY,2.83333333333,101.5,Austro-Asiatic,Aslian,0,L
1455,mhu,lnb,Mbalanhu,Africa,,-17.5,15.0,Niger-Congo,Bantoid,0,L
1456,mic,mic,Micmac,North America,CA,45.0,-63.0,Algic,Algonquian,0,L
1457,mid,mei,Midob,Africa,SD,15.0833333333,26.25,Eastern Sudanic,Nubian,0,L
1458,mie,ium,Mien,Eurasia,CN,25.0,111.0,Hmong-Mien,Hmong-Mien,0,L
1459,mig,mmy,Migama,Africa,TD,12.1666666667,19.8333333333,Afro-Asiatic,East Chadic,0,L
1460,mii,tma,Miisiirii,Africa,TD SD,13.5,22.0,Eastern Sudanic,Taman,0,L
1461,mij,mxj,Miju,Eurasia,IN,29.0,96.0,Sino-Tibetan,Tani,0,L
1462,mik,mjw,Mikir,Eurasia,IN,26.3333333333,93.5,Sino-Tibetan,Kuki-Chin,0,L
1463,mil,adi,Milang,Eurasia,IN,28.5,95.25,Sino-Tibetan,Tani,0,L
1464,min,min,Minangkabau,Papunesia,ID,-1.0,101.0,Austronesian,Malayo-Sumbawan,0,L
1465,mir,mep,Miriwung,Australia,AU,-15.6666666667,129.0,Jarrakan,Jarrakan,0,L
1466,mis,miq,Miskito,North America,NI,14.0,-83.6666666667,Misumalpan,Misumalpan,0,L
1467,mit,zmq,Mituku,Africa,CD,-1.66666666667,25.5,Niger-Congo,Bantoid,0,L
1468,miy,mkf,Miya,Africa,NG,10.9166666667,9.66666666667,Afro-Asiatic,West Chadic,0,L
1469,miz,lus,Mizo,Eurasia,BD IN,23.1666666667,92.8333333333,Sino-Tibetan,Kuki-Chin,0,L
1470,mja,mxt,Mixtec (Jamiltepec),North America,MX,16.25,-97.8333333333,Oto-Manguean,Mixtecan,0,L
1471,mjc,mjc,Mixtec (San Juan Colorado),North America,MX,16.5,-98.0,Oto-Manguean,Mixtecan,0,L
1472,mjk,mfv,Manjaku,Africa,GW,12.0,-16.25,Niger-Congo,Bak,0,L
1473,mka,mxx,Mauka,Africa,CI,8.33333333333,-7.5,Mande,Western Mande,0,L
1474,mkb,csi,Miwok (Bodega),North America,US,38.3333333333,-123.0,Penutian,Miwok,0,L
1475,mkd,kde,Makonde,Africa,MZ TZ,-11.0,40.0,Niger-Congo,Bantoid,0,L
1476,mke,mek,Mekeo,Papunesia,PG,-8.33333333333,146.5,Austronesian,Oceanic,0,L
1477,mkg,mnk,Mandinka (Gambian),Africa,GM,13.4166666667,-16.0,Mande,Western Mande,0,L
1478,mkh,evn,Mongol (Khamnigan),,CN MN,49.0,117.0,Altaic,Mongolic,0,L
1479,mki,mik,Mikasuki,North America,US,32.0,-85.0,Muskogean,Muskogean,0,L
1480,mkj,mkz,Makasae,Papunesia,TL,-8.66666666667,126.5,Timor-Alor-Pantar,Makasae-Fataluku-Oirata,0,L
1481,mkl,mgf,Maklew,Papunesia,ID,-7.66666666667,139.416666667,Bulaka River,Bulaka River,0,L
1482,mkn,knf,Mankanya,Africa,GW,12.0833333333,-15.9166666667,Niger-Congo,Bak,0,L
1483,mko,moz,Mokilko,Africa,TD,11.9166666667,18.0833333333,Afro-Asiatic,East Chadic,0,L
1484,mkq,nge,Mankon,Africa,CM,6.0,10.1666666667,Niger-Congo,Bantoid,0,L
1485,mkr,msy,Mikarew,Papunesia,PG,-4.41666666667,144.916666667,Lower Sepik-Ramu,Mikarew,0,L
1486,mks,mak,Makassar,Papunesia,ID,-5.41666666667,119.583333333,Austronesian,South Sulawesi,0,L
1487,mku,zmr,Maranungku,Australia,AU,-13.6666666667,130.0,Western Daly,Wagaydy,0,L
1488,mkw,xak,Máku,South America,BR,0.416666666667,-69.8333333333,,,0,X
1489,mkz,mcp,Makaa,Africa,CM,3.41666666667,12.25,Niger-Congo,Bantoid,0,L
1490,mla,mcu mzk,Mambila,Africa,NG CM,6.75,11.5,Niger-Congo,Bantoid,0,
1491,mlc,mcm,Malacca Creole,Eurasia,MY,2.2,102.25,other,Creoles and Pidgins,0,L
1492,mle,mdy,Maale,Africa,ET,6.0,36.9166666667,Afro-Asiatic,North Omotic,0,L
1493,mlg,mfi,Malgwa,Africa,NG,11.5,13.75,Afro-Asiatic,Biu-Mandara,0,L
1494,mli,gcc,Mali,Papunesia,PG,-4.83333333333,152.25,Baining,Baining,0,L
1495,mlk,mpb,Malakmalak,Australia,AU,-13.4166666667,130.416666667,Northern Daly,Northern Daly,0,L
1496,mll,mbe,Molala,North America,US,44.5,-122.5,Penutian,Molala,0,X
1497,mlm,mra,Mlabri (Minor),Eurasia,TH,18.5,101.0,Austro-Asiatic,Khmuic,0,L
1498,mlt,mlt,Maltese,Eurasia,MT,35.9166666667,14.4166666667,Afro-Asiatic,Semitic,0,L
1499,mlu,mgl,Maleu,Papunesia,PG,-5.71666666667,148.416666667,Austronesian,Oceanic,0,L
1500,mly,zsm,Malay,Eurasia,MY,3.0,102.0,Austronesian,Malayo-Sumbawan,0,L
1501,mma,mid,Mandaic (Modern),Eurasia,IR IQ,31.0,48.5,Afro-Asiatic,Semitic,0,L
1502,mmb,mna,Mangap-Mbula,Papunesia,PG,-5.66666666667,148.083333333,Austronesian,Oceanic,0,L
1503,mme,mhr,Mari (Meadow),Eurasia,RU,57.0,48.0,Uralic,Mari,0,L
1504,mmi,mcs,Mambai,Africa,TD,9.66666666667,14.0,Niger-Congo,Mbumic,0,L
1505,mmn,mmn,Mamanwa,Papunesia,PH,9.41666666667,125.5,Austronesian,Greater Central Philippine,0,L
1506,mmo,mdf,Mordvin (Moksha),Eurasia,RU,54.0,44.0,Uralic,Mordvin,0,L
1507,mmp,maw,Mampruli,Africa,TG GH,10.3333333333,-0.666666666667,Niger-Congo,Northern-Central Gur,0,L
1508,mms,mqj,Mamasa,Papunesia,ID,-3.08333333333,119.666666667,Austronesian,South Sulawesi,0,L
1509,mmu,zmi,Malay (Ulu Muar),Eurasia,MY,2.66666666667,102.5,Austronesian,Malayo-Sumbawan,0,L
1510,mmv,mdi,Mamvu,Africa,CD,3.25,29.0,Central Sudanic,Mangbutu-Efe,0,L
1511,mmw,mgr,Mambwe,Africa,ZM TZ,-9.08333333333,31.1666666667,Niger-Congo,Bantoid,0,L
1512,mna,mnb,Muna,Papunesia,ID,-5.0,122.5,Austronesian,Celebic,0,L
1513,mnc,mnc,Manchu,Eurasia,CN,49.5,127.5,Altaic,Tungusic,0,L
1514,mnd,cmn,Mandarin,Eurasia,CN,34.0,110.0,Sino-Tibetan,Chinese,0,L
1515,mne,nmu,Maidu (Northeast),North America,US,40.0,-120.666666667,Penutian,Maiduan,0,L
1516,mng,mqy,Manggarai,Papunesia,ID,-8.5,120.333333333,Austronesian,Central Malayo-Polynesian,0,L
1517,mni,mnz,Moni,Papunesia,ID,-3.66666666667,137.0,Trans-New Guinea,Wissel Lakes-Kemandoga,0,L
1518,mnj,mpj,Mantjiltjara,Australia,AU,-22.6666666667,125.083333333,Pama-Nyungan,Western Pama-Nyungan,0,L
1519,mnk,emk,Maninka,Africa,SL GN,10.5,-9.5,Mande,Western Mande,0,L
1520,mnm,mva,Manam,Papunesia,PG,-4.0,145.0,Austronesian,Oceanic,0,L
1521,mno,mnr,Mono (in United States),North America,US,38.0,-119.0,Uto-Aztecan,Numic,0,L
1522,mnr,mdr,Mandar,Papunesia,ID,-3.41666666667,119.083333333,Austronesian,South Sulawesi,0,L
1523,mns,mns,Mansi,Eurasia,RU,62.0,62.0,Uralic,Ugric,0,L
1524,mnt,mwv,Mentawai,Papunesia,ID,-1.5,99.0,Austronesian,Northwest Sumatra-Barrier Islands,0,L
1525,mnu,mji,Mun,Eurasia,CN,19.0,110.0,Hmong-Mien,Hmong-Mien,0,L
1526,mnv,mvn,Minaveha,Papunesia,PG,-9.6,150.466666667,Austronesian,Oceanic,0,L
1527,mnx,glv,Manx,Eurasia,GB,54.1666666667,-4.5,Indo-European,Celtic,0,L
1528,mny,zmc,Margany,Australia,AU,-27.0,144.5,Pama-Nyungan,Northern Pama-Nyungan,0,X
1529,mnz,moj,Munzombo,Africa,CG,3.0,18.4166666667,Niger-Congo,Ubangi,0,L
1530,moa,mte,Mono-Alu,Papunesia,SB,-7.05,155.75,Austronesian,Oceanic,0,L
1531,moc,moy,Moca,Africa,ET,7.58333333333,35.5,Afro-Asiatic,North Omotic,0,L
1532,moe,myv,Mordvin (Erzya),Eurasia,KZ RU,53.0,45.5,Uralic,Mordvin,0,L
1533,mof,mif,Mofu-Gudur,Africa,CM,10.5,14.0,Afro-Asiatic,Biu-Mandara,0,L
1534,mog,mhj,Moghol,Eurasia,AF,35.0,62.0,Altaic,Mongolic,0,L
1535,moh,moh,Mohawk,North America,CA US,43.5,-74.25,Iroquoian,Northern Iroquoian,0,L
1536,moj,mov,Mojave,North America,US,34.6666666667,-114.583333333,Hokan,Yuman,0,L
1537,mok,mkj,Mokilese,Papunesia,FM,6.66666666667,159.75,Austronesian,Oceanic,0,L
1538,mol,ron,Moldavian,Eurasia,MD,47.0,29.0,Indo-European,Romance,0,L
1539,mom,mso,Mombum,Papunesia,ID,-8.25,138.75,,,0,L
1540,mon,mnw,Mon,Eurasia,TH MM,14.8333333333,100.5,Austro-Asiatic,Monic,0,L
1541,moo,mos,Mooré,Africa,BF,12.8333333333,-1.25,Niger-Congo,Northern-Central Gur,0,L
1542,mop,mop,Mopan,North America,BZ,16.5833333333,-88.6666666667,Mayan,Mayan,0,L
1543,mor,mhz,Mor,Papunesia,ID,-2.95,135.75,Austronesian,South Halmahera - West New Guinea,0,L
1544,mos,cas,Mosetén,South America,BO,-14.75,-67.8333333333,Mosetenan,Mosetenan,0,L
1545,mot,siw,Motuna,Papunesia,PG,-6.61666666667,155.416666667,East Bougainville,East Bougainville,0,L
1546,mou,mgd,Moru,Africa,SS,4.75,29.75,Central Sudanic,Moru-Ma'di,0,L
1547,mov,mzp,Movima,South America,BO,-13.8333333333,-65.6666666667,,,0,L
1548,mpa,mwf,Murrinh-Patha,Australia,AU,-14.6666666667,129.666666667,Southern Daly,Murrinh-Patha,0,L
1549,mpo,mye,Mpongwe,Africa,GA,-1.25,9.5,Niger-Congo,Bantoid,0,L
1550,mpr,,Maipure,South America,VR,5.5,-67.5,Arawakan,Alto-Orinoco,0,X
1551,mpt,mpt,Mian,Papunesia,PG,-4.75,141.5,Trans-New Guinea,Ok,0,L
1552,mpu,akc,Mpur,Papunesia,ID,-0.75,133.25,West Papuan,Kebar,0,L
1553,mpy,mcg,Mapoyo,South America,VR,6.0,-67.0,Cariban,Cariban,0,L
1554,mqc,gcf,Martinique Creole,North America,MQ,14.6666666667,-61.0,other,Creoles and Pidgins,0,L
1555,mqf,mqf,Momuna,Papunesia,ID,-4.83333333333,139.25,Trans-New Guinea,Momuna,0,L
1556,mra,mec,Mara,Australia,AU,-15.0,135.166666667,Mangarrayi-Maran,Mara,0,L
1557,mrc,rnp,Marchha,Eurasia,IN,30.25,79.5833333333,Sino-Tibetan,Bodic,0,L
1558,mrd,mrz,Marind,Papunesia,ID,-7.83333333333,140.166666667,Anim,Marind,0,L
1559,mrg,mrt,Margi,Africa,NG,11.0,13.0,Afro-Asiatic,Biu-Mandara,0,L
1560,mrh,mfr,Marrithiyel,Australia,AU,-13.8333333333,130.0,Western Daly,Bringen,0,L
1561,mri,mok,Moraori,Papunesia,ID,-8.58333333333,140.666666667,,,0,L
1562,mrj,nju,Mirniny,Australia,AU,-31.0,129.0,Pama-Nyungan,Western Pama-Nyungan,0,L
1563,mrk,mtf,Murik,Papunesia,PG,-3.83333333333,144.25,Lower Sepik-Ramu,Lower Sepik,0,L
1564,mrl,mur,Murle,Africa,SS,6.5,33.5,Eastern Sudanic,Surmic,0,L
1565,mrn,mrw,Maranao,Papunesia,PH,7.83333333333,124.25,Austronesian,Greater Central Philippine,0,L
1566,mro,mor,Moro,Africa,SD,11.0,30.1666666667,Kordofanian,Heiban,0,L
1567,mrq,mqm mrq,Marquesan,Papunesia,PF,-8.91666666667,-140.083333333,Austronesian,Oceanic,0,
1568,mrr,zmt,Maringarr,Australia,AU,-14.25,130.0,Western Daly,Bringen,0,L
1569,mrs,zrs,Mairasi,Papunesia,ID,-3.5,134.0,Trans-New Guinea,Mairasi-Tanahmerah,0,L
1570,mrt,vma,Martuthunira,Australia,AU,-20.8333333333,116.5,Pama-Nyungan,Western Pama-Nyungan,0,X
1571,mru,mhx,Maru,Eurasia,MM,23.5,98.5,Sino-Tibetan,Burmese-Lolo,0,L
1572,mrw,zmu,Muruwari,Australia,AU,-28.75,147.0,Pama-Nyungan,Southeastern Pama-Nyungan,0,L
1573,msc,chb,Muisca,South America,CO,5.0,-74.0,Chibchan,Chibcha-Duit,0,
1574,mse,umu,Munsee,North America,US,41.5,-74.6666666667,Algic,Algonquian,0,L
1575,msg,mrg,Mising,Eurasia,IN,28.5,94.8333333333,Sino-Tibetan,Tani,0,L
1576,msh,mah,Marshallese,Papunesia,MH,7.11666666667,171.05,Austronesian,Oceanic,0,L
1577,msk,jle,Masakin,Africa,SD,10.6666666667,30.0,Kordofanian,Talodi,0,L
1578,msl,mls,Masalit,Africa,TD SD,13.3333333333,22.0,Maban,Maban,0,L
1579,msm,msu,Musom,Papunesia,PG,-6.58333333333,147.0,Austronesian,Oceanic,0,L
1580,msn,mbq,Maisin,Papunesia,PG,-9.5,149.166666667,Austronesian,Oceanic,0,L
1581,msq,hur,Musqueam,North America,CA,49.1666666667,-123.0,Salishan,Central Salish,0,L
1582,mss,skd,Miwok (Southern Sierra),North America,US,37.5,-120.0,Penutian,Miwok,0,L
1583,msy,mrd,Magar (Syangja),Eurasia,NP,28.0833333333,83.8333333333,Sino-Tibetan,Mahakiranti,0,L
1584,mta,sdo,Mentuh Tapuh,Papunesia,MY,1.25,111.0,Austronesian,Land Dayak,0,L
1585,mtb,mgw,Matuumbi,Africa,TZ,-8.5,39.0,Niger-Congo,Bantoid,0,L
1586,mtg,moe,Montagnais,North America,CA,52.0,-65.0,Algic,Algonquian,0,L
1587,mth,mxp,Mixe (Tlahuitoltepec),North America,MX,17.0833333333,-96.1666666667,Mixe-Zoque,Mixe-Zoque,0,L
1588,mti,mot,Barí,South America,CO VR,9.0,-73.0,Chibchan,Motilon,0,L
1589,mtk,mjk,Matukar,Papunesia,PG,-4.91666666667,145.75,Austronesian,Oceanic,0,L
1590,mtl,mvb,Mattole,North America,US,40.1666666667,-124.166666667,Na-Dene,Athapaskan,0,L
1591,mto,kmj,Malto,Eurasia,IN,25.0,87.3333333333,Dravidian,Northern Dravidian,0,L
1592,mtp,mto,Mixe (Totontepec),North America,MX,17.25,-96.0,Mixe-Zoque,Mixe-Zoque,0,L
1593,mts,mpq,Matis,South America,BR,-4.41666666667,-70.25,Panoan,Panoan,0,L
1594,mtt,wam,Massachusett,North America,US,42.5,-71.0,Algic,Algonquian,0,L
1595,mtu,meu,Motu,Papunesia,PG,-9.33333333333,147.0,Austronesian,Oceanic,0,L
1596,mua,mgh xsq,Makua,Africa,MZ,-15.0,38.6666666667,Niger-Congo,Bantoid,0,
1597,mud,mnf,Mundani,Africa,CM,5.66666666667,9.91666666667,Niger-Congo,Bantoid,0,L
1598,mug,mlp,Bargam,Papunesia,PG,-4.88333333333,145.75,Trans-New Guinea,Madang,0,L
1599,muh,sgw,Muher,Africa,ET,8.16666666667,38.1666666667,Afro-Asiatic,Semitic,0,L
1600,mui,bmr,Muinane,South America,CO,-1.0,-72.5,Huitotoan,Boran,0,L
1601,mul,mlm,Mulao,Eurasia,CN,25.0,108.0,Tai-Kadai,Kam-Tai,0,L
1602,mum,mzm,Mumuye,Africa,NG,9.0,11.6666666667,Niger-Congo,Mumuye-Yandang,0,L
1603,mun,unr,Mundari,Eurasia,IN,23.0,84.6666666667,Austro-Asiatic,Munda,0,L
