ISO_codes,Name_x,status,cantidad de hablantes,country,IDH,coordinates,Population,Unnamed: 0,Name_y,Macroarea,Latitude,Longitude,ISO639P3code,Family,Subfamily,Genus,GenusIcon,Country_ID,100A,101A,102A,103A,104A,105A,106A,107A,108A,108B,109A,109B,10A,10B,110A,111A,112A,113A,114A,115A,116A,117A,118A,119A,11A,120A,121A,122A,123A,124A,125A,126A,127A,128A,129A,12A,130A,130B,131A,132A,133A,134A,135A,136A,136B,137A,137B,138A,139A,13A,140A,141A,142A,143A,143B,143C,143D,143E,143F,143G,144A,144B,144C,144D,144E,144F,144G,144H,144I,144J,144K,144L,144M,144N,144O,144P,144Q,144R,144S,144T,144U,144V,144W,144X,144Y,14A,15A,16A,17A,18A,19A,1A,20A,21A,21B,22A,23A,24A,25A,25B,26A,27A,28A,29A,2A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,39B,3A,40A,41A,42A,43A,44A,45A,46A,47A,48A,49A,4A,50A,51A,52A,53A,54A,55A,56A,57A,58A,58B,59A,5A,60A,61A,62A,63A,64A,65A,66A,67A,68A,69A,6A,70A,71A,72A,73A,74A,75A,76A,77A,78A,79A,79B,7A,80A,81A,81B,82A,83A,84A,85A,86A,87A,88A,89A,8A,90A,90B,90C,90D,90E,90F,90G,91A,92A,93A,94A,95A,96A,97A,98A,99A,9A
bam,Bambara,0,2700000,Mali,0.42700000000000005,Point(-4.0 17.0),18541980,bam,Bambara,Africa,12.5,-7.5,bam,Mande,,Western Mande,f009900,ML,1.0,,1.0,1.0,1.0,,2.0,2.0,,,,,,,,2.0,,3.0,3.0,,1.0,1.0,3.0,1.0,1.0,1.0,,2.0,2.0,,,,,,1.0,1.0,2.0,,1.0,,,,,,,,,3.0,,2.0,,,1.0,1.0,,,,1.0,4.0,4.0,6.0,2.0,,,,,,,,,,2.0,,,,4.0,1.0,8.0,11.0,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,2.0,,1.0,1.0,3.0,,,,2.0,,4.0,1.0,1.0,,3.0,,3.0,1.0,,,,6.0,1.0,2.0,,2.0,1.0,4.0,1.0,,3.0,6.0,,,,,,,,2.0,,,4.0,1.0,,,,,,2.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,,,,,1.0,,1.0,,1.0,1.0,5.0,1.0,1.0,2.0,6.0,2.0,2.0,4.0,,,,1.0,,,,2.0,,,1.0,5.0,2.0,1.0,1.0,1.0
bam,Bambara,0,2700000,Ivory Coast,0.49200000000000005,Point(-6.0 8.0),24294750,bam,Bambara,Africa,12.5,-7.5,bam,Mande,,Western Mande,f009900,ML,1.0,,1.0,1.0,1.0,,2.0,2.0,,,,,,,,2.0,,3.0,3.0,,1.0,1.0,3.0,1.0,1.0,1.0,,2.0,2.0,,,,,,1.0,1.0,2.0,,1.0,,,,,,,,,3.0,,2.0,,,1.0,1.0,,,,1.0,4.0,4.0,6.0,2.0,,,,,,,,,,2.0,,,,4.0,1.0,8.0,11.0,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,2.0,,1.0,1.0,3.0,,,,2.0,,4.0,1.0,1.0,,3.0,,3.0,1.0,,,,6.0,1.0,2.0,,2.0,1.0,4.0,1.0,,3.0,6.0,,,,,,,,2.0,,,4.0,1.0,,,,,,2.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,,,,,1.0,,1.0,,1.0,1.0,5.0,1.0,1.0,2.0,6.0,2.0,2.0,4.0,,,,1.0,,,,2.0,,,1.0,5.0,2.0,1.0,1.0,1.0
bcl,Central Bikol,0,2500000,Philippines,0.6990000000000001,Point(123.0 12.0),100981437,bkl,Bikol,Papunesia,13.333333333299999,123.5,bcl,Austronesian,,Greater Central Philippine,cffffcc,PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,6.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,9.0,1.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,2.0,2.0,,2.0,3.0,3.0,,,,,,,,,,,2.0,,2.0,1.0,4.0,,5.0,,,
war,Waray,0,3100000,Philippines,0.6990000000000001,Point(123.0 12.0),100981437,wwy,Waray-Waray,Papunesia,12.0,125.0,war,Austronesian,,Greater Central Philippine,cffffcc,PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fon,Fon,0,1935500,Togo,0.503,Point(1.183333 8.25),7797694,fon,Fongbe,Africa,6.416666666669999,2.16666666667,fon,Niger-Congo,,Kwa,d009900,BJ,,,,,,2.0,,,,,,,,,,,4.0,,,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,2.0,3.0,,2.0,,,,4.0,1.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,6.0,,,,1.0,,,,,,,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,,2.0,,,,,5.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,,4.0,2.0,2.0,2.0,2.0,,1.0,,1.0,,,,,,,,,5.0,4.0,4.0,,,
fon,Fon,0,1935500,Benin,0.515,Point(2.183333333 8.833333333),11175692,fon,Fongbe,Africa,6.416666666669999,2.16666666667,fon,Niger-Congo,,Kwa,d009900,BJ,,,,,,2.0,,,,,,,,,,,4.0,,,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,2.0,3.0,,2.0,,,,4.0,1.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,6.0,,,,1.0,,,,,,,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,,2.0,,,,,5.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,,4.0,2.0,2.0,2.0,2.0,,1.0,,1.0,,,,,,,,,5.0,4.0,4.0,,,
bem,Bemba,0,3600000,Zambia,0.588,Point(28.0 -14.0),17094130,bem,Bemba,Africa,-10.0,28.25,bem,Niger-Congo,Benue-Congo,Bantoid,d0000dd,CD,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,2.0,6.0,2.0,,,,,,,,,,5.0,2.0,,,,,,,
bem,Bemba,0,3600000,Democratic Republic of the Congo,0.457,Point(23.656 -2.88),86790567,bem,Bemba,Africa,-10.0,28.25,bem,Niger-Congo,Benue-Congo,Bantoid,d0000dd,CD,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,2.0,6.0,2.0,,,,,,,,,,5.0,2.0,,,,,,,
wol,Wolof,0,3700000,The Gambia,0.46,Point(-15.5 13.5),2100568,wlf,Wolof,Africa,15.25,-16.0,wol,Niger-Congo,Atlantic,Wolof,faaaaaa,GM SN,,4.0,,,,2.0,,,,,3.0,3.0,2.0,,,,4.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,,1.0,,,,,,3.0,,,,,,,,,,,,3.0,,1.0,,,,8.0,,,,1.0,2.0,4.0,16.0,3.0,,13.0,7.0,,,4.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,,,,,,,,,1.0,2.0,,,3.0,,,,6.0,,4.0,,1.0,1.0,,,3.0,,,,,,,,1.0,,,2.0,,9.0,,6.0,,,,2.0,,,,2.0,,,,2.0,2.0,2.0,1.0,2.0,3.0,5.0,1.0,1.0,2.0,1.0,,2.0,1.0,2.0,,,,,1.0,,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,1.0,,,,,2.0,1.0,1.0,1.0,4.0,4.0,4.0,,,
wol,Wolof,0,3700000,Mauritania,0.52,Point(-11.0 21.0),4420184,wlf,Wolof,Africa,15.25,-16.0,wol,Niger-Congo,Atlantic,Wolof,faaaaaa,GM SN,,4.0,,,,2.0,,,,,3.0,3.0,2.0,,,,4.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,,1.0,,,,,,3.0,,,,,,,,,,,,3.0,,1.0,,,,8.0,,,,1.0,2.0,4.0,16.0,3.0,,13.0,7.0,,,4.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,,,,,,,,,1.0,2.0,,,3.0,,,,6.0,,4.0,,1.0,1.0,,,3.0,,,,,,,,1.0,,,2.0,,9.0,,6.0,,,,2.0,,,,2.0,,,,2.0,2.0,2.0,1.0,2.0,3.0,5.0,1.0,1.0,2.0,1.0,,2.0,1.0,2.0,,,,,1.0,,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,1.0,,,,,2.0,1.0,1.0,1.0,4.0,4.0,4.0,,,
wol,Wolof,0,3700000,Senegal,0.505,Point(-14.283333 14.366667),15850567,wlf,Wolof,Africa,15.25,-16.0,wol,Niger-Congo,Atlantic,Wolof,faaaaaa,GM SN,,4.0,,,,2.0,,,,,3.0,3.0,2.0,,,,4.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,,1.0,,,,,,3.0,,,,,,,,,,,,3.0,,1.0,,,,8.0,,,,1.0,2.0,4.0,16.0,3.0,,13.0,7.0,,,4.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,,,,,,,,,1.0,2.0,,,3.0,,,,6.0,,4.0,,1.0,1.0,,,3.0,,,,,,,,1.0,,,2.0,,9.0,,6.0,,,,2.0,,,,2.0,,,,2.0,2.0,2.0,1.0,2.0,3.0,5.0,1.0,1.0,2.0,1.0,,2.0,1.0,2.0,,,,,1.0,,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,1.0,,,,,2.0,1.0,1.0,1.0,4.0,4.0,4.0,,,
nyn,Runyankole,0,2300000,Uganda,0.516,Point(32.39 1.28),42862958,rny,Runyankore,Africa,-0.5,30.5,nyn,Niger-Congo,Benue-Congo,Bantoid,d0000dd,UG,,2.0,,,,,,,,,,,,,,,1.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,,5.0,,,,4.0,2.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,,1.0,,1.0,,,,,,6.0,2.0,1.0,4.0,4.0,4.0,,,
lij,Ligurian,0,2000000,Italy,0.873,Point(12.5 42.5),60317000,itg,Italian (Genoa),Eurasia,44.4166666667,8.95,lij,Indo-European,,Romance,cffcc00,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lij,Ligurian,0,2000000,France,0.888,Point(2.0 47.0),66628000,itg,Italian (Genoa),Eurasia,44.4166666667,8.95,lij,Indo-European,,Romance,cffcc00,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quc,K’iche’,0,2000000,Mexico,0.7559999999999999,Point(-102.0 23.0),124777324,qch,Quiché,North America,15.0,-91.4166666667,quc,Mayan,,Mayan,tff6600,GT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quc,K’iche’,0,2000000,Guatemala,0.627,Point(-90.25 15.5),17263239,qch,Quiché,North America,15.0,-91.4166666667,quc,Mayan,,Mayan,tff6600,GT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kam,Kamba,0,3893000,Kenya,0.5479999999999999,Point(38.0 0.1),48468138,kba,Kamba,Africa,-1.5,38.0,kam,Niger-Congo,Benue-Congo,Bantoid,d0000dd,KE,,2.0,,,,,,,,,,,,,,,1.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,,5.0,,,,4.0,2.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,,,2.0,2.0,2.0,,,,,,,,,,,6.0,2.0,,,,4.0,,,
luo,Dholuo,0,3000000,Kenya,0.5479999999999999,Point(38.0 0.1),48468138,luo,Luo,Africa,-0.5,34.75,luo,Eastern Sudanic,,Nilotic,sffcc00,KE TZ,,2.0,,,,,,,,,,,,,,,2.0,,,,6.0,,3.0,1.0,1.0,2.0,,4.0,3.0,,,,,,2.0,2.0,,,,,,,,,,,,1.0,,2.0,,,,1.0,,,,1.0,4.0,4.0,16.0,,,13.0,2.0,,,1.0,1.0,7.0,4.0,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,,,,,,,,,4.0,2.0,,,3.0,,,,2.0,,,,1.0,1.0,,,3.0,,3.0,2.0,,,,,,,,2.0,,9.0,2.0,5.0,2.0,1.0,,2.0,,,,2.0,,,,,,,,,,1.0,1.0,1.0,4.0,4.0,2.0,,,,,,,,1.0,,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,,,,,,6.0,2.0,,4.0,4.0,4.0,,,
luo,Dholuo,0,3000000,Tanzania,0.5379999999999999,Point(34.854 -6.307),57310019,luo,Luo,Africa,-0.5,34.75,luo,Eastern Sudanic,,Nilotic,sffcc00,KE TZ,,2.0,,,,,,,,,,,,,,,2.0,,,,6.0,,3.0,1.0,1.0,2.0,,4.0,3.0,,,,,,2.0,2.0,,,,,,,,,,,,1.0,,2.0,,,,1.0,,,,1.0,4.0,4.0,16.0,,,13.0,2.0,,,1.0,1.0,7.0,4.0,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,,,,,,,,,4.0,2.0,,,3.0,,,,2.0,,,,1.0,1.0,,,3.0,,3.0,2.0,,,,,,,,2.0,,9.0,2.0,5.0,2.0,1.0,,2.0,,,,2.0,,,,,,,,,,1.0,1.0,1.0,4.0,4.0,2.0,,,,,,,,1.0,,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,,,,,,6.0,2.0,,4.0,4.0,4.0,,,
bci,Baoulé,0,2100000,Ghana,0.5920000000000001,Point(-0.5 8.0),26908262,ble,Baule,Africa,7.0,-5.0,bci,Niger-Congo,,Kwa,d009900,CI,,4.0,,,,,,,,,,,1.0,2.0,,,6.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,5.0,,,4.0,4.0,1.0,18.0,4.0,,14.0,,10.0,,4.0,8.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,,1.0,,2.0,2.0,2.0,,,,,,,,,,6.0,2.0,,3.0,,4.0,,,
bci,Baoulé,0,2100000,Ivory Coast,0.49200000000000005,Point(-6.0 8.0),24294750,ble,Baule,Africa,7.0,-5.0,bci,Niger-Congo,,Kwa,d009900,CI,,4.0,,,,,,,,,,,1.0,2.0,,,6.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,5.0,,,4.0,4.0,1.0,18.0,4.0,,14.0,,10.0,,4.0,8.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,,1.0,,2.0,2.0,2.0,,,,,,,,,,6.0,2.0,,3.0,,4.0,,,
pcc,Bouyei,0,2000000,People's Republic of China,0.752,Point(103.451944444 35.844722222),1409517397,yay,Yay,Eurasia,22.4166666667,104.75,pcc,Tai-Kadai,,Kam-Tai,sff66ff,VN,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,4.0,,,,,,,,,,5.0,1.0,,,,,,,,,,,,1.0,,2.0,,1.0,2.0,,,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,1.0,,,4.0,,,
pcc,Bouyei,0,2000000,People's Republic of China,0.752,Point(103.451944444 35.844722222),1443497378,yay,Yay,Eurasia,22.4166666667,104.75,pcc,Tai-Kadai,,Kam-Tai,sff66ff,VN,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,4.0,,,,,,,,,,5.0,1.0,,,,,,,,,,,,1.0,,2.0,,1.0,2.0,,,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,1.0,,,4.0,,,
pcc,Bouyei,0,2000000,Vietnam,0.6940000000000001,Point(108.0 16.0),94660000,yay,Yay,Eurasia,22.4166666667,104.75,pcc,Tai-Kadai,,Kam-Tai,sff66ff,VN,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,4.0,,,,,,,,,,5.0,1.0,,,,,,,,,,,,1.0,,2.0,,1.0,2.0,,,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,1.0,,,4.0,,,
bzs,Brazilian Sign Language,0,3000000,Brazil,0.754,Point(-53.0 -14.0),210147125,lsb,Língua de Sinais Brasileira,South America,-15.0,-48.0,bzs,other,,Sign Languages,t99ffff,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
khk,Khalkha Mongolian,0,2704030,Russia,0.816,Point(94.25 66.416666666),146804372,kha,Khalkha,Eurasia,47.0,105.0,khk,Altaic,,Mongolic,d009900,MN,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,8.0,5.0,2.0,,,2.0,1.0,3.0,1.0,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,,3.0,3.0,,,1.0,,2.0,,1.0,,,,,2.0,2.0,1.0,1.0,1.0,,1.0,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,6.0,,,,4.0,4.0,8.0,2.0,,,,,,,1.0,5.0,2.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,6.0,4.0,8.0,1.0,5.0,5.0,3.0,,2.0,1.0,2.0,3.0,2.0,6.0,2.0,,1.0,2.0,7.0,4.0,2.0,1.0,2.0,5.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,6.0,2.0,2.0,1.0,,2.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,6.0,4.0,5.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0
khk,Khalkha Mongolian,0,2704030,Mongolia,0.741,Point(104.0 47.0),3075647,kha,Khalkha,Eurasia,47.0,105.0,khk,Altaic,,Mongolic,d009900,MN,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,8.0,5.0,2.0,,,2.0,1.0,3.0,1.0,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,,3.0,3.0,,,1.0,,2.0,,1.0,,,,,2.0,2.0,1.0,1.0,1.0,,1.0,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,6.0,,,,4.0,4.0,8.0,2.0,,,,,,,1.0,5.0,2.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,6.0,4.0,8.0,1.0,5.0,5.0,3.0,,2.0,1.0,2.0,3.0,2.0,6.0,2.0,,1.0,2.0,7.0,4.0,2.0,1.0,2.0,5.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,6.0,2.0,2.0,1.0,,2.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,6.0,4.0,5.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0
tso,Tsonga,0,3400000,South Africa,0.6990000000000001,Point(24.0 -29.0),59622350,tsn,Tsonga,Africa,-24.0,32.0,tso,Niger-Congo,Benue-Congo,Bantoid,d0000dd,MZ ZA,,4.0,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,,,,,,,
tso,Tsonga,0,3400000,Zimbabwe,0.535,Point(30.0 -19.0),16529904,tsn,Tsonga,Africa,-24.0,32.0,tso,Niger-Congo,Benue-Congo,Bantoid,d0000dd,MZ ZA,,4.0,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,,,,,,,
tso,Tsonga,0,3400000,Mozambique,0.43700000000000006,Point(35.0 -19.0),29668834,tsn,Tsonga,Africa,-24.0,32.0,tso,Niger-Congo,Benue-Congo,Bantoid,d0000dd,MZ ZA,,4.0,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,,,,,,,
tso,Tsonga,0,3400000,Eswatini,0.588,Point(31.433333 -26.483333),1124753,tsn,Tsonga,Africa,-24.0,32.0,tso,Niger-Congo,Benue-Congo,Bantoid,d0000dd,MZ ZA,,4.0,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,,,,,,,
tso,Tsonga,0,4009000,South Africa,0.6990000000000001,Point(24.0 -29.0),59622350,tsn,Tsonga,Africa,-24.0,32.0,tso,Niger-Congo,Benue-Congo,Bantoid,d0000dd,MZ ZA,,4.0,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,,,,,,,
tso,Tsonga,0,4009000,Zimbabwe,0.535,Point(30.0 -19.0),16529904,tsn,Tsonga,Africa,-24.0,32.0,tso,Niger-Congo,Benue-Congo,Bantoid,d0000dd,MZ ZA,,4.0,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,,,,,,,
