ID,Name,Macroarea,Latitude,Longitude,ISO639P3code,Family,Subfamily,ISO_codes,Country_ID,100A,101A,102A,103A,104A,105A,106A,107A,108A,108B,109A,109B,10A,10B,110A,111A,112A,113A,114A,115A,116A,117A,118A,119A,11A,120A,121A,122A,123A,124A,125A,126A,127A,128A,129A,12A,130A,130B,131A,132A,133A,134A,135A,136A,136B,137A,137B,138A,139A,13A,140A,141A,142A,143A,143B,143C,143D,143E,143F,143G,144A,144B,144C,144D,144E,144F,144G,144H,144I,144J,144K,144L,144M,144N,144O,144P,144Q,144R,144S,144T,144U,144V,144W,144X,144Y,14A,15A,16A,17A,18A,19A,1A,20A,21A,21B,22A,23A,24A,25A,25B,26A,27A,28A,29A,2A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,39B,3A,40A,41A,42A,43A,44A,45A,46A,47A,48A,49A,4A,50A,51A,52A,53A,54A,55A,56A,57A,58A,58B,59A,5A,60A,61A,62A,63A,64A,65A,66A,67A,68A,69A,6A,70A,71A,72A,73A,74A,75A,76A,77A,78A,79A,79B,7A,80A,81A,81B,82A,83A,84A,85A,86A,87A,88A,89A,8A,90A,90B,90C,90D,90E,90F,90G,91A,92A,93A,94A,95A,96A,97A,98A,99A,9A,Lexifier,Num_Speakers,Abandono,Pidgin/Creole
baj,Bajau (Sama),Papunesia,-4.33333333333,123.0,bdl,Austronesian,,bdl,ID,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,,,,,,,,,,1.0,,,2.0,,,,,,,,2.0,,,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,2.0,,,,,,,,,,1.0,,7.0,,3.0,2.0,,2.0,2.0,2.0,2.0,,2.0,1.0,,1.0,,,,,,,,1.0,4.0,4.0,4.0,,,,,,,0.0
bak,Baka (in Cameroon),Africa,2.58333333333,13.5833333333,bkc,Niger-Congo,Adamawa-Ubangi,bkc,CM,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,4.0,1.0,4.0,4.0,6.0,,4.0,,,,4.0,8.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,4.0,,,1.0,,,,,,2.0,2.0,,,,2.0,,,,,,,1.0,6.0,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,1.0,4.0,,3.0,,,,,,,0.0
bal,Balinese,Papunesia,-8.33333333333,115.25,ban,Austronesian,,ban,ID,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,8.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,4.0,5.0,,,,,,,,,,,,,,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
bam,Bambara,Africa,12.5,-7.5,bam,Mande,,bam,ML,1.0,,1.0,1.0,1.0,,2.0,2.0,,,,,,,,2.0,,3.0,3.0,,1.0,1.0,3.0,1.0,1.0,1.0,,2.0,2.0,,,,,,1.0,1.0,2.0,,1.0,,,,,,,,,3.0,,2.0,,,1.0,1.0,,,,1.0,4.0,4.0,6.0,2.0,,,,,,,,,,2.0,,,,4.0,1.0,8.0,11.0,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,2.0,,1.0,1.0,3.0,,,,2.0,,4.0,1.0,1.0,,3.0,,3.0,1.0,,,,6.0,1.0,2.0,,2.0,1.0,4.0,1.0,,3.0,6.0,,,,,,,,2.0,,,4.0,1.0,,,,,,2.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,,,,,1.0,,1.0,,1.0,1.0,5.0,1.0,1.0,2.0,6.0,2.0,2.0,4.0,,,,1.0,,,,2.0,,,1.0,5.0,2.0,1.0,1.0,1.0,,,,0.0
ban,Bana,Africa,10.4166666667,13.5833333333,bcw,Afro-Asiatic,Chadic,bcw,CM,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
bao,Bao'an,Eurasia,35.75,102.833333333333,peh,Altaic,,peh,CN,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,21.0,,,,,,,,,,,14.0,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,6.0,,,,,,,,,,,,,,1.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,6.0,,,1.0,,,,,1.0,,,,0.0
baq,Baure,South America,-13.0833333333,-64.1666666667,brg,Arawakan,,brg,BO,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,12.0,3.0,,,,,,,,,,,,,,,,,,4.0,,1.0,6.0,4.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,4.0,,,,,4.0,,2.0,2.0,,,2.0,2.0,1.0,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,4.0,4.0,,,,,,,0.0
bar,Bari,Africa,5.0,31.6666666667,bfa,Eastern Sudanic,,bfa,SS,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,2.0,,,,1.0,4.0,3.0,1.0,,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,2.0,3.0,,2.0,,,,4.0,1.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,2.0,,,,5.0,5.0,,,,,,,,6.0,,,,2.0,,,,9.0,1.0,,,,,,,,,,,,,2.0,,2.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,,2.0,2.0,2.0,1.0,2.0,,1.0,,1.0,,,,,,,2.0,1.0,4.0,4.0,4.0,,,,,,,0.0
bas,Basaá,Africa,3.91666666667,10.5,bas,Niger-Congo,Benue-Congo,bas,CM,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,4.0,1.0,4.0,21.0,,,12.0,,,,4.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,4.0,,4.0,,,,,,,0.0
bat,Batak,Papunesia,10.25,119.083333333,bya,Austronesian,,bya,PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
bau,Bau,Papunesia,-5.25,145.616666667,bbd,Trans-New Guinea,,bbd,PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
baw,Bawm,Eurasia,22.5,92.25,bgr,Sino-Tibetan,Tibeto-Burman,bgr,BD IN MM,2.0,4.0,5.0,2.0,2.0,4.0,,2.0,,,,,,,,4.0,4.0,3.0,3.0,1.0,1.0,,,,1.0,,,4.0,,1.0,3.0,3.0,,,,2.0,,,1.0,,,,,,,,,,,2.0,,,,2.0,,,,4.0,1.0,4.0,8.0,4.0,,,,,,,,,,4.0,,,,4.0,4.0,8.0,1.0,,,,,,,7.0,8.0,1.0,,1.0,1.0,3.0,,,,,,,,,1.0,,4.0,3.0,2.0,1.0,1.0,1.0,7.0,4.0,5.0,,5.0,5.0,3.0,,4.0,1.0,,,1.0,6.0,,1.0,,2.0,4.0,4.0,2.0,9.0,,,,,,4.0,,,,4.0,,,,,1.0,,,,,5.0,1.0,5.0,2.0,2.0,2.0,2.0,,2.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,7.0,3.0,,2.0,,,,2.0,2.0,2.0,2.0,1.0,5.0,2.0,4.0,4.0,1.0,,,,0.0
bbf,Bobo Madaré (Northern),Africa,12.4166666666667,-4.3333333333333,bbo,Mande,,bbo,BF,,,,,,,,,,,,,,,,,6.0,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,3.0,,,,14.0,1.0,,,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,,,,,,,,,,,,,3.0,,,,8.0,,,,1.0,,,,3.0,,,,,,,,,,,4.0,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,2.0,6.0,,2.0,,,,,,,,,2.0,,,,,,,,,,,,0.0
bbl,Babole,Africa,1.08333333333,17.25,bvx,Niger-Congo,Benue-Congo,bvx,CG,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,,5.0,,,,4.0,2.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,3.0,,,,,,,,,,,,2.0,,1.0,2.0,,2.0,,2.0,,2.0,,1.0,,1.0,,,,,,,2.0,,4.0,4.0,4.0,,,,,,,0.0
bbm,Bambam,Papunesia,-3.08333333333,119.083333333,ptu,Austronesian,,ptu,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,8.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
bbu,Barambu,Africa,3.5,27.0,brm,Niger-Congo,Adamawa-Ubangi,brm,CD,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,5.0,,2.0,1.0,4.0,19.0,6.0,13.0,,,,,,,,,,,,,,,,,23.0,12.0,4.0,6.0,3.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,1.0,,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,7.0,3.0,3.0,2.0,,2.0,2.0,1.0,2.0,2.0,,1.0,,1.0,,,,,,,,,4.0,4.0,3.0,,,,,,,0.0
bbw,Bininj Gun-Wok,Australia,-12.5,133.75,gup,Gunwinyguan,Gunwinyguan,gup,AU,,2.0,,,,3.0,,,,,,,,,,,2.0,,,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,21.0,,,,,,,,,,,18.0,,,,,,,,,,,,,,2.0,8.0,1.0,5.0,,,,1.0,5.0,1.0,,1.0,2.0,5.0,2.0,5.0,,,,,4.0,2.0,2.0,1.0,2.0,,,2.0,2.0,,,,,,,,,,4.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,4.0,,1.0,,,,,,,,,,,,,7.0,,1.0,1.0,5.0,4.0,1.0,3.0,6.0,3.0,,,,,,,,,2.0,1.0,1.0,1.0,5.0,,5.0,,,,,,,0.0
bca,Bandjalang (Casino),Australia,-28.9166666667,153.0,bdy,Pama-Nyungan,,bdy,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
bch,Berber (Chaouia),Africa,35.0,7.0,shy,Afro-Asiatic,,shy,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,16.0,3.0,,13.0,10.0,,,4.0,1.0,7.0,4.0,,,,,,,,,14.0,,1.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3.0,3.0,2.0,,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,4.0,,,,,,,0.0
bco,Bella Coola,North America,52.5,-126.666666667,blc,Salishan,,blc,CA,,2.0,,,,3.0,,,,,,,,,,,,3.0,3.0,,2.0,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,4.0,4.0,9.0,3.0,,,,,,,,,,,,,,,,,,1.0,,1.0,6.0,4.0,,,,,,1.0,1.0,4.0,,,,,,,,,2.0,1.0,,,1.0,,,,1.0,,,,1.0,4.0,,,5.0,,,,,,,,,,,1.0,,9.0,,,,,,2.0,,,,1.0,,,,,,,,,,2.0,4.0,,,,,,,,2.0,2.0,,,2.0,,3.0,,2.0,2.0,,2.0,2.0,1.0,2.0,,2.0,1.0,,1.0,,,,,,6.0,,,4.0,4.0,3.0,,,,,,,0.0
bdc,Berbice Dutch Creole,South America,5.33333333333,-58.0,brc,other,,brc,GY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
bdg,Badaga,Eurasia,11.6666666667,76.75,bfq,Dravidian,,bfq,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
bdk,Budukh,Eurasia,41.1666666667,48.4166666667,bdk,Nakh-Daghestanian,Daghestanian,bdk,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,0.0
bdm,Badimaya,Australia,-27.6666666667,118.0,bia,Pama-Nyungan,,bia,AU,,,,,,1.0,,,,,,,,,,,2.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,21.0,,,,,,,,,,,14.0,,,,,,,11.0,,,,,,,2.0,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,6.0,,1.0,2.0,1.0,3.0,,,,,,,,,,6.0,1.0,,,,2.0,,,,,,,0.0
bdu,Budu,Africa,2.0,28.0,buu,Niger-Congo,Benue-Congo,buu,CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,1.0,,,,1.0,4.0,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,1.0,4.0,,4.0,,,,,,,0.0
bdw,Baham,Papunesia,-3.16666666667,132.666666667,bdw,West Bomberai,,bdw,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,2.0,2.0,,,,,,,,,,2.0,,,,,,2.0,,,,,,,0.0
beb,Benabena,Papunesia,-6.16666666667,145.5,bef,Trans-New Guinea,,bef,PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
bec,Bengali (Chittagong),Eurasia,22.3333333333,91.8333333333,ctg,Indo-European,,ctg,BD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
bee,Beembe,Africa,-3.91666666667,14.0833333333,beq,Niger-Congo,Benue-Congo,beq,CG,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.0
beg,Begak-Ida'an,Papunesia,5.25,118.833333333,dbj,Austronesian,,dbj,MY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
bej,Beja,Africa,18.0,36.0,bej,Afro-Asiatic,Cushitic,bej,ER SD,2.0,2.0,5.0,2.0,2.0,,,1.0,3.0,4.0,,,,,,2.0,1.0,3.0,5.0,,2.0,2.0,3.0,2.0,1.0,1.0,,,,,,,,,,3.0,,,,,,,,1.0,1.0,1.0,1.0,,,2.0,,,1.0,3.0,,,,2.0,4.0,4.0,20.0,,,,,,,,,,,5.0,,,,4.0,4.0,2.0,11.0,,,,,,,1.0,4.0,1.0,,1.0,1.0,3.0,6.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,,4.0,,3.0,,3.0,,3.0,3.0,,,,1.0,,,,2.0,2.0,2.0,6.0,1.0,,,,,,2.0,2.0,1.0,1.0,3.0,,,,1.0,,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,,,2.0,3.0,,2.0,4.0,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,3.0,5.0,,2.0,1.0,,1.0,,,,,,6.0,2.0,4.0,1.0,2.0,5.0,,,3.0,,,,0.0
bel,Belhare,Eurasia,26.9666666667,87.3,byw,Sino-Tibetan,Tibeto-Burman,byw,NP,,2.0,,,,3.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,3.0,15.0,,8.0,,2.0,2.0,4.0,19.0,,,,,,,,,,,17.0,,,21.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,,,,,,,,,5.0,,1.0,,,,,,,2.0,,,,,,,,,,,1.0,,,,3.0,3.0,1.0,1.0,1.0,1.0,,6.0,4.0,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,1.0,,2.0,1.0,,6.0,,,,,2.0,,,,1.0,1.0,,,,,,,0.0
bem,Bemba,Africa,-10.0,28.25,bem,Niger-Congo,Benue-Congo,bem,CD,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,2.0,6.0,2.0,,,,,,,,,,5.0,2.0,,,,,,,,,,,0.0
ben,Bengali,Eurasia,24.0,90.0,ben,Indo-European,,ben,BD IN,,,,,,,,,,,,,,,,,2.0,,,,,2.0,2.0,2.0,1.0,2.0,,,,1.0,,,,,,3.0,,,,,,,,,,,,1.0,,1.0,,,1.0,2.0,,,,4.0,1.0,4.0,8.0,4.0,,,,,,,,,,4.0,,,,4.0,4.0,8.0,1.0,,,,,,,2.0,8.0,1.0,5.0,1.0,1.0,4.0,,,,,,,,,,,,,3.0,,,,,,,2.0,,,,,3.0,,,,,,,,1.0,,,2.0,,1.0,,6.0,2.0,3.0,,,,,,2.0,,,,,,2.0,1.0,1.0,3.0,,1.0,,,,,,,,,,3.0,5.0,1.0,1.0,1.0,,1.0,1.0,3.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.0
beo,Beothuk,North America,48.0,-57.0,bue,,,bue,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
ber,Berta,Africa,10.3333333333,34.6666666667,wti,,,wti,ET SD,2.0,,5.0,2.0,2.0,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,3.0,,,,2.0,4.0,4.0,20.0,,,5.0,,,,4.0,2.0,7.0,4.0,,,,,,,,,,,,,,,,,,,1.0,5.0,3.0,,,,,,,,,3.0,,,,2.0,,,,6.0,,,,,,,,4.0,,,,,6.0,,,,3.0,,1.0,,,,,,,,2.0,,,,1.0,,,,,,,,,,2.0,1.0,1.0,4.0,4.0,,,,,,,,,2.0,,2.0,,1.0,2.0,,,,2.0,4.0,2.0,2.0,1.0,,1.0,,,,,,2.0,,,,4.0,4.0,,,,,,,0.0
bet,Bété,Africa,6.25,-6.25,bev,Niger-Congo,,bev,CI,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,1.0,1.0,3.0,2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,4.0,,,,,,,,,,,,2.0,,,7.0,,,,,,,,1.0,,,,,,1.0,,,,,,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.0
bez,Bezhta,Eurasia,42.0833333333,46.1666666667,kap,Nakh-Daghestanian,Daghestanian,kap,RU,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,0.0
bfd,Biafada,Africa,11.4166666667,-15.1666666667,bif,Niger-Congo,Atlantic,bif,GW,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
bfg,Berber (Figuig),,32.5,-1.5,,Afro-Asiatic,,,MA,,2.0,,,,1.0,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,9.0,3.0,,,,,,,,,,,,,,,,,,1.0,,1.0,6.0,4.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,6.0,,,,5.0,5.0,,,,,2.0,2.0,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,4.0,,1.0,1.0,,,,,,,,,,,,3.0,,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,1.0,1.0,4.0,4.0,4.0,,,,,,,0.0
bfi,Bafia,Africa,5.0,11.1666666667,ksf,Niger-Congo,Benue-Congo,ksf,CM,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,,1.0,,1.0,,,,,2.0,,2.0,,,5.0,,,,,,,,0.0
