languageLabel,ISO,countryLabel,countryISO,Ethnologe_statusLabel,number_of_speaker,coordinates,HDI,population,country_coordinates
Korubo,xor,Brazil,BRA,8b Nearly Extinct,,,0.754,210147125,Point(-53.0 -14.0)
Kowaki,xow,Papua New Guinea,PNG,8b Nearly Extinct,,,0.555,8935000,Point(147.0 -6.3)
Liberia Kpelle,xpe,Liberia,LBR,5 Developing,,Point(-10.0 7.0),0.435,4731906,Point(-9.75 6.533333)
Pictish,xpi,United Kingdom,GBR,,0,,0.922,66022273,Point(-2.0 54.6)
Mpalitjanh,xpj,Australia,AUS,10 Extinct,,,0.939,24511800,Point(137.0 -28.0)
Kulino,xpk,Brazil,BRA,8a Moribund,,,0.754,210147125,Point(-53.0 -14.0)
Kapinawá,xpn,Brazil,BRA,9 Dormant,,,0.754,210147125,Point(-53.0 -14.0)
Pochutec,xpo,Mexico,MEX,,,,0.756,124777324,Point(-102.0 23.0)
Mohegan-Pequot,xpq,United States of America,USA,9 Dormant,,Point(-73.5 42.666666666),0.92,331449281,Point(-98.5795 39.828175)
Parthian,xpr,Sasanian Empire,,,0,,,40000000,
Parthian,xpr,Parthian Empire,,,0,,,20000000,Point(44.58083333 33.09361111)
Parthian,xpr,Khorasan Province,,,0,,,,Point(59.605833333 36.298055555)
Punthamara,xpt,Australia,AUS,10 Extinct,,,0.939,24511800,Point(137.0 -28.0)
Punic,xpu,Ancient Rome,,,,,,50000000,Point(12.48 41.89)
Punic,xpu,Ancient Carthage,,,,,,4300000,Point(10.32644723 36.84391668)
Krahô,xra,Brazil,BRA,6a Vigorous,,Point(-48.0 -8.0),0.754,210147125,Point(-53.0 -14.0)
Krahô,xra,Brazil,BRA,6a Vigorous,,Point(-46.0 -6.0),0.754,210147125,Point(-53.0 -14.0)
Kar,xrb,Burkina Faso,BFA,5 Developing,,,0.423,19193382,Point(-2.066667 12.266667)
Gundungurra,xrd,Australia,AUS,9 Dormant,,,0.939,24511800,Point(137.0 -28.0)
Kreye,xre,Brazil,BRA,9 Dormant,,,0.754,210147125,Point(-53.0 -14.0)
Krikati-Timbira,xri,Brazil,BRA,6a Vigorous,,,0.754,210147125,Point(-53.0 -14.0)
Raetic,xrr,Alps,,,0,,,,Point(10.0 46.0)
Marriammu,xru,Australia,AUS,8b Nearly Extinct,,,0.939,24511800,Point(137.0 -28.0)
Karawa,xrw,Papua New Guinea,PNG,8b Nearly Extinct,,,0.555,8935000,Point(147.0 -6.3)
Sambal,xsb,Philippines,PHL,7 Shifting,,,0.699,100981437,Point(123.0 12.0)
Sidetic,xsd,Turkey,TUR,,,,0.82,83614362,Point(36.0 39.0)
Sempan,xse,Indonesia,IDN,6b Threatened,,,0.694,270625568,Point(118.0 -2.0)
Shamang,xsh,Nigeria,NGA,6a Vigorous,,,0.532,190886311,Point(8.0 9.0)
Sio,xsi,Papua New Guinea,PNG,5 Developing,,Point(147.333333333 -5.95),0.555,8935000,Point(147.0 -6.3)
Denetaca,xsl,Canada,CAN,7 Shifting,,Point(-120.0 60.0),0.926,37894799,Point(-109.0 56.0)
Kasem,xsm,Ghana,GHA,5 Developing,,Point(-1.333333333 11.0),0.592,26908262,Point(-0.5 8.0)
Kasem,xsm,Ghana,GHA,5 Developing,,Point(-1.25 11.25),0.592,26908262,Point(-0.5 8.0)
Kasem,xsm,Burkina Faso,BFA,5 Developing,,Point(-1.333333333 11.0),0.423,19193382,Point(-2.066667 12.266667)
Kasem,xsm,Burkina Faso,BFA,5 Developing,,Point(-1.25 11.25),0.423,19193382,Point(-2.066667 12.266667)
Sanga,xsn,Nigeria,NGA,6a Vigorous,,,0.532,190886311,Point(8.0 9.0)
Silopi,xsp,Papua New Guinea,PNG,6b Threatened,,,0.555,8935000,Point(147.0 -6.3)
Makhuwa-Saka,xsq,Mozambique,MOZ,6a Vigorous,,,0.437,29668834,Point(35.0 -19.0)
Sherpa,xsr,People's Republic of China,CHN,5 Developing,16012,Point(86.833333333 27.75),0.752,1409517397,Point(103.451944444 35.844722222)
Sherpa,xsr,People's Republic of China,CHN,5 Developing,150000,Point(86.833333333 27.75),0.752,1409517397,Point(103.451944444 35.844722222)
Sherpa,xsr,People's Republic of China,CHN,5 Developing,16012,Point(86.833333333 27.75),0.752,1443497378,Point(103.451944444 35.844722222)
Sherpa,xsr,People's Republic of China,CHN,5 Developing,150000,Point(86.833333333 27.75),0.752,1443497378,Point(103.451944444 35.844722222)
Sherpa,xsr,India,IND,5 Developing,16012,Point(86.833333333 27.75),0.64,1326093247,Point(83.0 22.8)
Sherpa,xsr,India,IND,5 Developing,150000,Point(86.833333333 27.75),0.64,1326093247,Point(83.0 22.8)
Sherpa,xsr,Nepal,NPL,5 Developing,16012,Point(86.833333333 27.75),0.574,30327877,Point(84.0 28.0)
Sherpa,xsr,Nepal,NPL,5 Developing,150000,Point(86.833333333 27.75),0.574,30327877,Point(84.0 28.0)
Sanumá,xsu,Brazil,BRA,5 Developing,,Point(-64.666666666 4.5),0.754,210147125,Point(-53.0 -14.0)
Sanumá,xsu,Venezuela,VEN,5 Developing,,Point(-64.666666666 4.5),0.761,28515829,Point(-67.0 8.0)
Sudovian,xsv,Poland,POL,,0,,0.843,38382576,Point(19.0 52.0)
Sudovian,xsv,Lithuania,LTU,,0,,0.839,2790842,Point(24.0 55.2)
Sudovian,xsv,Belarus,BLR,,0,,0.798,9349645,Point(28.046666666 53.528333333)
Saisiyat,xsy,Taiwan,TWN,6b Threatened,,,0.911,23593794,Point(121.0 24.0)
Alcozauca Mixtec,xta,Mexico,MEX,6a Vigorous,,,0.756,124777324,Point(-102.0 23.0)
Chazumba Mixtec,xtb,Mexico,MEX,8a Moribund,,,0.756,124777324,Point(-102.0 23.0)
Kadugli,xtc,Sudan,SDN,6b Threatened,,Point(29.666666666 10.833333333),0.502,40533330,Point(32.0 15.0)
Kadugli,xtc,Sudan,SDN,6b Threatened,,Point(29.666666666 11.0),0.502,40533330,Point(32.0 15.0)
Tilantongo Mixtec,xtd,Mexico,MEX,6b Threatened,,,0.756,124777324,Point(-102.0 23.0)
Ketengban,xte,Indonesia,IDN,5 Developing,,Point(140.5 -4.5),0.694,270625568,Point(118.0 -2.0)
Yitha Yitha,xth,Australia,AUS,9 Dormant,,,0.939,24511800,Point(137.0 -28.0)
Sinicahua Mixtec,xti,Mexico,MEX,6a Vigorous,,,0.756,124777324,Point(-102.0 23.0)
San Juan Teita Mixtec,xtj,Mexico,MEX,6b Threatened,,,0.756,124777324,Point(-102.0 23.0)
Tijaltepec Mixtec,xtl,Mexico,MEX,6a Vigorous,,,0.756,124777324,Point(-102.0 23.0)
Peñasco Mixtec,xtm,Mexico,MEX,6b Threatened,,,0.756,124777324,Point(-102.0 23.0)
Northern Tlaxiaco Mixtec,xtn,Mexico,MEX,5 Developing,,,0.756,124777324,Point(-102.0 23.0)
San Miguel Piedras Mixtec,xtp,Mexico,MEX,8a Moribund,,,0.756,124777324,Point(-102.0 23.0)
Sindihui Mixtec,xts,Mexico,MEX,8a Moribund,,,0.756,124777324,Point(-102.0 23.0)
Tacahua Mixtec,xtt,Mexico,MEX,6b Threatened,,,0.756,124777324,Point(-102.0 23.0)
Cuyamecalco Mixtec,xtu,Mexico,MEX,6b Threatened,,,0.756,124777324,Point(-102.0 23.0)
Thawa,xtv,Australia,AUS,10 Extinct,,,0.939,24511800,Point(137.0 -28.0)
Tawandê,xtw,Brazil,BRA,8b Nearly Extinct,,,0.754,210147125,Point(-53.0 -14.0)
Yoloxóchitl Mixtec,xty,Mexico,MEX,6a Vigorous,,,0.756,124777324,Point(-102.0 23.0)
Alu Kurumba,xua,India,IND,6a Vigorous,,,0.64,1326093247,Point(83.0 22.8)
Betta Kurumba,xub,India,IND,5 Developing,,Point(76.75 11.5),0.64,1326093247,Point(83.0 22.8)
Umiida,xud,Australia,AUS,9 Dormant,,,0.939,24511800,Point(137.0 -28.0)
Kunigami,xug,Japan,JPN,7 Shifting,,,0.909,126434565,Point(136.0 35.0)
Jennu Kurumba,xuj,India,IND,6a Vigorous,,,0.64,1326093247,Point(83.0 22.8)
Ngunnawal,xul,Australia,AUS,10 Extinct,,,0.939,24511800,Point(137.0 -28.0)
Umbrian,xum,Italy,ITA,,,,0.873,60317000,Point(12.5 42.5)
Unggaranggu,xun,Australia,AUS,10 Extinct,,,0.939,24511800,Point(137.0 -28.0)
Kuo,xuo,Chad,TCD,5 Developing,,Point(15.5 8.0),0.404,15477751,Point(19.4 15.466667)
Kuo,xuo,Cameroon,CMR,5 Developing,,Point(15.5 8.0),0.556,24053727,Point(12.0 7.0)
Urartian,xur,Urartu,,,,,,,Point(43.3425 38.5)
Kuthant,xut,Australia,AUS,10 Extinct,,,0.939,24511800,Point(137.0 -28.0)
Khwe,xuu,Angola,AGO,5 Developing,,Point(22.5 -17.5),0.581,29784193,Point(17.35 -12.35)
Khwe,xuu,Botswana,BWA,5 Developing,,Point(22.5 -17.5),0.717,2291661,Point(23.7 -22.2)
Khwe,xuu,Namibia,NAM,5 Developing,,Point(22.5 -17.5),0.647,2533794,Point(17.0 -23.0)
Kamviri,xvi,Pakistan,PAK,6a Vigorous,,,0.562,216565318,Point(71.0 30.0)
Kamviri,xvi,Afghanistan,AFG,6a Vigorous,,,0.498,36643815,Point(66.0 34.0)
Kwaza,xwa,Brazil,BRA,8b Nearly Extinct,,,0.754,210147125,Point(-53.0 -14.0)
Woccon,xwc,United States of America,USA,,,,0.92,331449281,Point(-98.5795 39.828175)
Wadi Wadi,xwd,Australia,AUS,9 Dormant,,,0.939,24511800,Point(137.0 -28.0)
Pherá,xwe,Benin,BEN,6a Vigorous,,,0.515,11175692,Point(2.183333333 8.833333333)
Kwegu,xwg,Ethiopia,ETH,8a Moribund,,Point(36.083333333 7.0),0.463,104957438,Point(40.0 9.0)
Wajuk,xwj,Australia,AUS,10 Extinct,,,0.939,24511800,Point(137.0 -28.0)
Wangkumara,xwk,Australia,AUS,10 Extinct,,Point(143.0 -27.333333333),0.939,24511800,Point(137.0 -28.0)
Phla,xwl,Togo,TGO,6a Vigorous,,,0.503,7797694,Point(1.183333 8.25)
Phla,xwl,Benin,BEN,6a Vigorous,,,0.515,11175692,Point(2.183333333 8.833333333)
Q21084409,xwl,Togo,TGO,,,,0.503,7797694,Point(1.183333 8.25)
Q21084409,xwl,Benin,BEN,,,,0.515,11175692,Point(2.183333333 8.833333333)
Kwerba Mamberamo,xwr,Indonesia,IDN,6a Vigorous,,,0.694,270625568,Point(118.0 -2.0)
Wotjobaluk,xwt,Australia,AUS,10 Extinct,,,0.939,24511800,Point(137.0 -28.0)
Wemba Wemba,xww,Australia,AUS,9 Dormant,,,0.939,24511800,Point(137.0 -28.0)
Ke'o,xxk,Indonesia,IDN,6a Vigorous,40000,Point(121.25 -8.833333333),0.694,270625568,Point(118.0 -2.0)
Koropó,xxr,Brazil,BRA,10 Extinct,0,,0.754,210147125,Point(-53.0 -14.0)
Mayi-Kulan,xyk,Australia,AUS,10 Extinct,,,0.939,24511800,Point(137.0 -28.0)
Mayi-Thakurti,xyt,Australia,AUS,10 Extinct,,,0.939,24511800,Point(137.0 -28.0)
Yorta Yorta,xyy,Australia,AUS,10 Extinct,,,0.939,24511800,Point(137.0 -28.0)
Yaminawa,yaa,Brazil,BRA,5 Developing,,Point(-73.0 -8.0),0.754,210147125,Point(-53.0 -14.0)
Yaminawa,yaa,Peru,PER,5 Developing,,Point(-73.0 -8.0),0.75,29381884,Point(-76.0 -9.4)
Yaminawa,yaa,Bolivia,BOL,5 Developing,,Point(-73.0 -8.0),0.693,11051600,Point(-64.991228611 -17.056869611)
Yuhup,yab,Brazil,BRA,5 Developing,,,0.754,210147125,Point(-53.0 -14.0)
Pass Valley Yali,yac,Indonesia,IDN,6a Vigorous,,,0.694,270625568,Point(118.0 -2.0)
Yagua,yad,Peru,PER,6b Threatened,,Point(-72.0 -3.5),0.75,29381884,Point(-76.0 -9.4)
Yaruro,yae,Venezuela,VEN,6a Vigorous,,Point(-68.0 7.0),0.761,28515829,Point(-67.0 8.0)
Yaka,yaf,Angola,AGO,6a Vigorous,,Point(17.5 -7.0),0.581,29784193,Point(17.35 -12.35)
Yaka,yaf,Democratic Republic of the Congo,COD,6a Vigorous,,Point(17.5 -7.0),0.457,86790567,Point(23.656 -2.88)
Yaghan,yag,Chile,CHL,8b Nearly Extinct,1,Point(-68.0 -55.0),0.832,18054726,Point(-71.0 -33.0)
Yaghan,yag,Argentina,ARG,8b Nearly Extinct,1,Point(-68.0 -55.0),0.825,44938712,Point(-64.0 -34.0)
Yazgulyam,yah,Tajikistan,TJK,6b Threatened,4000,Point(71.5 38.5),0.65,8921343,Point(71.366667 38.583333)
Yaghnobi,yai,Tajikistan,TJK,6b Threatened,12000,Point(69.0 39.0),0.65,8921343,Point(71.366667 38.583333)
Yangere,yaj,Central African Republic,CAF,6a Vigorous,,,0.367,4659080,Point(20.9 6.7)
Yakama,yak,United States of America,USA,8b Nearly Extinct,,,0.92,331449281,Point(-98.5795 39.828175)
Yalunka,yal,Mali,MLI,5 Developing,,,0.427,18541980,Point(-4.0 17.0)
Yalunka,yal,Guinea,GIN,5 Developing,,,0.459,12717176,Point(-11.0 10.0)
Yalunka,yal,Senegal,SEN,5 Developing,,,0.505,15850567,Point(-14.283333 14.366667)
Yalunka,yal,Sierra Leone,SLE,5 Developing,,,0.419,7557212,Point(-12.1 8.5)
Yamba,yam,Cameroon,CMR,5 Developing,,Point(11.083333333 6.416666666),0.556,24053727,Point(12.0 7.0)
Yamba,yam,Nigeria,NGA,5 Developing,,Point(11.083333333 6.416666666),0.532,190886311,Point(8.0 9.0)
Mayangna,yan,Honduras,HND,5 Developing,,Point(-84.5 13.0),0.606,9265067,Point(-86.816667 14.633333)
Mayangna,yan,Nicaragua,NIC,5 Developing,,Point(-84.5 13.0),0.631,6217581,Point(-85.0 13.0)
Yao,yao,Malawi,MWI,5 Developing,,Point(35.5 -14.5),0.477,18622104,Point(34.0 -13.0)
Yao,yao,Mozambique,MOZ,5 Developing,,Point(35.5 -14.5),0.437,29668834,Point(35.0 -19.0)
Yapese,yap,Federated States of Micronesia,FSM,2 Provincial,,Point(138.166666667 9.583333333),0.627,105544,Point(158.183333333 6.916666666)
Yaqui,yaq,Mexico,MEX,8a Moribund,,Point(-110.25 27.5),0.756,124777324,Point(-102.0 23.0)
Yabarana,yar,Venezuela,VEN,8a Moribund,,,0.761,28515829,Point(-67.0 8.0)
Gunu,yas,Cameroon,CMR,5 Developing,,Point(11.25 4.583333333),0.556,24053727,Point(12.0 7.0)
Yambeta,yat,Cameroon,CMR,6b Threatened,,,0.556,24053727,Point(12.0 7.0)
Hodï,yau,Venezuela,VEN,6a Vigorous,,,0.761,28515829,Point(-67.0 8.0)
Yangben,yav,Cameroon,CMR,6b Threatened,,,0.556,24053727,Point(12.0 7.0)
Yawalapití,yaw,Brazil,BRA,8b Nearly Extinct,,,0.754,210147125,Point(-53.0 -14.0)
Yauma,yax,Angola,AGO,6a Vigorous,,,0.581,29784193,Point(17.35 -12.35)
Yauma,yax,Zambia,ZMB,6a Vigorous,,,0.588,17094130,Point(28.0 -14.0)
Gwune,yay,Nigeria,NGA,5 Developing,,,0.532,190886311,Point(8.0 9.0)
Loko,yaz,Nigeria,NGA,5 Developing,,,0.532,190886311,Point(8.0 9.0)
Yala,yba,Nigeria,NGA,5 Developing,200000,,0.532,190886311,Point(8.0 9.0)
Yemba,ybb,Cameroon,CMR,5 Developing,,Point(10.083333333 5.416666666),0.556,24053727,Point(12.0 7.0)
Western Yugur,ybe,People's Republic of China,CHN,8a Moribund,4600,Point(99.75 38.75),0.752,1409517397,Point(103.451944444 35.844722222)
Western Yugur,ybe,People's Republic of China,CHN,8a Moribund,4600,Point(99.75 38.75),0.752,1443497378,Point(103.451944444 35.844722222)
Yakkha,ybh,India,IND,6b Threatened,,,0.64,1326093247,Point(83.0 22.8)
Yakkha,ybh,Nepal,NPL,6b Threatened,,,0.574,30327877,Point(84.0 28.0)
Yamphu,ybi,Nepal,NPL,6b Threatened,,Point(87.333333333 27.583333333),0.574,30327877,Point(84.0 28.0)
Hasha,ybj,Nigeria,NGA,6b Threatened,,,0.532,190886311,Point(8.0 9.0)
Bokha,ybk,People's Republic of China,CHN,6b Threatened,,,0.752,1409517397,Point(103.451944444 35.844722222)
Bokha,ybk,People's Republic of China,CHN,6b Threatened,,,0.752,1443497378,Point(103.451944444 35.844722222)
Yukuben,ybl,Cameroon,CMR,6a Vigorous,,,0.556,24053727,Point(12.0 7.0)
Yukuben,ybl,Nigeria,NGA,6a Vigorous,,,0.532,190886311,Point(8.0 9.0)
Yaben,ybm,Papua New Guinea,PNG,6a Vigorous,,,0.555,8935000,Point(147.0 -6.3)
Yabaâna,ybn,Brazil,BRA,9 Dormant,,,0.754,210147125,Point(-53.0 -14.0)
Yabong,ybo,Papua New Guinea,PNG,5 Developing,,,0.555,8935000,Point(147.0 -6.3)
Yawiyo,ybx,Papua New Guinea,PNG,6b Threatened,,,0.555,8935000,Point(147.0 -6.3)
Yaweyuha,yby,Papua New Guinea,PNG,5 Developing,,,0.555,8935000,Point(147.0 -6.3)
Chesu,ych,People's Republic of China,CHN,7 Shifting,,,0.752,1409517397,Point(103.451944444 35.844722222)
Chesu,ych,People's Republic of China,CHN,7 Shifting,,,0.752,1443497378,Point(103.451944444 35.844722222)
Lolopo,ycl,People's Republic of China,CHN,6a Vigorous,,,0.752,1409517397,Point(103.451944444 35.844722222)
Lolopo,ycl,People's Republic of China,CHN,6a Vigorous,,,0.752,1443497378,Point(103.451944444 35.844722222)
Yucuna,ycn,Colombia,COL,5 Developing,,Point(-71.0 -0.75),0.747,49065615,Point(-74.0 4.0)
Chepya,ycp,Laos,LAO,7 Shifting,,,0.601,6858160,Point(104.0 18.2)
Yanda,yda,Australia,AUS,10 Extinct,,,0.939,24511800,Point(137.0 -28.0)
Eastern Yiddish,ydd,Ukraine,UKR,4 Educational,,Point(28.5 47.0),0.747,42558328,Point(32.0 49.0)
Eastern Yiddish,ydd,Ukraine,UKR,4 Educational,,Point(19.416666666 51.75),0.747,42558328,Point(32.0 49.0)
Eastern Yiddish,ydd,Ukraine,UKR,4 Educational,,Point(25.0 55.0),0.747,42558328,Point(32.0 49.0)
Yangum Dey,yde,Papua New Guinea,PNG,6b Threatened,,,0.555,8935000,Point(147.0 -6.3)
Yidgha,ydg,Pakistan,PAK,6b Threatened,6150,,0.562,216565318,Point(71.0 30.0)
Yoidik,ydk,Papua New Guinea,PNG,6a Vigorous,,,0.555,8935000,Point(147.0 -6.3)
Ravula,yea,India,IND,5 Developing,,,0.64,1326093247,Point(83.0 22.8)
Yeniche,yec,Germany,DEU,6a Vigorous,,,0.926,83149300,Point(10.0 51.0)
Yimas,yee,Papua New Guinea,PNG,6b Threatened,300,Point(143.55 -4.666666666),0.555,8935000,Point(147.0 -6.3)
Yeni,yei,Cameroon,CMR,10 Extinct,,,0.556,24053727,Point(12.0 7.0)
Yevanic,yej,Israel,ISR,8b Nearly Extinct,0,,0.899,9093000,Point(35.0 31.0)
Yela,yel,Democratic Republic of the Congo,COD,6a Vigorous,,,0.457,86790567,Point(23.656 -2.88)
Tarok,yer,Nigeria,NGA,5 Developing,,Point(10.083333333 9.0),0.532,190886311,Point(8.0 9.0)
Nyankpa,yes,Nigeria,NGA,6a Vigorous,,,0.532,190886311,Point(8.0 9.0)
Yetfa,yet,Indonesia,IDN,3 Wider Communication,,,0.694,270625568,Point(118.0 -2.0)
Yerukala,yeu,India,IND,5 Developing,,Point(81.6284 16.6151),0.64,1326093247,Point(83.0 22.8)
Yapunda,yev,Papua New Guinea,PNG,7 Shifting,,,0.555,8935000,Point(147.0 -6.3)
Yeyi,yey,Botswana,BWA,6b Threatened,24000,Point(23.5 -20.0),0.717,2291661,Point(23.7 -22.2)
Yeyi,yey,Namibia,NAM,6b Threatened,24000,Point(23.5 -20.0),0.647,2533794,Point(17.0 -23.0)
Malyangapa,yga,Australia,AUS,10 Extinct,,,0.939,24511800,Point(137.0 -28.0)
Yiningayi,ygi,Australia,AUS,10 Extinct,,,0.939,24511800,Point(137.0 -28.0)
Yangum Gel,ygl,Papua New Guinea,PNG,6b Threatened,,,0.555,8935000,Point(147.0 -6.3)
Yagomi,ygm,Papua New Guinea,PNG,6b Threatened,,,0.555,8935000,Point(147.0 -6.3)
Gepo,ygp,People's Republic of China,CHN,6a Vigorous,,,0.752,1409517397,Point(103.451944444 35.844722222)
Gepo,ygp,People's Republic of China,CHN,6a Vigorous,,,0.752,1443497378,Point(103.451944444 35.844722222)
Yagaria,ygr,Papua New Guinea,PNG,5 Developing,21000,Point(145.333333333 -6.333333333),0.555,8935000,Point(147.0 -6.3)
Yagaria,ygr,Papua New Guinea,PNG,5 Developing,21000,Point(145.416666667 -6.333333333),0.555,8935000,Point(147.0 -6.3)
Yolŋu Sign Language,ygs,Australia,AUS,6a Vigorous,,,0.939,24511800,Point(137.0 -28.0)
Yugul,ygu,Australia,AUS,10 Extinct,,,0.939,24511800,Point(137.0 -28.0)
Yagwoia,ygw,Papua New Guinea,PNG,5 Developing,,,0.555,8935000,Point(147.0 -6.3)
Paha,yha,People's Republic of China,CHN,6b Threatened,,,0.752,1409517397,Point(103.451944444 35.844722222)
Paha,yha,People's Republic of China,CHN,6b Threatened,,,0.752,1443497378,Point(103.451944444 35.844722222)
Judeo-Iraqi Arabic,yhd,Israel,ISR,7 Shifting,,,0.899,9093000,Point(35.0 31.0)
Hlepho Phowa,yhl,People's Republic of China,CHN,6b Threatened,,,0.752,1409517397,Point(103.451944444 35.844722222)
Hlepho Phowa,yhl,People's Republic of China,CHN,6b Threatened,,,0.752,1443497378,Point(103.451944444 35.844722222)
Yan-nhaŋu Sign Language,yhs,Australia,AUS,8b Nearly Extinct,10,,0.939,24511800,Point(137.0 -28.0)
Yinggarda,yia,Australia,AUS,9 Dormant,,Point(114.833333333 -25.166666666),0.939,24511800,Point(137.0 -28.0)
Yiddish,yid,Canada,CAN,,1200000,,0.926,37894799,Point(-109.0 56.0)
Yiddish,yid,Hungary,HUN,,1200000,,0.828,9769526,Point(19.0 47.0)
Yiddish,yid,United States of America,USA,,1200000,,0.92,331449281,Point(-98.5795 39.828175)
Yiddish,yid,Belgium,BEL,,1200000,,0.89,11431406,Point(4.668055555 50.641111111)
Yiddish,yid,Sweden,SWE,,1200000,,0.907,10379295,Point(15.0 61.0)
Yiddish,yid,Poland,POL,,1200000,,0.843,38382576,Point(19.0 52.0)
Yiddish,yid,Lithuania,LTU,,1200000,,0.839,2790842,Point(24.0 55.2)
Yiddish,yid,Switzerland,CHE,,1200000,,0.93,8466017,Point(8.231973 46.798562)
Yiddish,yid,Austria,AUT,,1200000,,0.885,8809212,Point(14.0 48.0)
Yiddish,yid,Netherlands,NLD,,1200000,,0.922,17282163,Point(5.55 52.316666666)
Yiddish,yid,Netherlands,NLD,,1200000,,0.931,17282163,Point(5.55 52.316666666)
Yiddish,yid,Uruguay,URY,,1200000,,0.804,3456750,Point(-56.65 -32.733333333)
Yiddish,yid,Mexico,MEX,,1200000,,0.756,124777324,Point(-102.0 23.0)
Yiddish,yid,France,FRA,,1200000,,0.888,66628000,Point(2.0 47.0)
Yiddish,yid,United Kingdom,GBR,,1200000,,0.922,66022273,Point(-2.0 54.6)
Yiddish,yid,Brazil,BRA,,1200000,,0.754,210147125,Point(-53.0 -14.0)
Yiddish,yid,Russia,RUS,,1200000,,0.816,146804372,Point(94.25 66.416666666)
Yiddish,yid,Germany,DEU,,1200000,,0.926,83149300,Point(10.0 51.0)
Yiddish,yid,Belarus,BLR,,1200000,,0.798,9349645,Point(28.046666666 53.528333333)
Yiddish,yid,Estonia,EST,,1200000,,0.861,1324820,Point(26.0 59.0)
Yiddish,yid,Latvia,LVA,,1200000,,0.819,1909000,Point(25.0 57.0)
Yiddish,yid,Ukraine,UKR,,1200000,,0.747,42558328,Point(32.0 49.0)
Yiddish,yid,Moldova,MDA,,1200000,,0.693,2550900,Point(28.516667 47.25)
Yiddish,yid,Romania,ROU,,1200000,,0.793,19586539,Point(25.0 46.0)
Yiddish,yid,Bosnia and Herzegovina,BIH,,1200000,,0.733,3507017,Point(18.0 44.0)
Yiddish,yid,South Africa,ZAF,,1200000,,0.699,59622350,Point(24.0 -29.0)
Yiddish,yid,Australia,AUS,,1200000,,0.939,24511800,Point(137.0 -28.0)
Yiddish,yid,Argentina,ARG,,1200000,,0.825,44938712,Point(-64.0 -34.0)
Yiddish,yid,Costa Rica,CRI,,1200000,,0.794,4905769,Point(-84.0 10.0)
Yiddish,yid,Israel,ISR,,1200000,,0.899,9093000,Point(35.0 31.0)
Yiddish,yid,Panama,PAN,,1200000,,0.78,4098587,Point(-80.366667 8.616667)
Ache Yi,yif,People's Republic of China,CHN,6b Threatened,,,0.752,1409517397,Point(103.451944444 35.844722222)
Ache Yi,yif,People's Republic of China,CHN,6b Threatened,,,0.752,1443497378,Point(103.451944444 35.844722222)
Wusa Nasu,yig,People's Republic of China,CHN,5 Developing,,,0.752,1409517397,Point(103.451944444 35.844722222)
Wusa Nasu,yig,People's Republic of China,CHN,5 Developing,,,0.752,1443497378,Point(103.451944444 35.844722222)
Western Yiddish,yih,Germany,DEU,7 Shifting,,Point(23.0 52.0),0.926,83149300,Point(10.0 51.0)
Yidiny,yii,Australia,AUS,8b Nearly Extinct,,Point(145.75 -17.0),0.939,24511800,Point(137.0 -28.0)
Yinjibarndi,yij,Australia,AUS,6a Vigorous,,Point(117.916666667 -21.75),0.939,24511800,Point(137.0 -28.0)
Dongshanba Lalo,yik,People's Republic of China,CHN,6b Threatened,,,0.752,1409517397,Point(103.451944444 35.844722222)
Dongshanba Lalo,yik,People's Republic of China,CHN,6b Threatened,,,0.752,1443497378,Point(103.451944444 35.844722222)
Yindjilandji,yil,Australia,AUS,10 Extinct,,,0.939,24511800,Point(137.0 -28.0)
Yimchungrü,yim,India,IND,5 Developing,83259,,0.64,1326093247,Point(83.0 22.8)
Yinchia,yin,Myanmar,MMR,6b Threatened,,,0.578,53370609,Point(96.0 22.0)
Pholo,yip,People's Republic of China,CHN,6b Threatened,,,0.752,1409517397,Point(103.451944444 35.844722222)
Pholo,yip,People's Republic of China,CHN,6b Threatened,,,0.752,1443497378,Point(103.451944444 35.844722222)
Micha,yiq,People's Republic of China,CHN,7 Shifting,,,0.752,1409517397,Point(103.451944444 35.844722222)
Micha,yiq,People's Republic of China,CHN,7 Shifting,,,0.752,1443497378,Point(103.451944444 35.844722222)
North Awyu,yir,Indonesia,IDN,6b Threatened,,,0.694,270625568,Point(118.0 -2.0)
Yis,yis,Papua New Guinea,PNG,6b Threatened,,,0.555,8935000,Point(147.0 -6.3)
Eastern Lalu,yit,People's Republic of China,CHN,7 Shifting,,,0.752,1409517397,Point(103.451944444 35.844722222)
Eastern Lalu,yit,People's Republic of China,CHN,7 Shifting,,,0.752,1443497378,Point(103.451944444 35.844722222)
Awu Yi,yiu,People's Republic of China,CHN,6b Threatened,,,0.752,1409517397,Point(103.451944444 35.844722222)
Awu Yi,yiu,People's Republic of China,CHN,6b Threatened,,,0.752,1443497378,Point(103.451944444 35.844722222)
Northern Nisu,yiv,People's Republic of China,CHN,6b Threatened,,,0.752,1409517397,Point(103.451944444 35.844722222)
Northern Nisu,yiv,People's Republic of China,CHN,6b Threatened,,,0.752,1443497378,Point(103.451944444 35.844722222)
Axi,yix,People's Republic of China,CHN,6b Threatened,,,0.752,1409517397,Point(103.451944444 35.844722222)
Axi,yix,People's Republic of China,CHN,6b Threatened,,,0.752,1443497378,Point(103.451944444 35.844722222)
Azhe,yiz,People's Republic of China,CHN,6a Vigorous,,,0.752,1409517397,Point(103.451944444 35.844722222)
