ISO,WALS_ID,Name,Macroarea,Country_ID,Latitude,Longitude,Family,Genus,Lenguaje de Señas,Status_X_L,wiki_country,countryISO,Status,num_speakers,HDI,country_population,Country_coord
run,rnd,Rundi,Africa,BI,-3.5,30.0,Niger-Congo,Bantoid,0,L,"['Tanzania', 'Burundi', 'Democratic Republic of the Congo', 'Uganda']","['TZA', 'BDI', 'COD', 'UGA']",1 National,8800000.0,"[0.538, 0.417, 0.457, 0.516]","[57310019.0, 11530580.0, 86790567.0, 42862958.0]","['Point(34.854 -6.307)', 'Point(29.816667 -3.666667)', 'Point(23.656 -2.88)', 'Point(32.39 1.28)']"
mnv,rnn,Rennellese,Papunesia,SB,-11.6166666667,160.25,Austronesian,Oceanic,0,L,Solomon Islands,SLB,5 Developing,,0.546,611343.0,Point(159.816666666 -9.466666666)
rml,rnr,Romani (North Russian),Eurasia,RU,60.0,38.0,Indo-European,Indic,0,L,"['Finland', 'Poland', 'Lithuania', 'Russia', 'Estonia', 'Latvia']","['FIN', 'POL', 'LTU', 'RUS', 'EST', 'LVA']",5 Developing,50000.0,"[0.883, 0.843, 0.839, 0.816, 0.861, 0.819]","[5501043.0, 38382576.0, 2790842.0, 146804372.0, 1324820.0, 1909000.0]","['Point(27.0 65.0)', 'Point(19.0 52.0)', 'Point(24.0 55.2)', 'Point(94.25 66.416666666)', 'Point(26.0 59.0)', 'Point(25.0 57.0)']"
nyn,rny,Runyankore,Africa,UG,-0.5,30.5,Niger-Congo,Bantoid,0,L,Uganda,UGA,4 Educational,2300000.0,0.516,42862958.0,Point(32.39 1.28)
cla,ron,Ron,Africa,NG,9.0,8.75,Afro-Asiatic,West Chadic,0,L,Nigeria,NGA,6a Vigorous,176000.0,0.532,190886311.0,Point(8.0 9.0)
rro,ror,Roro,Papunesia,PG,-8.75,146.583333333,Austronesian,Oceanic,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,Point(147.0 -6.3)
rtm,rot,Rotuman,Papunesia,FJ,-12.5,177.066666667,Austronesian,Oceanic,0,L,Fiji,FJI,6b Threatened,9000.0,0.741,905502.0,Point(178.0 -18.0)
rug,rov,Roviana,Papunesia,SB,-8.25,157.333333333,Austronesian,Oceanic,0,L,Solomon Islands,SLB,3 Wider Communication,,0.546,611343.0,Point(159.816666666 -9.466666666)
nyo,rru,Runyoro-Rutooro,Africa,UG,1.5,31.3333333333,Niger-Congo,Bantoid,0,L,Uganda,UGA,5 Developing,,0.516,42862958.0,Point(32.39 1.28)
sgh,rsh,Shughni,Eurasia,AF TJ,38.1666666667,71.5,Indo-European,Iranian,0,L,"['Tajikistan', 'Afghanistan']","['TJK', 'AFG']",6a Vigorous,"[2500.0, 60000.0]","[0.65, 0.498]","[8921343.0, 36643815.0]","['Point(71.366667 38.583333)', 'Point(66.0 34.0)']"
rsl,rsl,Russian Sign Language,Eurasia,RU,56.0,44.0,other,Sign Languages,1,L,Russia,RUS,5 Developing,120000.0,0.816,146804372.0,Point(94.25 66.416666666)
twu,rti,Roti,Papunesia,ID,-10.6666666667,123.25,Austronesian,Central Malayo-Polynesian,0,L,Indonesia,IDN,6a Vigorous,,0.694,270625568.0,Point(118.0 -2.0)
roo,rtk,Rotokas,Papunesia,PG,-6.0,155.166666667,West Bougainville,West Bougainville,0,L,Papua New Guinea,PNG,5 Developing,4320.0,0.555,8935000.0,Point(147.0 -6.3)
dru,ruk,Rukai (Tanan),Papunesia,TW,22.8333333333,120.833333333,Austronesian,Rukai,0,L,Taiwan,TWN,5 Developing,,0.911,23593794.0,Point(121.0 24.0)
klq,rum,Rumu,Papunesia,PG,-7.16666666667,144.25,Turama-Kikorian,Turama-Kikorian,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,Point(147.0 -6.3)
rou,run,Runga,Africa,CF TD,10.3333333333,21.0,Maban,Maban,0,L,"['Chad', 'Central African Republic']","['TCD', 'CAF']",6a Vigorous,,"[0.404, 0.367]","[15477751.0, 4659080.0]","['Point(19.4 15.466667)', 'Point(20.9 6.7)']"
rus,rus,Russian,Eurasia,RU,56.0,38.0,Indo-European,Slavic,0,L,Russia,RUS,1 National,"[110000000.0, 110440620.0, 153919510.0, 171428900.0]",0.816,146804372.0,Point(94.25 66.416666666)
rut,rut,Rutul,Eurasia,AZ RU,41.5,47.4166666667,Nakh-Daghestanian,Lezgic,0,L,"['Russia', 'Azerbaijan']","['RUS', 'AZE']",5 Developing,47400.0,"[0.816, 0.751]","[146804372.0, 10127874.0]","['Point(94.25 66.416666666)', 'Point(47.7 40.3)']"
rwo,rwa,Rawa,Papunesia,PG,-5.83333333333,146.0,Trans-New Guinea,Finisterre-Huon,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,Point(147.0 -6.3)
rmw,rwe,Romani (Welsh),Eurasia,GB,52.0,-4.0,Indo-European,Indic,0,L,United Kingdom,GBR,9 Dormant,,0.922,66022273.0,Point(-2.0 54.6)
ryu,ryu,Shuri,Eurasia,JP,26.5,127.5,Japanese,Japanese,0,L,Japan,JPN,7 Shifting,984000.0,0.909,126434565.0,Point(136.0 35.0)
apb,saa,Sa'a,Papunesia,SB,-9.61666666667,161.45,Austronesian,Oceanic,0,L,Solomon Islands,SLB,5 Developing,,0.546,611343.0,Point(159.816666666 -9.466666666)
snv,sab,Sa'ban,Papunesia,ID,3.66666666667,115.666666667,Austronesian,North Borneo,0,L,"['Indonesia', 'Malaysia']","['IDN', 'MYS']",6b Threatened,,"[0.694, 0.802]","[270625568.0, 31624264.0]","['Point(118.0 -2.0)', 'Point(108.0 3.0)']"
skb,sae,Saek,Eurasia,LA TH,17.4166666667,104.75,Tai-Kadai,Kam-Tai,0,L,"['Laos', 'Thailand']","['LAO', 'THA']",7 Shifting,,"[0.601, 0.755]","[6858160.0, 65931550.0]","['Point(104.0 18.2)', 'Point(101.0 14.0)']"
saj,sah,Sahu,Papunesia,ID,1.16666666667,127.5,West Papuan,North Halmaheran,0,L,Indonesia,IDN,5 Developing,3500.0,0.694,270625568.0,Point(118.0 -2.0)
sku,sak,Sakao,Papunesia,VU,-15.1666666667,167.083333333,Austronesian,Oceanic,0,L,Vanuatu,VUT,6a Vigorous,,0.603,276244.0,Point(168.016669444 -16.633330555)
sln,sal,Salinan,North America,US,36.0,-121.0,,,0,L,United States of America,USA,9 Dormant,,0.92,331449281.0,Point(-98.5795 39.828175)
smo,sam,Samoan,Papunesia,AS WS,-13.9166666667,-171.833333333,Austronesian,Oceanic,0,L,"['Australia', 'New Zealand', 'Samoa', 'American Samoa']","['AUS', 'NZL', 'WSM', 'ASM']",1 National,"[169000.0, 413257.0, 415720.0]","[0.939, 0.917, 0.713]","[24511800.0, 5112300.0, 196440.0, 55689.0]","['Point(137.0 -28.0)', 'Point(174.0 -41.2)', 'Point(-172.0 -14.0)', 'Point(-170.7075 -14.295833)']"
sag,san,Sango,Africa,CF,5.0,18.0,Niger-Congo,Ubangi,0,L,"['Chad', 'Central African Republic', 'Democratic Republic of the Congo']","['TCD', 'CAF', 'COD']",1 National,"[500000.0, 599000.0, 4600000.0]","[0.404, 0.367, 0.457]","[15477751.0, 4659080.0, 86790567.0]","['Point(19.4 15.466667)', 'Point(20.9 6.7)', 'Point(23.656 -2.88)']"
ssy,sao,Saho,Africa,ET ER,14.75,39.75,Afro-Asiatic,Lowland East Cushitic,0,L,"['Ethiopia', 'Eritrea']","['ETH', 'ERI']",5 Developing,271180.0,"[0.463, 0.44]","[104957438.0, 3497000.0]","['Point(40.0 9.0)', 'Point(38.25 15.483333)']"
spu,sap,Sapuan,Eurasia,LA,15.1666666667,106.833333333,Austro-Asiatic,Bahnaric,0,L,Laos,LAO,6a Vigorous,,0.601,6858160.0,Point(104.0 18.2)
dju,sar,Sare,Papunesia,PG,-4.5,143.166666667,Sepik,Sepik Hill,0,L,Papua New Guinea,PNG,6a Vigorous,,0.555,8935000.0,Point(147.0 -6.3)
sdg,sav,Savi,Eurasia,AF,35.0,71.5,Indo-European,Indic,0,L,Afghanistan,AFG,6a Vigorous,,0.498,36643815.0,Point(66.0 34.0)
hvn,saw,Sawu,Papunesia,ID,-11.5,121.916666667,Austronesian,Central Malayo-Polynesian,0,L,Indonesia,IDN,5 Developing,"[10000.0, 110000.0]",0.694,270625568.0,Point(118.0 -2.0)
pos,say,Sayula Popoluca,North America,MX,17.8333333333,-95.0,Mixe-Zoque,Mixe-Zoque,0,L,Mexico,MEX,6b Threatened,,0.756,124777324.0,Point(-102.0 23.0)
slc,sba,Sáliba (in Colombia),South America,CO VR,6.0,-70.0,Sáliban,Sáliba,0,L,Colombia,COL,8a Moribund,,0.747,49065615.0,Point(-74.0 4.0)
sse,sbg,Sama (Balangingi),Papunesia,PH,6.16666666667,121.833333333,Austronesian,Sama-Bajaw,0,L,Philippines,PHL,5 Developing,,0.699,100981437.0,Point(123.0 12.0)
sma,scs,Saami (Central-South),Eurasia,SE,64.6666666667,16.75,Uralic,Saami,0,L,"['Norway', 'Sweden']","['NOR', 'SWE']",2 Provincial,600.0,"[0.957, 0.907]","[5391369.0, 10379295.0]","['Point(11.0 65.0)', 'Point(15.0 61.0)']"
snd,sdh,Sindhi,Eurasia,PK IN,26.0,69.0,Indo-European,Indic,0,L,"['India', 'Pakistan']","['IND', 'PAK']",2 Provincial,"[21000000.0, 23845500.0, 25000000.0]","[0.64, 0.562]","[1326093247.0, 216565318.0]","['Point(83.0 22.8)', 'Point(71.0 30.0)']"
sad,sdw,Sandawe,Africa,TZ,-5.0,35.0,,,0,L,Tanzania,TZA,6a Vigorous,40000.0,0.538,57310019.0,Point(34.854 -6.307)
tvk,sea,Southeast Ambrym,Papunesia,VU,-16.3,168.216666667,Austronesian,Oceanic,0,L,Vanuatu,VUT,5 Developing,,0.603,276244.0,Point(168.016669444 -16.633330555)
kpz,seb,Sebei,Africa,UG,1.33333333333,34.5833333333,Eastern Sudanic,Nilotic,0,L,Uganda,UGA,5 Developing,,0.516,42862958.0,Point(32.39 1.28)
sey,sec,Secoya,South America,EC PE,-0.333333333333,-76.0,Tucanoan,Tucanoan,0,L,"['Peru', 'Ecuador']","['PER', 'ECU']",7 Shifting,,"[0.75, 0.746]","[29381884.0, 16624858.0]","['Point(-76.0 -9.4)', 'Point(-78.0 -1.0)']"
sed,sed,Sedang,Eurasia,VN,14.8333333333,108.0,Austro-Asiatic,Bahnaric,0,L,Vietnam,VNM,6a Vigorous,,0.694,94660000.0,Point(108.0 16.0)
trv,see,Seediq,Papunesia,TW,24.1666666667,121.416666667,Austronesian,Atayalic,0,L,Taiwan,TWN,4 Educational,20000.0,0.911,23593794.0,Point(121.0 24.0)
ona,sel,Selknam,South America,AR,-53.0,-70.0,Chon,Chon Proper,0,X,Argentina,ARG,10 Extinct,,0.825,44938712.0,Point(-64.0 -34.0)
nsm,sem,Sema,Eurasia,IN,26.0,94.5,Sino-Tibetan,Kuki-Chin,0,L,India,IND,4 Educational,,0.64,1326093247.0,Point(83.0 22.8)
seh,sen,Sena,Africa,MZ,-18.0,35.25,Niger-Congo,Bantoid,0,L,Mozambique,MOZ,5 Developing,,0.437,29668834.0,Point(35.0 -19.0)
sei,ser,Seri,North America,MX,29.0,-112.0,Hokan,Seri,0,L,Mexico,MEX,6b Threatened,900.0,0.756,124777324.0,Point(-102.0 23.0)
sot,ses,Sesotho,Africa,LS ZA,-28.0,27.0,Niger-Congo,Bantoid,0,L,"['South Africa', 'Lesotho']","['ZAF', 'LSO']",1 National,6000000.0,"[0.699, 0.52]","[59622350.0, 2233339.0]","['Point(24.0 -29.0)', 'Point(28.25 -29.55)']"
crs,sey,Seychelles Creole,Eurasia,SC,-4.75,55.5,other,Creoles and Pidgins,0,L,Seychelles,SYC,1 National,73000.0,0.797,95843.0,Point(52.766667 -7.1)
mnx,sgb,Sougb,Papunesia,ID,-1.5,134.0,East Bird's Head,East Bird's Head,0,L,Indonesia,IDN,5 Developing,,0.694,270625568.0,Point(118.0 -2.0)
sop,sge,Songe,Africa,CD,-6.83333333333,22.0,Niger-Congo,Bantoid,0,L,Democratic Republic of the Congo,COD,6a Vigorous,,0.457,86790567.0,Point(23.656 -2.88)
szg,sgl,Sengele,Africa,CD,-1.83333333333,17.3333333333,Niger-Congo,Bantoid,0,L,Democratic Republic of the Congo,COD,6a Vigorous,,0.457,86790567.0,Point(23.656 -2.88)
sxn,sgr,Sangir,Papunesia,ID,3.5,125.5,Austronesian,Sangiric,0,L,Indonesia,IDN,5 Developing,,0.694,270625568.0,Point(118.0 -2.0)
snq,sgu,Sangu,Africa,GA,-1.5,11.8333333333,Niger-Congo,Bantoid,0,L,Gabon,GAB,6a Vigorous,,0.702,2025137.0,Point(11.5 -0.683330555)
shn,sha,Shan,Eurasia,MM,22.0,98.0,Tai-Kadai,Kam-Tai,0,L,"['Myanmar', 'Thailand']","['MMR', 'THA']",3 Wider Communication,3000000.0,"[0.578, 0.755]","[53370609.0, 65931550.0]","['Point(96.0 22.0)', 'Point(101.0 14.0)']"
sbf,shb,Shabo,Africa,ET,7.58333333333,35.4166666667,,,0,L,Ethiopia,ETH,6b Threatened,,0.463,104957438.0,Point(40.0 9.0)
sdp,shd,Sherdukpen,Eurasia,IN,27.0,92.5,Sino-Tibetan,Western Arunachal,0,L,India,IND,6a Vigorous,9663.0,0.64,1326093247.0,Point(83.0 22.8)
xsr,she,Sherpa,Eurasia,NP,27.75,86.8333333333,Sino-Tibetan,Bodic,0,L,"[""People's Republic of China"", 'India', 'Nepal']","['CHN', 'IND', 'NPL']",5 Developing,"[16012.0, 150000.0]","[0.752, 0.64, 0.574]","[1409517397.0, 1443497378.0, 1326093247.0, 30327877.0]","['Point(103.451944444 35.844722222)', 'Point(83.0 22.8)', 'Point(84.0 28.0)']"
mcd,shh,Sharanahua,South America,BR PE,-11.0,-70.0,Panoan,Panoan,0,L,Peru,PER,5 Developing,,0.75,29381884.0,Point(-76.0 -9.4)
shb,shi,Shiriana,South America,BR VR,3.5,-62.8333333333,Yanomam,Yanomam,0,L,"['Brazil', 'Venezuela']","['BRA', 'VEN']",6a Vigorous,,"[0.754, 0.761]","[210147125.0, 28515829.0]","['Point(-53.0 -14.0)', 'Point(-67.0 8.0)']"
shp,shk,Shipibo-Konibo,South America,PE,-7.5,-75.0,Panoan,Panoan,0,L,Peru,PER,5 Developing,8000.0,0.75,29381884.0,Point(-76.0 -9.4)
shk,shl,Shilluk,Africa,SS,9.66666666667,31.75,Eastern Sudanic,Nilotic,0,L,South Sudan,SSD,5 Developing,2000000.0,0.388,12575714.0,Point(30.0 7.0)
ksb,shm,Shambala,Africa,TZ,-4.25,38.25,Niger-Congo,Bantoid,0,L,"['Kenya', 'Tanzania']","['KEN', 'TZA']",6a Vigorous,664000.0,"[0.548, 0.538]","[48468138.0, 57310019.0]","['Point(38.0 0.1)', 'Point(34.854 -6.307)']"
shh,sho,Shoshone,North America,US,41.0,-114.0,Uto-Aztecan,Numic,0,L,United States of America,USA,6b Threatened,,0.92,331449281.0,Point(-98.5795 39.828175)
shh,swr,Shoshone (Wind River),North America,US,43.4166666667,-108.833333333,Uto-Aztecan,Numic,0,L,United States of America,USA,6b Threatened,,0.92,331449281.0,Point(-98.5795 39.828175)
cjs,shr,Shor,Eurasia,RU,53.0,88.0,Altaic,Turkic,0,L,Russia,RUS,7 Shifting,2839.0,0.816,146804372.0,Point(94.25 66.416666666)
sht,shs,Shasta,North America,US,41.8333333333,-122.666666667,Hokan,Shasta,0,X,United States of America,USA,10 Extinct,,0.92,331449281.0,Point(-98.5795 39.828175)
shj,sht,Shatt,Africa,SD,10.8333333333,30.0,Eastern Sudanic,Daju,0,L,Sudan,SDN,6b Threatened,,0.502,40533330.0,Point(32.0 15.0)
shs,shu,Shuswap,North America,CA,52.0,-120.0,Salishan,Interior Salish,0,L,Canada,CAN,8a Moribund,,0.926,37894799.0,Point(-109.0 56.0)
sjw,shw,Shawnee,North America,US,40.0,-83.0,Algic,Algonquian,0,L,United States of America,USA,8a Moribund,,0.92,331449281.0,Point(-98.5795 39.828175)
yuy,shy,Shira Yughur,Eurasia,CN,38.0,99.0,Altaic,Mongolic,0,L,People's Republic of China,CHN,8a Moribund,4000.0,0.752,"[1409517397.0, 1443497378.0]",Point(103.451944444 35.844722222)
snp,sia,Siane,Papunesia,PG,-6.08333333333,145.2,Trans-New Guinea,Eastern Highlands,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,Point(147.0 -6.3)
sid,sid,Sidaama,Africa,ET,6.66666666667,38.5,Afro-Asiatic,Highland East Cushitic,0,L,Ethiopia,ETH,4 Educational,1800000.0,0.463,104957438.0,Point(40.0 9.0)
ski,sik,Sika,Papunesia,ID,-8.7,122.25,Austronesian,Central Malayo-Polynesian,0,L,Indonesia,IDN,6a Vigorous,175000.0,0.694,270625568.0,Point(118.0 -2.0)
dau,sil,Sila,Africa,TD,12.3333333333,21.75,Eastern Sudanic,Daju,0,L,"['Chad', 'Sudan']","['TCD', 'SDN']",6a Vigorous,,"[0.404, 0.502]","[15477751.0, 40533330.0]","['Point(19.4 15.466667)', 'Point(32.0 15.0)']"
smr,sim,Simeulue,Papunesia,ID,2.5,96.25,Austronesian,Northwest Sumatra-Barrier Islands,0,L,Indonesia,IDN,6a Vigorous,,0.694,270625568.0,Point(118.0 -2.0)
snn,sin,Siona,South America,EC CO,0.333333333333,-76.25,Tucanoan,Tucanoan,0,L,"['Ecuador', 'Colombia']","['ECU', 'COL']",7 Shifting,,"[0.746, 0.747]","[16624858.0, 49065615.0]","['Point(-78.0 -1.0)', 'Point(-74.0 4.0)']"
xsi,sio,Sio,Papunesia,PG,-5.95,147.333333333,Austronesian,Oceanic,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,Point(147.0 -6.3)
sjr,sir,Siar,Papunesia,PG,-4.66666666667,152.916666667,Austronesian,Oceanic,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,Point(147.0 -6.3)
baa,sis,Sisiqa,Papunesia,SB,-7.0,156.833333333,Austronesian,Oceanic,0,L,Solomon Islands,SLB,5 Developing,7070.0,0.546,611343.0,Point(159.816666666 -9.466666666)
sis,siu,Siuslaw,North America,US,44.0,-124.0,Oregon Coast,Siuslawan,0,L,United States of America,USA,9 Dormant,,0.92,331449281.0,Point(-98.5795 39.828175)
sjd,ski,Saami (Kildin),Eurasia,RU,67.0,37.0,Uralic,Saami,0,L,Russia,RUS,8b Nearly Extinct,"[350.0, 500.0]",0.816,146804372.0,Point(94.25 66.416666666)
sip,skk,Sikkimese,Eurasia,IN,27.8333333333,88.5,Sino-Tibetan,Bodic,0,L,India,IND,4 Educational,70000.0,0.64,1326093247.0,Point(83.0 22.8)
skh,skl,Sikule,Papunesia,ID,2.66666666667,96.0,Austronesian,Northwest Sumatra-Barrier Islands,0,L,Indonesia,IDN,6b Threatened,,0.694,270625568.0,Point(118.0 -2.0)
suk,skm,Sukuma,Africa,TZ,-2.83333333333,32.0,Niger-Congo,Bantoid,0,L,Tanzania,TZA,5 Developing,5430000.0,0.538,57310019.0,Point(34.854 -6.307)
skv,sko,Skou,Papunesia,ID,-2.66666666667,140.916666667,Skou,Western Skou,0,L,Indonesia,IDN,6a Vigorous,,0.694,270625568.0,Point(118.0 -2.0)
sel,skp,Selkup,Eurasia,RU,65.0,82.0,Uralic,Samoyedic,0,L,Russia,RUS,5 Developing,1023.0,0.816,146804372.0,Point(94.25 66.416666666)
tty,skr,Sikaritai,Papunesia,ID,-2.91666666667,138.25,Lakes Plain,Lakes Plain,0,L,Indonesia,IDN,5 Developing,,0.694,270625568.0,Point(118.0 -2.0)
sub,sku,Suku,Africa,AO CD,-6.0,17.6666666667,Niger-Congo,Bantoid,0,L,Democratic Republic of the Congo,COD,6a Vigorous,,0.457,86790567.0,Point(23.656 -2.88)
swv,skw,Shekhawati,Eurasia,IN,28.0,75.5,Indo-European,Indic,0,L,India,IND,5 Developing,,0.64,1326093247.0,Point(83.0 22.8)
sbe,slb,Saliba (in Papua New Guinea),Papunesia,PG,-10.5833333333,150.716666667,Austronesian,Oceanic,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,Point(147.0 -6.3)
ndi,sle,Samba Leko,Africa,NG CM,8.5,12.5,Niger-Congo,Samba-Duru,0,L,"['Cameroon', 'Nigeria']","['CMR', 'NGA']",5 Developing,,"[0.556, 0.532]","[24053727.0, 190886311.0]","['Point(12.0 7.0)', 'Point(8.0 9.0)']"
suv,slg,Sulung,Eurasia,IN,28.3333333333,93.25,,,0,L,India,IND,6a Vigorous,,0.64,1326093247.0,Point(83.0 22.8)
slv,slo,Slovene,Eurasia,SI,46.0,15.0,Indo-European,Slavic,0,L,"['Canada', 'Hungary', 'United States of America', 'Italy', 'Austria', 'Germany', 'Slovenia', 'Croatia', 'South Africa', 'Argentina']","['CAN', 'HUN', 'USA', 'ITA', 'AUT', 'DEU', 'SVN', 'HRV', 'ZAF', 'ARG']",1 National,2400000.0,"[0.926, 0.828, 0.92, 0.873, 0.885, 0.88, 0.831, 0.699, 0.825]","[37894799.0, 9769526.0, 331449281.0, 60317000.0, 8809212.0, 83149300.0, 2066880.0, 4105493.0, 59622350.0, 44938712.0]","['Point(-109.0 56.0)', 'Point(19.0 47.0)', 'Point(-98.5795 39.828175)', 'Point(12.5 42.5)', 'Point(14.0 48.0)', 'Point(10.0 51.0)', 'Point(15.0 46.0)', 'Point(15.466667 45.25)', 'Point(24.0 -29.0)', 'Point(-64.0 -34.0)']"
spl,slp,Selepet,Papunesia,PG,-6.16666666667,147.166666667,Trans-New Guinea,Finisterre-Huon,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,Point(147.0 -6.3)
slr,slr,Salar,Eurasia,CN,35.0,103.0,Altaic,Turkic,0,L,People's Republic of China,CHN,6b Threatened,70000.0,0.752,"[1409517397.0, 1443497378.0]",Point(103.451944444 35.844722222)
xsl,slv,Slavey,North America,CA,60.0,-120.0,Na-Dene,Athapaskan,0,L,Canada,CAN,7 Shifting,,0.926,37894799.0,Point(-109.0 56.0)
sly,sly,Selayar,Papunesia,ID,-6.0,120.5,Austronesian,South Sulawesi,0,L,Indonesia,IDN,6a Vigorous,,0.694,270625568.0,Point(118.0 -2.0)
sif,sme,Seme,Africa,BF,11.0,-4.91666666667,Niger-Congo,Kru,0,L,Burkina Faso,BFA,6a Vigorous,,0.423,19193382.0,Point(-2.066667 12.266667)
sea,smj,Semai,Eurasia,MY,4.33333333333,101.666666667,Austro-Asiatic,Aslian,0,L,Malaysia,MYS,3 Wider Communication,,0.802,31624264.0,Point(108.0 3.0)
sza,sml,Semelai,Eurasia,MY,3.0,103.0,Austro-Asiatic,Aslian,0,L,Malaysia,MYS,6b Threatened,,0.802,31624264.0,Point(108.0 3.0)
sii,smp,Shompen,Eurasia,IN,7.0,93.75,,,0,L,India,IND,6a Vigorous,,0.64,1326093247.0,Point(83.0 22.8)
uma,smt,Sahaptin (Umatilla),North America,US,45.6666666667,-118.5,Penutian,Sahaptian,0,L,United States of America,USA,8a Moribund,,0.92,331449281.0,Point(-98.5795 39.828175)
scl,sna,Shina,Eurasia,PK,36.0,74.0,Indo-European,Indic,0,L,"['India', 'Pakistan']","['IND', 'PAK']",6a Vigorous,,"[0.64, 0.562]","[1326093247.0, 216565318.0]","['Point(83.0 22.8)', 'Point(71.0 30.0)']"
see,snc,Seneca,North America,US,42.5,-77.5,Iroquoian,Northern Iroquoian,0,L,United States of America,USA,8a Moribund,,0.92,331449281.0,Point(-98.5795 39.828175)
sef,snd,Senadi,Africa,CI,9.5,-6.25,Niger-Congo,Senufo,0,L,Ivory Coast,CIV,5 Developing,,0.492,24294750.0,Point(-6.0 8.0)
snc,sng,Sinaugoro,Papunesia,PG,-9.83333333333,147.833333333,Austronesian,Oceanic,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,Point(147.0 -6.3)
sin,snh,Sinhala,Eurasia,LK,7.0,80.5,Indo-European,Indic,0,L,Sri Lanka,LKA,1 National,16000000.0,0.77,21444000.0,Point(81.0 7.0)
xsu,snm,Sanuma,South America,BR VR,4.5,-64.6666666667,Yanomam,Yanomam,0,L,"['Brazil', 'Venezuela']","['BRA', 'VEN']",5 Developing,,"[0.754, 0.761]","[210147125.0, 28515829.0]","['Point(-53.0 -14.0)', 'Point(-67.0 8.0)']"
snk,snn,Soninke,Africa,BF ML CI SN,15.0,-10.5,Mande,Western Mande,0,L,"['Mali', 'The Gambia', 'Guinea', 'Guinea-Bissau', 'Ivory Coast', 'Mauritania', 'Senegal']","['MLI', 'GMB', 'GIN', 'GNB', 'CIV', 'MRT', 'SEN']",5 Developing,1096795.0,"[0.427, 0.46, 0.459, 0.455, 0.492, 0.52, 0.505]","[18541980.0, 2100568.0, 12717176.0, 1861283.0, 24294750.0, 4420184.0, 15850567.0]","['Point(-4.0 17.0)', 'Point(-15.5 13.5)', 'Point(-11.0 10.0)', 'Point(-15.0 12.0)', 'Point(-6.0 8.0)', 'Point(-11.0 21.0)', 'Point(-14.283333 14.366667)']"
sme,sno,Saami (Northern),Eurasia,NO FI SE,69.0,24.0,Uralic,Saami,0,L,"['Norway', 'Finland', 'Sweden']","['NOR', 'FIN', 'SWE']","['2 Provincial', '6b Threatened']","[25700.0, 1700.0, 4000.0, 20000.0]","[0.957, 0.883, 0.907]","[5391369.0, 5501043.0, 10379295.0]","['Point(11.0 65.0)', 'Point(27.0 65.0)', 'Point(15.0 61.0)']"
set,snt,Sentani,Papunesia,ID,-2.58333333333,140.583333333,,,0,L,Indonesia,IDN,5 Developing,,0.694,270625568.0,Point(118.0 -2.0)
teu,so,So,Africa,UG,2.58333333333,34.75,Eastern Sudanic,Kuliak,0,L,Uganda,UGA,8b Nearly Extinct,,0.516,42862958.0,Point(32.39 1.28)
sob,sob,Sobei,Papunesia,ID,-1.91666666667,138.75,Austronesian,Oceanic,0,L,Indonesia,IDN,7 Shifting,,0.694,270625568.0,Point(118.0 -2.0)
gru,sod,Soddo,Africa,ET,8.5,38.5,Afro-Asiatic,Semitic,0,L,Ethiopia,ETH,,,0.463,104957438.0,Point(40.0 9.0)
som,som,Somali,Africa,SO,3.0,45.0,Afro-Asiatic,Lowland East Cushitic,0,L,"['Kenya', 'Ethiopia', 'Djibouti', 'Somalia', 'Somaliland']","['KEN', 'ETH', 'DJI', 'SOM']",1 National,25000000.0,"[0.548, 0.463, 0.476]","[48468138.0, 104957438.0, 956985.0, 11031386.0, 5780000.0]","['Point(38.0 0.1)', 'Point(40.0 9.0)', 'Point(42.433333 11.8)', 'Point(47.0 6.0)', 'Point(46.2 9.8)']"
sov,son,Sonsorol-Tobi,Papunesia,PW,5.33333333333,132.25,Austronesian,Oceanic,0,L,Palau,PLW,6b Threatened,600.0,0.798,21729.0,Point(134.55 7.466667)
sqt,soq,Soqotri,Africa,YE,12.5,54.0,Afro-Asiatic,Semitic,0,L,Yemen,YEM,8a Moribund,,0.452,28250420.0,Point(48.0 15.5)
srb,sor,Sora,Eurasia,IN,20.0,84.3333333333,Austro-Asiatic,Munda,0,L,India,IND,5 Developing,410000.0,0.64,1326093247.0,Point(83.0 22.8)
hsb,sou,Sorbian (Upper),Eurasia,DE,51.8333333333,14.5,Indo-European,Slavic,0,L,Germany,DEU,4 Educational,13300.0,0.926,83149300.0,Point(10.0 51.0)
