ISO,WALS_ID,Name,Macroarea,Latitude,Longitude,Family,Subfamily,Genus,Country_ID,100A,101A,102A,103A,104A,105A,106A,107A,108A,108B,109A,109B,10A,10B,110A,111A,112A,113A,114A,115A,116A,117A,118A,119A,11A,120A,121A,122A,123A,124A,125A,126A,127A,128A,129A,12A,130A,130B,131A,132A,133A,134A,135A,136A,136B,137A,137B,138A,139A,13A,140A,141A,142A,143A,143B,143C,143D,143E,143F,143G,144A,144B,144C,144D,144E,144F,144G,144H,144I,144J,144K,144L,144M,144N,144O,144P,144Q,144R,144S,144T,144U,144V,144W,144X,144Y,14A,15A,16A,17A,18A,19A,1A,20A,21A,21B,22A,23A,24A,25A,25B,26A,27A,28A,29A,2A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,39B,3A,40A,41A,42A,43A,44A,45A,46A,47A,48A,49A,4A,50A,51A,52A,53A,54A,55A,56A,57A,58A,58B,59A,5A,60A,61A,62A,63A,64A,65A,66A,67A,68A,69A,6A,70A,71A,72A,73A,74A,75A,76A,77A,78A,79A,79B,7A,80A,81A,81B,82A,83A,84A,85A,86A,87A,88A,89A,8A,90A,90B,90C,90D,90E,90F,90G,91A,92A,93A,94A,95A,96A,97A,98A,99A,9A,Status_X_L,Lenguaje de Señas,wiki_country,countryISO,Status,num_speakers,HDI,country_population,Country_coord
cay,cyg,Cayuga,North America,42.75,-76.75,Iroquoian,,Northern Iroquoian,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,"['Canada', 'United States of America']","['CAN', 'USA']",8a Moribund,,"[0.926, 0.92]","[37894799.0, 331449281.0]","['Point(-109.0 56.0)', 'Point(-98.5795 39.828175)']"
chy,cyn,Cheyenne,North America,47.0,-95.0,Algic,,Algonquian,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,United States of America,USA,8a Moribund,2400.0,0.92,331449281.0,Point(-98.5795 39.828175)
cyb,cyv,Cayuvava,South America,-13.5,-65.5,,,,BO,6.0,2.0,5.0,3.0,2.0,,,1.0,,,,,1.0,,,,1.0,1.0,7.0,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,3.0,,,,2.0,4.0,4.0,20.0,,,,,,,,,,,,,,,,,,,9.0,,2.0,6.0,4.0,,5.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,4.0,4.0,1.0,5.0,2.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,8.0,,3.0,,,,5.0,,2.0,5.0,,,2.0,6.0,1.0,,,1.0,9.0,2.0,2.0,7.0,,1.0,4.0,1.0,,3.0,2.0,1.0,4.0,4.0,,,,,,,,,,4.0,1.0,1.0,,,,2.0,2.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,4.0,,2.0,2.0,,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,1.0,4.0,,3.0,1.0,1.0,3.0,L,0,Bolivia,BOL,9 Dormant,,0.693,11051600.0,Point(-64.991228611 -17.056869611)
ces,cze,Czech,Eurasia,50.0,15.0,Indo-European,,Slavic,CZ,,2.0,,,,,,,,,,,,,,,1.0,,,,4.0,5.0,2.0,2.0,,2.0,,,,,,,,,1.0,,2.0,,,,,,,,,,,1.0,,,,,2.0,3.0,,,,2.0,4.0,4.0,20.0,,,5.0,,,,4.0,2.0,7.0,4.0,,,,,,,,,,,,,,,2.0,8.0,1.0,1.0,,,,,,,,,,,,3.0,,,,,,,,2.0,,,,5.0,5.0,,,,,2.0,1.0,,,,,,,,,,1.0,,7.0,5.0,,,4.0,,,,,,,,,,,,,,4.0,,1.0,1.0,4.0,,,,,,,3.0,5.0,,1.0,2.0,,1.0,2.0,,2.0,3.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,6.0,2.0,1.0,4.0,4.0,3.0,,,,L,0,Czech Republic,CZE,1 National,11500000.0,0.878,10701777.0,Point(16.0 50.0)
kzf,daa,Da'a,Papunesia,-1.0,119.583333333,Austronesian,,Celebic,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,Indonesia,IDN,5 Developing,,0.694,270625568.0,Point(118.0 -2.0)
mps,dad,Dadibi,Papunesia,-6.55,144.583333333,Teberan-Pawaian,,Teberan,PG,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,L,0,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,Point(147.0 -6.3)
dgz,dag,Daga,Papunesia,-10.0,149.333333333,Dagan,,Dagan,PG,2.0,2.0,5.0,2.0,3.0,,,2.0,3.0,4.0,8.0,5.0,2.0,,,,2.0,1.0,7.0,,,4.0,2.0,2.0,1.0,1.0,,4.0,,,,,,,,2.0,,,3.0,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,1.0,4.0,4.0,7.0,3.0,,,,,,,,,,3.0,,,,4.0,4.0,1.0,11.0,,,,,,,,,,,1.0,1.0,1.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,4.0,,5.0,5.0,3.0,,2.0,2.0,,,,6.0,1.0,,,2.0,9.0,2.0,3.0,1.0,,,,,,2.0,2.0,1.0,2.0,2.0,,,,1.0,,2.0,1.0,1.0,4.0,2.0,1.0,1.0,,1.0,,1.0,2.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,1.0,,,,,2.0,,2.0,,1.0,2.0,2.0,1.0,1.0,3.0,L,0,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,Point(147.0 -6.3)
dal,dah,Dahalo,Africa,-2.33333333333,40.5,Afro-Asiatic,Cushitic,Dahalo,KE,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,5.0,,,,,,,,,,1.0,,,2.0,,,,,6.0,,,,,,,5.0,,,,,,,,,,,4.0,,,2.0,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,5.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,L,0,Kenya,KEN,8a Moribund,400.0,0.548,48468138.0,Point(38.0 0.1)
dak,dak,Dakota,North America,45.0,-93.5,Siouan,,Core Siouan,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,"['Canada', 'United States of America']","['CAN', 'USA']",7 Shifting,20000.0,"[0.926, 0.92]","[37894799.0, 331449281.0]","['Point(-109.0 56.0)', 'Point(-98.5795 39.828175)']"
mbp,dam,Damana,South America,11.0,-73.5,Chibchan,,Arhuacic,CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,4.0,,,,,,,,,,,,,,,,4.0,3.0,,,,,,,,,,,,7.0,1.0,1.0,3.0,6.0,,,,,1.0,,,,,,,,,,,,,5.0,5.0,5.0,,,,L,0,Colombia,COL,6a Vigorous,1850.0,0.747,49065615.0,Point(-74.0 4.0)
dnj,dan,Dan,Africa,7.5,-8.0,Mande,,Eastern Mande,CI GN LR,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,1.0,,,,,,,,,,,2.0,,,,1.0,1.0,3.0,2.0,,,,,,,3.0,,,,1.0,,,,1.0,4.0,4.0,21.0,,,,,,,,,,,14.0,,,,,,,11.0,,,,,,,,,,,1.0,3.0,3.0,,,,,,,,,,,,,3.0,,,,7.0,,,,,,,,1.0,,,,,,,,,,,4.0,,9.0,,,,,,,,,,2.0,,,4.0,,,,,,,2.0,1.0,,,,,,,,,,,,3.0,,1.0,,1.0,1.0,,1.0,1.0,2.0,2.0,2.0,2.0,1.0,,1.0,,,,,,2.0,2.0,,1.0,2.0,2.0,,,,L,0,"['Guinea', 'Ivory Coast', 'Liberia']","['GIN', 'CIV', 'LBR']",5 Developing,,"[0.459, 0.492, 0.435]","[12717176.0, 24294750.0, 4731906.0]","['Point(-11.0 10.0)', 'Point(-6.0 8.0)', 'Point(-9.75 6.533333)']"
dry,dar,Darai,Eurasia,24.0,84.0,Indo-European,,Indic,NP,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,4.0,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,L,0,Nepal,NPL,6b Threatened,,0.574,30327877.0,Point(84.0 28.0)
tcc,dat,Datooga,Africa,-4.33333333333,35.3333333333,Eastern Sudanic,,Nilotic,TZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,Tanzania,TZA,5 Developing,,0.538,57310019.0,Point(34.854 -6.307)
kwa,daw,Dâw,South America,-0.25,-67.0833333333,Nadahup,,Nadahup,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,1.0,,1.0,,2.0,,,,L,0,Brazil,BRA,6a Vigorous,,0.754,210147125.0,Point(-53.0 -14.0)
dai,day,Day,Africa,8.75,17.8333333333,Niger-Congo,Adamawa-Ubangi,Day,TD,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,1.0,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,,,2.0,2.0,2.0,2.0,,1.0,,1.0,,,,,,,,,,4.0,4.0,,,,L,0,Chad,TCD,6a Vigorous,,0.404,15477751.0,Point(19.4 15.466667)
dav,dbd,Dabida,Africa,-4.0,38.6666666667,Niger-Congo,Benue-Congo,Bantoid,KE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,Kenya,KEN,5 Developing,,0.548,48468138.0,Point(38.0 0.1)
nld,dbr,Dutch (Brabantic),Eurasia,50.75,4.5,Indo-European,,Germanic,BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,"['Belgium', 'Netherlands', 'France', 'Germany', 'Suriname', 'Aruba', 'Curaçao', 'Sint Maarten', 'Caribbean Netherlands', 'Kingdom of the Netherlands']","['BEL', 'NLD', 'FRA', 'DEU', 'SUR', 'ABW', 'CUW', 'SXM', 'BES']",1 National,24000000.0,"[0.89, 0.922, 0.931, 0.888, 0.926, 0.72]","[11431406.0, 17282163.0, 66628000.0, 83149300.0, 563402.0, 102911.0, 160337.0, 37132.0, 25019.0, 17100715.0]","['Point(4.668055555 50.641111111)', 'Point(5.55 52.316666666)', 'Point(2.0 47.0)', 'Point(10.0 51.0)', 'Point(-56.0 4.0)', 'Point(-69.97422388 12.51106253)', 'Point(-68.966666666 12.166666666)', 'Point(-63.067777777 18.031944444)', 'Point(-68.233333333 12.183333333)', 'Point(4.883333333 52.366666666)']"
nld,dli,Dutch (Limburg),Eurasia,51.0,5.5,Indo-European,,Germanic,BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,"['Belgium', 'Netherlands', 'France', 'Germany', 'Suriname', 'Aruba', 'Curaçao', 'Sint Maarten', 'Caribbean Netherlands', 'Kingdom of the Netherlands']","['BEL', 'NLD', 'FRA', 'DEU', 'SUR', 'ABW', 'CUW', 'SXM', 'BES']",1 National,24000000.0,"[0.89, 0.922, 0.931, 0.888, 0.926, 0.72]","[11431406.0, 17282163.0, 66628000.0, 83149300.0, 563402.0, 102911.0, 160337.0, 37132.0, 25019.0, 17100715.0]","['Point(4.668055555 50.641111111)', 'Point(5.55 52.316666666)', 'Point(2.0 47.0)', 'Point(10.0 51.0)', 'Point(-56.0 4.0)', 'Point(-69.97422388 12.51106253)', 'Point(-68.966666666 12.166666666)', 'Point(-63.067777777 18.031944444)', 'Point(-68.233333333 12.183333333)', 'Point(4.883333333 52.366666666)']"
nld,dut,Dutch,Eurasia,52.5,6.0,Indo-European,,Germanic,NL,2.0,1.0,2.0,2.0,1.0,,,1.0,,,,,,,,,2.0,,,2.0,4.0,5.0,2.0,2.0,,1.0,4.0,,,,,,,,2.0,,2.0,,,,,,,,,,,2.0,,,,,2.0,6.0,,,,1.0,1.0,4.0,16.0,6.0,,13.0,15.0,,,4.0,8.0,7.0,1.0,15.0,9.0,,,4.0,4.0,1.0,11.0,,,,,,,1.0,4.0,3.0,1.0,,,,,,,,,,,,2.0,,,,,,,,2.0,6.0,,4.0,1.0,1.0,,,,,,,,3.0,2.0,3.0,1.0,2.0,1.0,,3.0,9.0,,6.0,1.0,,2.0,4.0,,,,,,,3.0,1.0,,,,,,2.0,,4.0,1.0,4.0,,2.0,1.0,1.0,2.0,5.0,1.0,5.0,,1.0,7.0,1.0,1.0,3.0,6.0,2.0,2.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,6.0,,1.0,5.0,5.0,5.0,,,,L,0,"['Belgium', 'Netherlands', 'France', 'Germany', 'Suriname', 'Aruba', 'Curaçao', 'Sint Maarten', 'Caribbean Netherlands', 'Kingdom of the Netherlands']","['BEL', 'NLD', 'FRA', 'DEU', 'SUR', 'ABW', 'CUW', 'SXM', 'BES']",1 National,24000000.0,"[0.89, 0.922, 0.931, 0.888, 0.926, 0.72]","[11431406.0, 17282163.0, 66628000.0, 83149300.0, 563402.0, 102911.0, 160337.0, 37132.0, 25019.0, 17100715.0]","['Point(4.668055555 50.641111111)', 'Point(5.55 52.316666666)', 'Point(2.0 47.0)', 'Point(10.0 51.0)', 'Point(-56.0 4.0)', 'Point(-69.97422388 12.51106253)', 'Point(-68.966666666 12.166666666)', 'Point(-63.067777777 18.031944444)', 'Point(-68.233333333 12.183333333)', 'Point(4.883333333 52.366666666)']"
dgc,dca,Dumagat (Casiguran),Papunesia,16.3333333333,122.0,Austronesian,,Northern Luzon,PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,Philippines,PHL,5 Developing,,0.699,100981437.0,Point(123.0 12.0)
duj,dda,Dhuwal (Dätiwuy),Australia,-12.1666666667,136.25,Pama-Nyungan,,Western Pama-Nyungan,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Australia,AUS,6a Vigorous,,0.939,24511800.0,Point(137.0 -28.0)
duj,djp,Djapu,Australia,-12.6666666667,136.0,Pama-Nyungan,,Western Pama-Nyungan,AU,,5.0,,,,,,,,,,,,,,,2.0,,,,3.0,,,,1.0,,,,,,3.0,1.0,2.0,1.0,2.0,3.0,2.0,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,,,,1.0,4.0,4.0,5.0,1.0,,,,,,,,,,1.0,,,,1.0,4.0,8.0,11.0,,,,,,,,,,,3.0,1.0,3.0,,,,,2.0,2.0,2.0,2.0,2.0,1.0,,,1.0,,,,7.0,,,,,,,2.0,5.0,,,,,,,1.0,,,,1.0,,1.0,,,,,,4.0,2.0,1.0,1.0,1.0,,,,,,,,,,2.0,1.0,5.0,1.0,,,,,,1.0,1.0,,,1.0,,1.0,,1.0,1.0,5.0,,3.0,,1.0,3.0,2.0,,,,,,,,,1.0,,1.0,,,,,,,,0,Australia,AUS,6a Vigorous,,0.939,24511800.0,Point(137.0 -28.0)
daj,ddf,Daju (Dar Fur),Africa,12.25,25.25,Eastern Sudanic,,Daju,SD,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,L,0,Sudan,SDN,6a Vigorous,,0.502,40533330.0,Point(32.0 15.0)
god,ddj,Dadjriwalé,Africa,5.25,-5.66666666667,Niger-Congo,,Kru,CI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,1.0,3.0,6.0,,,2.0,2.0,,,1.0,,1.0,,,,,,,,,5.0,5.0,5.0,,,,L,0,Ivory Coast,CIV,,,0.492,24294750.0,Point(-6.0 8.0)
god,gdi,Godié,Africa,5.41666666667,-5.83333333333,Niger-Congo,,Kru,CI,,,,,,,1.0,,3.0,4.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,3.0,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,Ivory Coast,CIV,,,0.492,24294750.0,Point(-6.0 8.0)
afn,def,Defaka,Africa,4.58333333333,7.5,Ijoid,,Ijoid,NG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,Nigeria,NGA,8b Nearly Extinct,,0.532,190886311.0,Point(8.0 9.0)
deg,deg,Degema,Africa,4.75,6.75,Niger-Congo,Benue-Congo,Edoid,NG,,,,,,,,,,,,,,,,,6.0,2.0,3.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,6.0,,,2.0,4.0,1.0,18.0,,,14.0,,11.0,,4.0,6.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,,,,3.0,2.0,2.0,,1.0,,1.0,,,,,,,,,,4.0,5.0,,,,L,0,Nigeria,NGA,6a Vigorous,,0.532,190886311.0,Point(8.0 9.0)
dny,den,Dení,South America,-6.0,-67.0,Arauan,,Arauan,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,Brazil,BRA,5 Developing,,0.754,210147125.0,Point(-53.0 -14.0)
kbv,der,Dla (Proper),Papunesia,-3.58333333333,141.0,Senagi,,Senagi,ID PG,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,3.0,6.0,1.0,1.0,,,,,,,,,,,,1.0,,5.0,,,,L,0,"['Indonesia', 'Papua New Guinea']","['IDN', 'PNG']",6b Threatened,,"[0.694, 0.555]","[270625568.0, 8935000.0]","['Point(118.0 -2.0)', 'Point(147.0 -6.3)']"
kbv,dlm,Dla (Menggwa),Papunesia,-3.55,141.033333333,Senagi,,Senagi,PG,,2.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,3.0,1.0,2.0,,7.0,3.0,,2.0,,,,,6.0,2.0,4.0,1.0,5.0,5.0,,,,L,0,"['Indonesia', 'Papua New Guinea']","['IDN', 'PNG']",6b Threatened,,"[0.694, 0.555]","[270625568.0, 8935000.0]","['Point(118.0 -2.0)', 'Point(147.0 -6.3)']"
des,des,Desano,South America,0.833333333333,-69.8333333333,Tucanoan,,Tucanoan,CO BR,,2.0,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,6.0,,,,4.0,4.0,8.0,2.0,,,,,,,1.0,7.0,6.0,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,6.0,2.0,,,,,4.0,,,,,,,,,,,,,,2.0,,4.0,3.0,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,3.0,,1.0,,1.0,,,,,,6.0,1.0,2.0,1.0,2.0,1.0,,,,L,0,"['Brazil', 'Colombia']","['BRA', 'COL']",6b Threatened,3400.0,"[0.754, 0.747]","[210147125.0, 49065615.0]","['Point(-53.0 -14.0)', 'Point(-74.0 4.0)']"
shg,det,Deti,Africa,-20.5,24.5,Khoe-Kwadi,,Khoe-Kwadi,BW,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,5.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,5.0,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,5.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,L,0,Botswana,BWA,7 Shifting,,0.717,2291661.0,Point(23.7 -22.2)
der,deu,Deuri,Eurasia,26.0,90.25,Sino-Tibetan,Tibeto-Burman,Bodo-Garo,IN,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,6.0,,,,4.0,4.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,1.0,,3.0,,,,,,,,,,6.0,,,,,1.0,,,,L,0,India,IND,5 Developing,,0.64,1326093247.0,Point(83.0 22.8)
