country,countryLabel,language,languageLabel,ISO,countryISO
http://www.wikidata.org/entity/Q414,Argentina,http://www.wikidata.org/entity/Q1321,Spanish,spa,ARG
http://www.wikidata.org/entity/Q419,Peru,http://www.wikidata.org/entity/Q1321,Spanish,spa,PER
http://www.wikidata.org/entity/Q419,Peru,http://www.wikidata.org/entity/Q4627,Aymara,aym,PER
http://www.wikidata.org/entity/Q419,Peru,http://www.wikidata.org/entity/Q5218,Quechua,que,PER
http://www.wikidata.org/entity/Q424,Cambodia,http://www.wikidata.org/entity/Q9205,Khmer,khm,KHM
http://www.wikidata.org/entity/Q43448,British Indian Ocean Territory,http://www.wikidata.org/entity/Q1860,English,eng,IOT
http://www.wikidata.org/entity/Q4628,Faroe Islands,http://www.wikidata.org/entity/Q9035,Danish,dan,FRO
http://www.wikidata.org/entity/Q4628,Faroe Islands,http://www.wikidata.org/entity/Q25258,Faroese,fao,FRO
http://www.wikidata.org/entity/Q5689,Åland,http://www.wikidata.org/entity/Q9027,Swedish,swe,ALA
http://www.wikidata.org/entity/Q574,East Timor,http://www.wikidata.org/entity/Q5146,Portuguese,por,TLS
http://www.wikidata.org/entity/Q574,East Timor,http://www.wikidata.org/entity/Q34125,Tetum,tet,TLS
http://www.wikidata.org/entity/Q5785,Cayman Islands,http://www.wikidata.org/entity/Q1860,English,eng,CYM
http://www.wikidata.org/entity/Q657,Chad,http://www.wikidata.org/entity/Q150,French,fra,TCD
http://www.wikidata.org/entity/Q657,Chad,http://www.wikidata.org/entity/Q13955,Arabic,ara,TCD
http://www.wikidata.org/entity/Q664,New Zealand,http://www.wikidata.org/entity/Q1860,English,eng,NZL
http://www.wikidata.org/entity/Q664,New Zealand,http://www.wikidata.org/entity/Q36239,New Zealand Sign Language,nzs,NZL
http://www.wikidata.org/entity/Q664,New Zealand,http://www.wikidata.org/entity/Q36451,Māori,mri,NZL
http://www.wikidata.org/entity/Q668,India,http://www.wikidata.org/entity/Q1568,Hindi,hin,IND
http://www.wikidata.org/entity/Q668,India,http://www.wikidata.org/entity/Q1860,English,eng,IND
http://www.wikidata.org/entity/Q672,Tuvalu,http://www.wikidata.org/entity/Q1860,English,eng,TUV
http://www.wikidata.org/entity/Q672,Tuvalu,http://www.wikidata.org/entity/Q34055,Tuvaluan,tvl,TUV
http://www.wikidata.org/entity/Q678,Tonga,http://www.wikidata.org/entity/Q1860,English,eng,TON
http://www.wikidata.org/entity/Q678,Tonga,http://www.wikidata.org/entity/Q34094,Tongan,ton,TON
http://www.wikidata.org/entity/Q683,Samoa,http://www.wikidata.org/entity/Q1860,English,eng,WSM
http://www.wikidata.org/entity/Q683,Samoa,http://www.wikidata.org/entity/Q34011,Samoan,smo,WSM
http://www.wikidata.org/entity/Q685,Solomon Islands,http://www.wikidata.org/entity/Q1860,English,eng,SLB
http://www.wikidata.org/entity/Q686,Vanuatu,http://www.wikidata.org/entity/Q150,French,fra,VUT
http://www.wikidata.org/entity/Q686,Vanuatu,http://www.wikidata.org/entity/Q1860,English,eng,VUT
http://www.wikidata.org/entity/Q686,Vanuatu,http://www.wikidata.org/entity/Q35452,Bislama,bis,VUT
http://www.wikidata.org/entity/Q691,Papua New Guinea,http://www.wikidata.org/entity/Q1860,English,eng,PNG
http://www.wikidata.org/entity/Q691,Papua New Guinea,http://www.wikidata.org/entity/Q33617,Hiri Motu,hmo,PNG
http://www.wikidata.org/entity/Q691,Papua New Guinea,http://www.wikidata.org/entity/Q34159,Tok Pisin,tpi,PNG
http://www.wikidata.org/entity/Q691,Papua New Guinea,http://www.wikidata.org/entity/Q25044405,Papua New Guinean Sign Language,pgz,PNG
http://www.wikidata.org/entity/Q695,Palau,http://www.wikidata.org/entity/Q1860,English,eng,PLW
http://www.wikidata.org/entity/Q695,Palau,http://www.wikidata.org/entity/Q5287,Japanese,jpn,PLW
http://www.wikidata.org/entity/Q695,Palau,http://www.wikidata.org/entity/Q33776,Palauan,pau,PLW
http://www.wikidata.org/entity/Q697,Nauru,http://www.wikidata.org/entity/Q1860,English,eng,NRU
http://www.wikidata.org/entity/Q697,Nauru,http://www.wikidata.org/entity/Q13307,Nauruan,nau,NRU
http://www.wikidata.org/entity/Q702,Federated States of Micronesia,http://www.wikidata.org/entity/Q1860,English,eng,FSM
http://www.wikidata.org/entity/Q709,Marshall Islands,http://www.wikidata.org/entity/Q1860,English,eng,MHL
http://www.wikidata.org/entity/Q709,Marshall Islands,http://www.wikidata.org/entity/Q36280,Marshallese,mah,MHL
http://www.wikidata.org/entity/Q710,Kiribati,http://www.wikidata.org/entity/Q1860,English,eng,KIR
http://www.wikidata.org/entity/Q710,Kiribati,http://www.wikidata.org/entity/Q30898,Gilbertese,gil,KIR
http://www.wikidata.org/entity/Q711,Mongolia,http://www.wikidata.org/entity/Q9246,Mongolian,mon,MNG
http://www.wikidata.org/entity/Q712,Fiji,http://www.wikidata.org/entity/Q1860,English,eng,FJI
http://www.wikidata.org/entity/Q712,Fiji,http://www.wikidata.org/entity/Q33295,Fijian,fij,FJI
http://www.wikidata.org/entity/Q712,Fiji,http://www.wikidata.org/entity/Q46728,Fiji Hindi,hif,FJI
http://www.wikidata.org/entity/Q717,Venezuela,http://www.wikidata.org/entity/Q1321,Spanish,spa,VEN
http://www.wikidata.org/entity/Q717,Venezuela,http://www.wikidata.org/entity/Q3322064,Venezuelan Sign Language,vsl,VEN
http://www.wikidata.org/entity/Q730,Suriname,http://www.wikidata.org/entity/Q7411,Dutch,nld,SUR
http://www.wikidata.org/entity/Q733,Paraguay,http://www.wikidata.org/entity/Q1321,Spanish,spa,PRY
http://www.wikidata.org/entity/Q733,Paraguay,http://www.wikidata.org/entity/Q35876,Guarani,grn,PRY
http://www.wikidata.org/entity/Q734,Guyana,http://www.wikidata.org/entity/Q1860,English,eng,GUY
http://www.wikidata.org/entity/Q736,Ecuador,http://www.wikidata.org/entity/Q1321,Spanish,spa,ECU
http://www.wikidata.org/entity/Q736,Ecuador,http://www.wikidata.org/entity/Q617291,Shuar,jiv,ECU
http://www.wikidata.org/entity/Q739,Colombia,http://www.wikidata.org/entity/Q1321,Spanish,spa,COL
http://www.wikidata.org/entity/Q750,Bolivia,http://www.wikidata.org/entity/Q1321,Spanish,spa,BOL
http://www.wikidata.org/entity/Q750,Bolivia,http://www.wikidata.org/entity/Q4627,Aymara,aym,BOL
http://www.wikidata.org/entity/Q750,Bolivia,http://www.wikidata.org/entity/Q5218,Quechua,que,BOL
http://www.wikidata.org/entity/Q750,Bolivia,http://www.wikidata.org/entity/Q35876,Guarani,grn,BOL
http://www.wikidata.org/entity/Q754,Trinidad and Tobago,http://www.wikidata.org/entity/Q1860,English,eng,TTO
http://www.wikidata.org/entity/Q757,Saint Vincent and the Grenadines,http://www.wikidata.org/entity/Q1860,English,eng,VCT
http://www.wikidata.org/entity/Q760,Saint Lucia,http://www.wikidata.org/entity/Q1860,English,eng,LCA
http://www.wikidata.org/entity/Q763,Saint Kitts and Nevis,http://www.wikidata.org/entity/Q1860,English,eng,KNA
http://www.wikidata.org/entity/Q766,Jamaica,http://www.wikidata.org/entity/Q1860,English,eng,JAM
http://www.wikidata.org/entity/Q769,Grenada,http://www.wikidata.org/entity/Q1860,English,eng,GRD
http://www.wikidata.org/entity/Q769,Grenada,http://www.wikidata.org/entity/Q4252500,Grenadian Creole English,gcl,GRD
http://www.wikidata.org/entity/Q774,Guatemala,http://www.wikidata.org/entity/Q1321,Spanish,spa,GTM
http://www.wikidata.org/entity/Q778,The Bahamas,http://www.wikidata.org/entity/Q1860,English,eng,BHS
http://www.wikidata.org/entity/Q781,Antigua and Barbuda,http://www.wikidata.org/entity/Q1860,English,eng,ATG
http://www.wikidata.org/entity/Q783,Honduras,http://www.wikidata.org/entity/Q1321,Spanish,spa,HND
http://www.wikidata.org/entity/Q784,Dominica,http://www.wikidata.org/entity/Q1860,English,eng,DMA
http://www.wikidata.org/entity/Q785,Jersey,http://www.wikidata.org/entity/Q1860,English,eng,JEY
http://www.wikidata.org/entity/Q786,Dominican Republic,http://www.wikidata.org/entity/Q1321,Spanish,spa,DOM
http://www.wikidata.org/entity/Q790,Haiti,http://www.wikidata.org/entity/Q150,French,fra,HTI
http://www.wikidata.org/entity/Q790,Haiti,http://www.wikidata.org/entity/Q33491,Haitian Creole,hat,HTI
http://www.wikidata.org/entity/Q792,El Salvador,http://www.wikidata.org/entity/Q1321,Spanish,spa,SLV
http://www.wikidata.org/entity/Q794,Iran,http://www.wikidata.org/entity/Q9168,Persian,fas,IRN
http://www.wikidata.org/entity/Q794,Iran,http://www.wikidata.org/entity/Q13955,Arabic,ara,IRN
http://www.wikidata.org/entity/Q796,Iraq,http://www.wikidata.org/entity/Q13955,Arabic,ara,IRQ
http://www.wikidata.org/entity/Q796,Iraq,http://www.wikidata.org/entity/Q36368,Kurdish,kur,IRQ
http://www.wikidata.org/entity/Q800,Costa Rica,http://www.wikidata.org/entity/Q1321,Spanish,spa,CRI
http://www.wikidata.org/entity/Q801,Israel,http://www.wikidata.org/entity/Q9288,Hebrew,heb,ISR
http://www.wikidata.org/entity/Q804,Panama,http://www.wikidata.org/entity/Q1321,Spanish,spa,PAN
http://www.wikidata.org/entity/Q805,Yemen,http://www.wikidata.org/entity/Q13955,Arabic,ara,YEM
http://www.wikidata.org/entity/Q810,Jordan,http://www.wikidata.org/entity/Q13955,Arabic,ara,JOR
http://www.wikidata.org/entity/Q811,Nicaragua,http://www.wikidata.org/entity/Q1321,Spanish,spa,NIC
http://www.wikidata.org/entity/Q813,Kyrgyzstan,http://www.wikidata.org/entity/Q7737,Russian,rus,KGZ
http://www.wikidata.org/entity/Q813,Kyrgyzstan,http://www.wikidata.org/entity/Q9255,Kyrgyz,kir,KGZ
http://www.wikidata.org/entity/Q817,Kuwait,http://www.wikidata.org/entity/Q13955,Arabic,ara,KWT
http://www.wikidata.org/entity/Q819,Laos,http://www.wikidata.org/entity/Q9211,Lao,lao,LAO
http://www.wikidata.org/entity/Q822,Lebanon,http://www.wikidata.org/entity/Q13955,Arabic,ara,LBN
http://www.wikidata.org/entity/Q826,Maldives,http://www.wikidata.org/entity/Q13955,Arabic,ara,MDV
http://www.wikidata.org/entity/Q826,Maldives,http://www.wikidata.org/entity/Q32656,Dhivehi,div,MDV
http://www.wikidata.org/entity/Q833,Malaysia,http://www.wikidata.org/entity/Q9237,Malay,msa,MYS
http://www.wikidata.org/entity/Q836,Myanmar,http://www.wikidata.org/entity/Q9228,Burmese,mya,MMR
http://www.wikidata.org/entity/Q837,Nepal,http://www.wikidata.org/entity/Q33823,Nepali,nep,NPL
http://www.wikidata.org/entity/Q842,Oman,http://www.wikidata.org/entity/Q13955,Arabic,ara,OMN
http://www.wikidata.org/entity/Q843,Pakistan,http://www.wikidata.org/entity/Q1617,Urdu,urd,PAK
http://www.wikidata.org/entity/Q843,Pakistan,http://www.wikidata.org/entity/Q1860,English,eng,PAK
http://www.wikidata.org/entity/Q843,Pakistan,http://www.wikidata.org/entity/Q13955,Arabic,ara,PAK
http://www.wikidata.org/entity/Q846,Qatar,http://www.wikidata.org/entity/Q13955,Arabic,ara,QAT
http://www.wikidata.org/entity/Q851,Saudi Arabia,http://www.wikidata.org/entity/Q13955,Arabic,ara,SAU
http://www.wikidata.org/entity/Q854,Sri Lanka,http://www.wikidata.org/entity/Q5885,Tamil,tam,LKA
http://www.wikidata.org/entity/Q854,Sri Lanka,http://www.wikidata.org/entity/Q13267,Sinhala,sin,LKA
http://www.wikidata.org/entity/Q858,Syria,http://www.wikidata.org/entity/Q13955,Arabic,ara,SYR
http://www.wikidata.org/entity/Q863,Tajikistan,http://www.wikidata.org/entity/Q7737,Russian,rus,TJK
http://www.wikidata.org/entity/Q863,Tajikistan,http://www.wikidata.org/entity/Q9260,Tajik,tgk,TJK
http://www.wikidata.org/entity/Q8646,Hong Kong,http://www.wikidata.org/entity/Q1860,English,eng,HKG
http://www.wikidata.org/entity/Q8646,Hong Kong,http://www.wikidata.org/entity/Q9186,Cantonese,yue,HKG
http://www.wikidata.org/entity/Q865,Taiwan,http://www.wikidata.org/entity/Q33375,Hakka,hak,TWN
http://www.wikidata.org/entity/Q865,Taiwan,http://www.wikidata.org/entity/Q35132,Amis,ami,TWN
http://www.wikidata.org/entity/Q865,Taiwan,http://www.wikidata.org/entity/Q715755,Paiwan,pwn,TWN
http://www.wikidata.org/entity/Q869,Thailand,http://www.wikidata.org/entity/Q9217,Thai,tha,THA
http://www.wikidata.org/entity/Q874,Turkmenistan,http://www.wikidata.org/entity/Q9267,Turkmen,tuk,TKM
http://www.wikidata.org/entity/Q878,United Arab Emirates,http://www.wikidata.org/entity/Q13955,Arabic,ara,ARE
http://www.wikidata.org/entity/Q881,Vietnam,http://www.wikidata.org/entity/Q9199,Vietnamese,vie,VNM
http://www.wikidata.org/entity/Q884,South Korea,http://www.wikidata.org/entity/Q9176,Korean,kor,KOR
http://www.wikidata.org/entity/Q889,Afghanistan,http://www.wikidata.org/entity/Q9264,Uzbek,uzb,AFG
http://www.wikidata.org/entity/Q889,Afghanistan,http://www.wikidata.org/entity/Q9267,Turkmen,tuk,AFG
http://www.wikidata.org/entity/Q889,Afghanistan,http://www.wikidata.org/entity/Q13955,Arabic,ara,AFG
http://www.wikidata.org/entity/Q889,Afghanistan,http://www.wikidata.org/entity/Q58680,Pashto,pus,AFG
http://www.wikidata.org/entity/Q889,Afghanistan,http://www.wikidata.org/entity/Q178440,Dari,prs,AFG
http://www.wikidata.org/entity/Q902,Bangladesh,http://www.wikidata.org/entity/Q9610,Bengali,ben,BGD
http://www.wikidata.org/entity/Q912,Mali,http://www.wikidata.org/entity/Q150,French,fra,MLI
http://www.wikidata.org/entity/Q916,Angola,http://www.wikidata.org/entity/Q5146,Portuguese,por,AGO
http://www.wikidata.org/entity/Q917,Bhutan,http://www.wikidata.org/entity/Q33081,Dzongkha,dzo,BTN
http://www.wikidata.org/entity/Q921,Brunei,http://www.wikidata.org/entity/Q1860,English,eng,BRN
http://www.wikidata.org/entity/Q921,Brunei,http://www.wikidata.org/entity/Q9237,Malay,msa,BRN
http://www.wikidata.org/entity/Q924,Tanzania,http://www.wikidata.org/entity/Q1860,English,eng,TZA
http://www.wikidata.org/entity/Q924,Tanzania,http://www.wikidata.org/entity/Q7838,Swahili,swa,TZA
http://www.wikidata.org/entity/Q928,Philippines,http://www.wikidata.org/entity/Q1860,English,eng,PHL
http://www.wikidata.org/entity/Q928,Philippines,http://www.wikidata.org/entity/Q33298,Filipino,fil,PHL
http://www.wikidata.org/entity/Q929,Central African Republic,http://www.wikidata.org/entity/Q150,French,fra,CAF
http://www.wikidata.org/entity/Q929,Central African Republic,http://www.wikidata.org/entity/Q33954,Sango,sag,CAF
http://www.wikidata.org/entity/Q945,Togo,http://www.wikidata.org/entity/Q150,French,fra,TGO
http://www.wikidata.org/entity/Q948,Tunisia,http://www.wikidata.org/entity/Q13955,Arabic,ara,TUN
http://www.wikidata.org/entity/Q953,Zambia,http://www.wikidata.org/entity/Q1860,English,eng,ZMB
http://www.wikidata.org/entity/Q954,Zimbabwe,http://www.wikidata.org/entity/Q1860,English,eng,ZWE
http://www.wikidata.org/entity/Q954,Zimbabwe,http://www.wikidata.org/entity/Q13218,Xhosa,xho,ZWE
http://www.wikidata.org/entity/Q954,Zimbabwe,http://www.wikidata.org/entity/Q13311,chidandalanguage,ndc,ZWE
http://www.wikidata.org/entity/Q954,Zimbabwe,http://www.wikidata.org/entity/Q32704,Venda,ven,ZWE
http://www.wikidata.org/entity/Q954,Zimbabwe,http://www.wikidata.org/entity/Q33273,Chewa,nya,ZWE
http://www.wikidata.org/entity/Q954,Zimbabwe,http://www.wikidata.org/entity/Q33672,Kalanga,kck,ZWE
http://www.wikidata.org/entity/Q954,Zimbabwe,http://www.wikidata.org/entity/Q34004,Shona,sna,ZWE
http://www.wikidata.org/entity/Q954,Zimbabwe,http://www.wikidata.org/entity/Q34101,Tonga,toi,ZWE
http://www.wikidata.org/entity/Q954,Zimbabwe,http://www.wikidata.org/entity/Q34137,Tswana,tsn,ZWE
http://www.wikidata.org/entity/Q954,Zimbabwe,http://www.wikidata.org/entity/Q34327,Tsonga,tso,ZWE
http://www.wikidata.org/entity/Q954,Zimbabwe,http://www.wikidata.org/entity/Q34340,Sesotho,sot,ZWE
http://www.wikidata.org/entity/Q954,Zimbabwe,http://www.wikidata.org/entity/Q35613,Northern Ndebele,nde,ZWE
http://www.wikidata.org/entity/Q954,Zimbabwe,http://www.wikidata.org/entity/Q963636,Tshwa,hio,ZWE
http://www.wikidata.org/entity/Q954,Zimbabwe,http://www.wikidata.org/entity/Q8072097,Zimbabwe Sign Language,zib,ZWE
http://www.wikidata.org/entity/Q954,Zimbabwe,http://www.wikidata.org/entity/Q8826802,Barwe,bwg,ZWE
http://www.wikidata.org/entity/Q958,South Sudan,http://www.wikidata.org/entity/Q1860,English,eng,SSD
http://www.wikidata.org/entity/Q958,South Sudan,http://www.wikidata.org/entity/Q13955,Arabic,ara,SSD
http://www.wikidata.org/entity/Q962,Benin,http://www.wikidata.org/entity/Q150,French,fra,BEN
http://www.wikidata.org/entity/Q963,Botswana,http://www.wikidata.org/entity/Q1860,English,eng,BWA
http://www.wikidata.org/entity/Q9648,Falkland Islands,http://www.wikidata.org/entity/Q1860,English,eng,FLK
http://www.wikidata.org/entity/Q965,Burkina Faso,http://www.wikidata.org/entity/Q150,French,fra,BFA
http://www.wikidata.org/entity/Q967,Burundi,http://www.wikidata.org/entity/Q150,French,fra,BDI
http://www.wikidata.org/entity/Q967,Burundi,http://www.wikidata.org/entity/Q1860,English,eng,BDI
http://www.wikidata.org/entity/Q967,Burundi,http://www.wikidata.org/entity/Q33583,Kirundi,run,BDI
http://www.wikidata.org/entity/Q9676,Isle of Man,http://www.wikidata.org/entity/Q1860,English,eng,IMN
http://www.wikidata.org/entity/Q9676,Isle of Man,http://www.wikidata.org/entity/Q12175,Manx,glv,IMN
http://www.wikidata.org/entity/Q970,Comoros,http://www.wikidata.org/entity/Q150,French,fra,COM
http://www.wikidata.org/entity/Q970,Comoros,http://www.wikidata.org/entity/Q13955,Arabic,ara,COM
http://www.wikidata.org/entity/Q971,Republic of the Congo,http://www.wikidata.org/entity/Q150,French,fra,COG
http://www.wikidata.org/entity/Q974,Democratic Republic of the Congo,http://www.wikidata.org/entity/Q150,French,fra,COD
http://www.wikidata.org/entity/Q977,Djibouti,http://www.wikidata.org/entity/Q150,French,fra,DJI
http://www.wikidata.org/entity/Q977,Djibouti,http://www.wikidata.org/entity/Q13955,Arabic,ara,DJI
http://www.wikidata.org/entity/Q983,Equatorial Guinea,http://www.wikidata.org/entity/Q150,French,fra,GNQ
http://www.wikidata.org/entity/Q983,Equatorial Guinea,http://www.wikidata.org/entity/Q1321,Spanish,spa,GNQ
http://www.wikidata.org/entity/Q983,Equatorial Guinea,http://www.wikidata.org/entity/Q5146,Portuguese,por,GNQ
http://www.wikidata.org/entity/Q986,Eritrea,http://www.wikidata.org/entity/Q1860,English,eng,ERI
http://www.wikidata.org/entity/Q986,Eritrea,http://www.wikidata.org/entity/Q13955,Arabic,ara,ERI
http://www.wikidata.org/entity/Q986,Eritrea,http://www.wikidata.org/entity/Q34124,Tigrinya,tir,ERI
