,ISO,WALS_ID,Name,Macroarea,Native_country,Latitude_lang,Longitude_lang,Family,Genus,Country_name,countryISO,Status,num_speakers,HDI,country_population,Country_coord,cant_paises,Country_lat,Country_long,nearest,Status_binario,official_in
276,bth,bit,Biatah,Papunesia,MY ID,1.25,110.0,Austronesian,Land Dayak,"['Indonesia', 'Malaysia']","['IDN', 'MYS']",6b Threatened,63900.0,"[0.694, 0.802]","[270625568.0, 31624264.0]","[<shapely.geometry.point.Point object at 0x7f5398e19700>, <shapely.geometry.point.Point object at 0x7f5398e19820>]",2,"[118.0, 108.0]","[-2.0, 3.0]",11.0,0.0,
277,ssb,bjs,Sama (Southern),Papunesia,MY PH,4.5,118.5,Austronesian,Sama-Bajaw,Philippines,PHL,5 Developing,260000.0,0.699,100981437.0,POINT (123 12),1,123.0,12.0,122.0,1.0,
278,bdh,bka,Baka (in South Sudan),Africa,SS,4.83333333333,29.25,Central Sudanic,Bongo-Bagirmi,"['South Sudan', 'Democratic Republic of the Congo']","['SSD', 'COD']",5 Developing,62300.0,"[0.388, 0.457]","[12575714.0, 86790567.0]","[<shapely.geometry.point.Point object at 0x7f5398e19880>, <shapely.geometry.point.Point object at 0x7f5398e19a90>]",2,"[30.0, 23.656]","[7.0, -2.88]",64.0,1.0,
279,xub,bkb,Betta Kurumba,Eurasia,IN,11.5,76.75,Dravidian,Southern Dravidian,India,IND,5 Developing,32000.0,0.64,1326093247.0,POINT (83 22.8),1,83.0,22.8,61.0,1.0,
280,bkd,bkd,Binukid,Papunesia,PH,8.25,124.833333333,Austronesian,Greater Central Philippine,Philippines,PHL,5 Developing,122000.0,0.699,100981437.0,POINT (123 12),1,123.0,12.0,150.0,1.0,
281,bkq,bki,Bakairí,South America,BR,-14.0,-55.0,Cariban,Cariban,Brazil,BRA,5 Developing,950.0,0.754,210147125.0,POINT (-53 -14),1,-53.0,-14.0,43.0,1.0,
282,bcl,bkl,Bikol,Papunesia,PH,13.3333333333,123.5,Austronesian,Greater Central Philippine,Philippines,PHL,3 Wider Communication,2500000.0,0.699,100981437.0,POINT (123 12),1,123.0,12.0,113.0,1.0,
283,bdu,bkn,Bakundu,Africa,CM,4.83333333333,9.33333333333,Niger-Congo,Bantoid,Cameroon,CMR,5 Developing,106000.0,0.556,24053727.0,POINT (12 7),1,12.0,7.0,250.0,1.0,
284,bdu,ldo,Londo,Africa,CM,5.0,9.16666666667,Niger-Congo,Bantoid,Cameroon,CMR,5 Developing,106000.0,0.556,24053727.0,POINT (12 7),1,12.0,7.0,250.0,1.0,
285,btx,bkr,Batak (Karo),Papunesia,ID,3.25,98.25,Austronesian,Northwest Sumatra-Barrier Islands,Indonesia,IDN,6b Threatened,600000.0,0.694,270625568.0,POINT (118 -2),1,118.0,-2.0,52.0,0.0,
286,bkk,bkt,Brokskat,Eurasia,PK IN,35.3333333333,76.5,Indo-European,Indic,India,IND,6b Threatened,10000.0,0.64,1326093247.0,POINT (83 22.8),1,83.0,22.8,51.0,0.0,
287,bri,bku,Bakueri,Africa,CM,4.25,9.25,Niger-Congo,Bantoid,Cameroon,CMR,6b Threatened,32000.0,0.556,24053727.0,POINT (12 7),1,12.0,7.0,253.0,0.0,
288,bla,bla,Blackfoot,North America,CA US,50.0,-112.666666667,Algic,Algonquian,"['Canada', 'United States of America']","['CAN', 'USA']",7 Shifting,5000.0,"[0.926, 0.92]","[37894799.0, 331449281.0]","[<shapely.geometry.point.Point object at 0x7f5398e19f40>, <shapely.geometry.point.Point object at 0x7f5398e19f10>]",2,"[-109.0, -98.5795]","[56.0, 39.828175]",10.0,0.0,
289,bgp,blc,Baluchi,Eurasia,PK AF IR,28.0,62.0,Indo-European,Iranian,Pakistan,PAK,5 Developing,3050000.0,0.562,216565318.0,POINT (71 30),1,71.0,30.0,12.0,1.0,
290,bci,ble,Baule,Africa,CI,7.0,-5.0,Niger-Congo,Kwa,"['Ghana', 'Ivory Coast']","['GHA', 'CIV']",5 Developing,2100000.0,"[0.592, 0.492]","[26908262.0, 24294750.0]","[<shapely.geometry.point.Point object at 0x7f5398e47040>, <shapely.geometry.point.Point object at 0x7f5398dd6910>]",2,"[-0.5, -6.0]","[8.0, 8.0]",227.0,1.0,
291,blw,blg,Balangao,Papunesia,PH,17.1666666667,121.166666667,Austronesian,Northern Luzon,Philippines,PHL,4 Educational,11500.0,0.699,100981437.0,POINT (123 12),1,123.0,12.0,96.0,1.0,
292,koe,blj,Baale,Africa,SS,6.5,34.5,Eastern Sudanic,Surmic,"['Ethiopia', 'South Sudan']","['ETH', 'SSD']",6a Vigorous,7360.0,"[0.463, 0.388]","[104957438.0, 12575714.0]","[<shapely.geometry.point.Point object at 0x7f5398dd6ee0>, <shapely.geometry.point.Point object at 0x7f5398dd6ac0>]",2,"[40.0, 30.0]","[9.0, 7.0]",95.0,1.0,
293,blz,blk,Balantak,Papunesia,ID,-0.833333333333,123.25,Austronesian,Celebic,Indonesia,IDN,5 Developing,20500.0,0.694,270625568.0,POINT (118 -2),1,118.0,-2.0,142.0,1.0,
294,byn,bln,Bilin,Africa,ER,15.75,38.5,Afro-Asiatic,Central Cushitic,Eritrea,ERI,5 Developing,70000.0,0.44,3497000.0,POINT (38.25 15.483333),1,38.25,15.483333,76.0,1.0,
295,bol,blq,Bole,Africa,NG,11.3333333333,11.25,Afro-Asiatic,West Chadic,Nigeria,NGA,6a Vigorous,216000.0,0.532,190886311.0,POINT (8 9),1,8.0,9.0,245.0,1.0,
296,bel,blr,Belorussian,Eurasia,BY,54.0,28.0,Indo-European,Slavic,"['Canada', 'United States of America', 'Poland', 'Lithuania', 'Russia', 'Belarus', 'Latvia', 'Ukraine']","['CAN', 'USA', 'POL', 'LTU', 'RUS', 'BLR', 'LVA', 'UKR']",1 National,7900000.0,"[0.926, 0.92, 0.843, 0.839, 0.816, 0.798, 0.819, 0.747]","[37894799.0, 331449281.0, 38382576.0, 2790842.0, 146804372.0, 9349645.0, 1909000.0, 42558328.0]","[<shapely.geometry.point.Point object at 0x7f5398dd61c0>, <shapely.geometry.point.Point object at 0x7f5398dd60a0>, <shapely.geometry.point.Point object at 0x7f5398dd6280>, <shapely.geometry.point.Point object at 0x7f5398dd6220>, <shapely.geometry.point.Point object at 0x7f5398dd6340>, <shapely.geometry.point.Point object at 0x7f5398dd61f0>, <shapely.geometry.point.Point object at 0x7f5398dd67c0>, <shapely.geometry.point.Point object at 0x7f5398dd63d0>]",8,"[-109.0, -98.5795, 19.0, 24.0, 94.25, 28.046666666, 25.0, 32.0]","[56.0, 39.828175, 52.0, 55.2, 66.416666666, 53.528333333, 57.0, 49.0]",94.0,1.0,"['BLR', 'BYS']"
297,bft,blt,Balti,Eurasia,PK IN,35.0,76.0,Sino-Tibetan,Bodic,"['India', 'Pakistan']","['IND', 'PAK']",5 Developing,438800.0,"[0.64, 0.562]","[1326093247.0, 216565318.0]","[<shapely.geometry.point.Point object at 0x7f5398dd63a0>, <shapely.geometry.point.Point object at 0x7f5398dd6370>]",2,"[83.0, 71.0]","[22.8, 30.0]",16.0,1.0,
298,lua,blu,Bena-Lulua,Africa,CD,-6.0,21.0,Niger-Congo,Bantoid,"['Angola', 'Democratic Republic of the Congo']","['AGO', 'COD']",2 Provincial,6300000.0,"[0.581, 0.457]","[29784193.0, 86790567.0]","[<shapely.geometry.point.Point object at 0x7f5398dd6520>, <shapely.geometry.point.Point object at 0x7f5398dd6610>]",2,"[17.35, 23.656]","[-12.35, -2.88]",64.0,1.0,
299,lua,cil,CiLuba,Africa,CD,-6.0,22.0,Niger-Congo,Bantoid,"['Angola', 'Democratic Republic of the Congo']","['AGO', 'COD']",2 Provincial,6300000.0,"[0.581, 0.457]","[29784193.0, 86790567.0]","[<shapely.geometry.point.Point object at 0x7f5398dd65e0>, <shapely.geometry.point.Point object at 0x7f5398dd6760>]",2,"[17.35, 23.656]","[-12.35, -2.88]",64.0,1.0,
300,tzm,bma,Berber (Middle Atlas),Africa,MA,33.0,-5.0,Afro-Asiatic,Berber,Morocco,MAR,6a Vigorous,3000000.0,0.667,36029138.0,POINT (-6 32),1,-6.0,32.0,30.0,1.0,
301,tzm,bse,Berber (Ayt Seghrouchen Middle Atlas),Africa,MA,33.3333333333,-4.66666666667,Afro-Asiatic,Berber,Morocco,MAR,6a Vigorous,3000000.0,0.667,36029138.0,POINT (-6 32),1,-6.0,32.0,31.0,1.0,
302,bim,bmb,Bimoba,Africa,GH,10.5,0.0,Niger-Congo,Northern-Central Gur,Ghana,GHA,6b Threatened,176000.0,0.592,26908262.0,POINT (-0.5 8),1,-0.5,8.0,135.0,0.0,
303,bax,bmn,Bamun,Africa,CM,5.5,10.9166666667,Niger-Congo,Bantoid,Cameroon,CMR,3 Wider Communication,420000.0,0.556,24053727.0,POINT (12 7),1,12.0,7.0,248.0,1.0,
304,bmu,bmr,Burum,Papunesia,PG,-6.5,147.333333333,Trans-New Guinea,Finisterre-Huon,Papua New Guinea,PNG,4 Educational,10000.0,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,310.0,1.0,
305,mzb,bmz,Berber (Mzab),Africa,DZ,32.5,3.5,Afro-Asiatic,Berber,Algeria,DZA,6b Threatened,150000.0,0.754,41318142.0,POINT (1 28),1,1.0,28.0,51.0,0.0,
306,jaa,bna,Banawá,South America,BR,-7.0,-65.0,Arauan,Arauan,Brazil,BRA,4 Educational,780.0,0.754,210147125.0,POINT (-53 -14),1,-53.0,-14.0,88.0,1.0,
307,jaa,jmm,Jamamadi,South America,BR,-7.5,-67.0,Arauan,Arauan,Brazil,BRA,4 Educational,780.0,0.754,210147125.0,POINT (-53 -14),1,-53.0,-14.0,97.0,1.0,
308,jaa,jwr,Jarawara,South America,BR,-7.5,-65.5,Arauan,Arauan,Brazil,BRA,4 Educational,780.0,0.754,210147125.0,POINT (-53 -14),1,-53.0,-14.0,89.0,1.0,
309,bck,bnb,Bunuba,Australia,AU,-17.75,125.75,Bunuban,Bunuban,Australia,AUS,8a Moribund,110.0,0.939,24511800.0,POINT (137 -28),1,137.0,-28.0,113.0,0.0,
310,bza,bnd,Bandi,Africa,LR,8.08333333333,-10.25,Mande,Western Mande,Liberia,LBR,5 Developing,161000.0,0.435,4731906.0,POINT (-9.75 6.533333),1,-9.75,6.533333,60.0,1.0,
311,byx,bng,Qaget,Papunesia,PG,-4.58333333333,152.0,Baining,Baining,Papua New Guinea,PNG,5 Developing,15000.0,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,239.0,1.0,
312,bin,bni,Bini,Africa,NG,6.41666666667,5.83333333333,Niger-Congo,Edoid,Nigeria,NGA,4 Educational,1600000.0,0.532,190886311.0,POINT (8 9),1,8.0,9.0,190.0,1.0,
313,abb,bnk,Bankon,Africa,CM,4.41666666667,9.58333333333,Niger-Congo,Bantoid,Cameroon,CMR,6b Threatened,12000.0,0.556,24053727.0,POINT (12 7),1,12.0,7.0,250.0,0.0,
314,bjb,bnl,Banggarla,Australia,AU,-32.0,137.0,Pama-Nyungan,Central Pama-Nyungan,Australia,AUS,9 Dormant,0.0,0.939,24511800.0,POINT (137 -28),1,137.0,-28.0,28.0,0.0,
315,bjr,bnm,Binumarien,Papunesia,PG,-6.28333333333,146.083333333,Trans-New Guinea,Eastern Highlands,Papua New Guinea,PNG,6a Vigorous,1200.0,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,325.0,1.0,
316,bcm,bnn,Banoni,Papunesia,PG,-6.41666666667,155.25,Austronesian,Oceanic,Papua New Guinea,PNG,6a Vigorous,4500.0,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,145.0,1.0,
317,bao,bno,Waimaha,South America,CO,0.333333333333,-70.25,Tucanoan,Tucanoan,"['Brazil', 'Colombia']","['BRA', 'COL']",5 Developing,131.0,"[0.754, 0.747]","[210147125.0, 49065615.0]","[<shapely.geometry.point.Point object at 0x7f5398e4b340>, <shapely.geometry.point.Point object at 0x7f5398e4bd60>]",2,"[-53.0, -74.0]","[-14.0, 4.0]",2.0,1.0,
318,nhb,bnq,Beng,Africa,CI,7.83333333333,-4.25,Mande,Eastern Mande,Ivory Coast,CIV,6a Vigorous,17000.0,0.492,24294750.0,POINT (-6 8),1,-6.0,8.0,70.0,1.0,
319,nbj,bnr,Bilinarra,Australia,AU,-16.0,131.666666667,Pama-Nyungan,Western Pama-Nyungan,Australia,AUS,8a Moribund,50.0,0.939,24511800.0,POINT (137 -28),1,137.0,-28.0,140.0,0.0,
320,nbj,ngy,Ngarinyman,Australia,AU,-16.5,130.5,Pama-Nyungan,Western Pama-Nyungan,Australia,AUS,8a Moribund,50.0,0.939,24511800.0,POINT (137 -28),1,137.0,-28.0,132.0,0.0,
321,bnq,bnt,Bantik,Papunesia,ID,1.41666666667,124.75,Austronesian,Sangiric,Indonesia,IDN,8a Moribund,1200.0,0.694,270625568.0,POINT (118 -2),1,118.0,-2.0,169.0,0.0,
322,yil,bnu,Bularnu,Australia,AU,-21.0,138.0,Pama-Nyungan,Western Pama-Nyungan,Australia,AUS,10 Extinct,0.0,0.939,24511800.0,POINT (137 -28),1,137.0,-28.0,117.0,0.0,
323,bvv,bnv,Baniva,South America,,5.26,-67.56,Arawakan,Alto-Orinoco,Venezuela,VEN,10 Extinct,0.0,0.761,28515829.0,POINT (-67 8),1,-67.0,8.0,62.0,0.0,
324,bwi,bnw,Baniwa,South America,BR VR,2.66666666667,-66.8333333333,Arawakan,Inland Northern Maipuran,"['Brazil', 'Venezuela', 'Colombia']","['BRA', 'VEN', 'COL']",8a Moribund,6420.0,"[0.754, 0.761, 0.747]","[210147125.0, 28515829.0, 49065615.0]","[<shapely.geometry.point.Point object at 0x7f5398e4f3d0>, <shapely.geometry.point.Point object at 0x7f5398e4f490>, <shapely.geometry.point.Point object at 0x7f5398e4f580>]",3,"[-53.0, -67.0, -74.0]","[-14.0, 8.0, 4.0]",20.0,0.0,
325,kvg,boa,Boazi,Papunesia,PG,-7.0,141.333333333,Anim,Marind,Papua New Guinea,PNG,5 Developing,4500.0,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,365.0,1.0,
326,bni,bob,Bobangi,Africa,CD,-1.33333333333,17.3333333333,Niger-Congo,Bantoid,"['Republic of the Congo', 'Democratic Republic of the Congo']","['COG', 'COD']",6a Vigorous,164340.0,"[0.606, 0.457]","[5260750.0, 86790567.0]","[<shapely.geometry.point.Point object at 0x7f5398e4f4f0>, <shapely.geometry.point.Point object at 0x7f5398e4f160>]",2,"[15.383330555, 23.656]","[-0.75, -2.88]",129.0,1.0,
327,brx,bod,Bodo,Eurasia,IN,26.8333333333,92.0,Sino-Tibetan,Bodo-Garo,India,IND,5 Developing,1482929.0,0.64,1326093247.0,POINT (83 22.8),1,83.0,22.8,114.0,1.0,
328,bzf,boi,Boiken,Papunesia,PG,-3.5,143.5,Sepik,Ndu,Papua New Guinea,PNG,5 Developing,35000.0,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,320.0,1.0,
329,adi,boj,Bori,Eurasia,IN,28.3333333333,94.75,Sino-Tibetan,Tani,"[""People's Republic of China"", 'India']","['CHN', 'IND']",5 Developing,151090.0,"[0.752, 0.64]","[1409517397.0, 1443497378.0, 1326093247.0]","[<shapely.geometry.point.Point object at 0x7f5398e4f6d0>, <shapely.geometry.point.Point object at 0x7f5398e4f7c0>]",2,"[103.451944444, 83.0]","[35.844722222, 22.8]",30.0,1.0,
330,adi,boq,Bokar,Eurasia,IN,28.5,94.6666666667,Sino-Tibetan,Tani,"[""People's Republic of China"", 'India']","['CHN', 'IND']",5 Developing,151090.0,"[0.752, 0.64]","[1409517397.0, 1443497378.0, 1326093247.0]","[<shapely.geometry.point.Point object at 0x7f5398e4f790>, <shapely.geometry.point.Point object at 0x7f5398e4f970>]",2,"[103.451944444, 83.0]","[35.844722222, 22.8]",30.0,1.0,
331,adi,gal,Galo,Eurasia,IN,28.1666666667,94.6666666667,Sino-Tibetan,Tani,"[""People's Republic of China"", 'India']","['CHN', 'IND']",5 Developing,151090.0,"[0.752, 0.64]","[1409517397.0, 1443497378.0, 1326093247.0]","[<shapely.geometry.point.Point object at 0x7f5398e4fa00>, <shapely.geometry.point.Point object at 0x7f5398e4faf0>]",2,"[103.451944444, 83.0]","[35.844722222, 22.8]",30.0,1.0,
332,adi,mil,Milang,Eurasia,IN,28.5,95.25,Sino-Tibetan,Tani,"[""People's Republic of China"", 'India']","['CHN', 'IND']",5 Developing,151090.0,"[0.752, 0.64]","[1409517397.0, 1443497378.0, 1326093247.0]","[<shapely.geometry.point.Point object at 0x7f5398e4f9d0>, <shapely.geometry.point.Point object at 0x7f5398e4f9a0>]",2,"[103.451944444, 83.0]","[35.844722222, 22.8]",30.0,1.0,
333,bqc,bok,Boko,Africa,NG BJ,10.5,3.5,Mande,Eastern Mande,"['Benin', 'Nigeria']","['BEN', 'NGA']",5 Developing,150000.0,"[0.515, 0.532]","[11175692.0, 190886311.0]","[<shapely.geometry.point.Point object at 0x7f5398e4fc40>, <shapely.geometry.point.Point object at 0x7f5398e4fbe0>]",2,"[2.183333333, 8.0]","[8.833333333, 9.0]",481.0,1.0,
334,bli,bol,Bolia,Africa,CD,-1.25,18.3333333333,Niger-Congo,Bantoid,Democratic Republic of the Congo,COD,6a Vigorous,100000.0,0.457,86790567.0,POINT (23.656 -2.88),1,23.656,-2.88,140.0,1.0,
335,bpu,bon,Bongu,Papunesia,PG,-5.5,145.916666667,Trans-New Guinea,Madang,Papua New Guinea,PNG,6a Vigorous,850.0,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,326.0,1.0,
336,boa,bor,Bora,South America,CO PE,-2.16666666667,-72.3333333333,Huitotoan,Boran,"['Peru', 'Colombia']","['PER', 'COL']",7 Shifting,1350.0,"[0.75, 0.747]","[29381884.0, 49065615.0]","[<shapely.geometry.point.Point object at 0x7f5398e4fdc0>, <shapely.geometry.point.Point object at 0x7f5398e4fd00>]",2,"[-76.0, -74.0]","[-9.4, 4.0]",2.0,0.0,
337,bos,bos,Bosnian,Eurasia,BA,43.0,18.0,Indo-European,Slavic,"['Turkey', 'Croatia', 'Bosnia and Herzegovina', 'Montenegro']","['TUR', 'HRV', 'BIH', 'MNE']",1 National,3500000.0,"[0.82, 0.831, 0.733, 0.802]","[83614362.0, 4105493.0, 3507017.0, 622359.0]","[<shapely.geometry.point.Point object at 0x7f5398e4fdf0>, <shapely.geometry.point.Point object at 0x7f5398e4fd90>, <shapely.geometry.point.Point object at 0x7f5398e4fe20>, <shapely.geometry.point.Point object at 0x7f5398e4ffd0>]",4,"[36.0, 15.466667, 18.0, 19.216667]","[39.0, 45.25, 44.0, 42.766667]",154.0,1.0,['BIH']
338,oua,bou,Berber (Wargla),Africa,DZ,31.9166666667,5.33333333333,Afro-Asiatic,Berber,Algeria,DZA,6b Threatened,20000.0,0.754,41318142.0,POINT (1 28),1,1.0,28.0,62.0,0.0,
339,boz,boz,Bozo (Tigemaxo),Africa,ML,15.0,-4.0,Mande,Western Mande,Mali,MLI,5 Developing,118000.0,0.427,18541980.0,POINT (-4 17),1,-4.0,17.0,71.0,1.0,
340,bwr,bpa,Bura-Pabir,Africa,NG,10.5,12.25,Afro-Asiatic,Biu-Mandara,Nigeria,NGA,6b Threatened,482000.0,0.532,190886311.0,POINT (8 9),1,8.0,9.0,249.0,0.0,
341,bdq,bpb,Bahnar,Eurasia,VN,13.8333333333,108.333333333,Austro-Asiatic,Bahnaric,Vietnam,VNM,5 Developing,228000.0,0.694,94660000.0,POINT (108 16),1,108.0,16.0,49.0,1.0,
342,eus,bqb,Basque (Bidasoa Valley),Eurasia,ES,43.0,-3.83333333333,Basque,Basque,"['Spain', 'France']","['ESP', 'FRA']",2 Provincial,537860.0,"[0.876, 0.888]","[46733038.0, 66628000.0]","[<shapely.geometry.point.Point object at 0x7f5398e521f0>, <shapely.geometry.point.Point object at 0x7f5398e52130>]",2,"[-3.5, 2.0]","[40.2, 47.0]",114.0,1.0,['SPM']
343,eus,bqg,Basque (Gernica),Eurasia,ES,43.3333333333,-3.0,Basque,Basque,"['Spain', 'France']","['ESP', 'FRA']",2 Provincial,537860.0,"[0.876, 0.888]","[46733038.0, 66628000.0]","[<shapely.geometry.point.Point object at 0x7f5398e52160>, <shapely.geometry.point.Point object at 0x7f5398e521c0>]",2,"[-3.5, 2.0]","[40.2, 47.0]",114.0,1.0,['SPM']
344,eus,bqh,Basque (Hondarribia),Eurasia,ES,42.5,-3.0,Basque,Basque,"['Spain', 'France']","['ESP', 'FRA']",2 Provincial,537860.0,"[0.876, 0.888]","[46733038.0, 66628000.0]","[<shapely.geometry.point.Point object at 0x7f5398e52280>, <shapely.geometry.point.Point object at 0x7f5398e52250>]",2,"[-3.5, 2.0]","[40.2, 47.0]",114.0,1.0,['SPM']
345,eus,bqi,Basque (Basaburua and Imoz),Eurasia,ES,43.0,-1.66666666667,Basque,Basque,"['Spain', 'France']","['ESP', 'FRA']",2 Provincial,537860.0,"[0.876, 0.888]","[46733038.0, 66628000.0]","[<shapely.geometry.point.Point object at 0x7f5398e52340>, <shapely.geometry.point.Point object at 0x7f5398e524c0>]",2,"[-3.5, 2.0]","[40.2, 47.0]",114.0,1.0,['SPM']
346,eus,bql,Basque (Lekeitio),Eurasia,ES,43.0,-2.5,Basque,Basque,"['Spain', 'France']","['ESP', 'FRA']",2 Provincial,537860.0,"[0.876, 0.888]","[46733038.0, 66628000.0]","[<shapely.geometry.point.Point object at 0x7f5398e52490>, <shapely.geometry.point.Point object at 0x7f5398e52400>]",2,"[-3.5, 2.0]","[40.2, 47.0]",114.0,1.0,['SPM']
347,eus,bqn,Basque (Northern High Navarrese),Eurasia,ES,43.3333333333,-2.5,Basque,Basque,"['Spain', 'France']","['ESP', 'FRA']",2 Provincial,537860.0,"[0.876, 0.888]","[46733038.0, 66628000.0]","[<shapely.geometry.point.Point object at 0x7f5398e524f0>, <shapely.geometry.point.Point object at 0x7f5398e52370>]",2,"[-3.5, 2.0]","[40.2, 47.0]",114.0,1.0,['SPM']
348,eus,bqo,Basque (Oñati),Eurasia,ES,42.5,-3.5,Basque,Basque,"['Spain', 'France']","['ESP', 'FRA']",2 Provincial,537860.0,"[0.876, 0.888]","[46733038.0, 66628000.0]","[<shapely.geometry.point.Point object at 0x7f5398e52970>, <shapely.geometry.point.Point object at 0x7f5398e52580>]",2,"[-3.5, 2.0]","[40.2, 47.0]",114.0,1.0,['SPM']
349,eus,bqr,Basque (Roncalese),Eurasia,ES,43.0,-2.0,Basque,Basque,"['Spain', 'France']","['ESP', 'FRA']",2 Provincial,537860.0,"[0.876, 0.888]","[46733038.0, 66628000.0]","[<shapely.geometry.point.Point object at 0x7f5398e525b0>, <shapely.geometry.point.Point object at 0x7f5398e52940>]",2,"[-3.5, 2.0]","[40.2, 47.0]",114.0,1.0,['SPM']
350,eus,bqs,Basque (Sakana),Eurasia,ES,42.5,-2.0,Basque,Basque,"['Spain', 'France']","['ESP', 'FRA']",2 Provincial,537860.0,"[0.876, 0.888]","[46733038.0, 66628000.0]","[<shapely.geometry.point.Point object at 0x7f5398e527f0>, <shapely.geometry.point.Point object at 0x7f5398e52b50>]",2,"[-3.5, 2.0]","[40.2, 47.0]",114.0,1.0,['SPM']
351,eus,bqz,Basque (Zeberio),Eurasia,ES,42.0,-3.0,Basque,Basque,"['Spain', 'France']","['ESP', 'FRA']",2 Provincial,537860.0,"[0.876, 0.888]","[46733038.0, 66628000.0]","[<shapely.geometry.point.Point object at 0x7f5398e52ac0>, <shapely.geometry.point.Point object at 0x7f5398e52a00>]",2,"[-3.5, 2.0]","[40.2, 47.0]",114.0,1.0,['SPM']
352,eus,bso,Basque (Souletin),Eurasia,FR,43.5,-1.5,Basque,Basque,"['Spain', 'France']","['ESP', 'FRA']",2 Provincial,537860.0,"[0.876, 0.888]","[46733038.0, 66628000.0]","[<shapely.geometry.point.Point object at 0x7f5398e52be0>, <shapely.geometry.point.Point object at 0x7f5398e52af0>]",2,"[-3.5, 2.0]","[40.2, 47.0]",114.0,1.0,['SPM']
353,eus,bsq,Basque,Eurasia,FR ES,43.0,-3.0,,,"['Spain', 'France']","['ESP', 'FRA']",2 Provincial,537860.0,"[0.876, 0.888]","[46733038.0, 66628000.0]","[<shapely.geometry.point.Point object at 0x7f5398e52bb0>, <shapely.geometry.point.Point object at 0x7f5398e52cd0>]",2,"[-3.5, 2.0]","[40.2, 47.0]",114.0,1.0,['SPM']
354,brb,bra,Brao,Eurasia,VN,14.1666666667,107.5,Austro-Asiatic,Bahnaric,"['Cambodia', 'Laos', 'Vietnam']","['KHM', 'LAO', 'VNM']",5 Developing,35430.0,"[0.582, 0.601, 0.694]","[16005373.0, 6858160.0, 94660000.0]","[<shapely.geometry.point.Point object at 0x7f5398e52f40>, <shapely.geometry.point.Point object at 0x7f5398e52fd0>, <shapely.geometry.point.Point object at 0x7f5398e52e20>]",3,"[105.0, 104.0, 108.0]","[12.6, 18.2, 16.0]",57.0,1.0,
355,bba,brb,Bariba,Africa,NG BJ,10.0,2.5,Niger-Congo,Southern-Central Gur,"['Benin', 'Nigeria']","['BEN', 'NGA']",3 Wider Communication,1041000.0,"[0.515, 0.532]","[11175692.0, 190886311.0]","[<shapely.geometry.point.Point object at 0x7f5398e52e50>, <shapely.geometry.point.Point object at 0x7f5398e527c0>]",2,"[2.183333333, 8.0]","[8.833333333, 9.0]",481.0,1.0,
356,brn,brc,Boruca,North America,CR,8.83333333333,-83.25,Chibchan,Talamanca,Costa Rica,CRI,9 Dormant,0.0,0.794,4905769.0,POINT (-84 10),1,-84.0,10.0,45.0,0.0,
357,bcj,brd,Bardi,Australia,AU,-16.5833333333,122.916666667,Nyulnyulan,Nyulnyulan,Australia,AUS,8a Moribund,30.0,0.939,24511800.0,POINT (137 -28),1,137.0,-28.0,95.0,0.0,
358,bre,bre,Breton,Eurasia,FR,48.0,-3.0,Indo-European,Celtic,France,FRA,7 Shifting,206000.0,0.888,66628000.0,POINT (2 47),1,2.0,47.0,20.0,0.0,
359,rif,brf,Berber (Rif),Africa,MA DZ,34.5,-4.0,Afro-Asiatic,Berber,"['Spain', 'Algeria', 'Morocco']","['ESP', 'DZA', 'MAR']",5 Developing,4399000.0,"[0.876, 0.754, 0.667]","[46733038.0, 41318142.0, 36029138.0]","[<shapely.geometry.point.Point object at 0x7f5398e01070>, <shapely.geometry.point.Point object at 0x7f5398e010a0>, <shapely.geometry.point.Point object at 0x7f5398e01040>]",3,"[-3.5, 1.0, -6.0]","[40.2, 28.0, 32.0]",290.0,1.0,
360,brh,brh,Brahui,Eurasia,PK,28.5,67.0,Dravidian,Northern Dravidian,"['Iran', 'Pakistan', 'Turkmenistan', 'Afghanistan']","['IRN', 'PAK', 'TKM', 'AFG']",5 Developing,1800000.0,"[0.798, 0.562, 0.706, 0.498]","[79966230.0, 216565318.0, 5850901.0, 36643815.0]","[<shapely.geometry.point.Point object at 0x7f5398e01160>, <shapely.geometry.point.Point object at 0x7f5398e01430>, <shapely.geometry.point.Point object at 0x7f5398e014c0>, <shapely.geometry.point.Point object at 0x7f5398e01700>]",4,"[53.0, 71.0, 60.0, 66.0]","[32.0, 30.0, 39.0, 34.0]",37.0,1.0,
361,bzd,bri,Bribri,North America,CR,9.41666666667,-83.0,Chibchan,Talamanca,Costa Rica,CRI,6b Threatened,7000.0,0.794,4905769.0,POINT (-84 10),1,-84.0,10.0,41.0,0.0,
