,ISO,WALS_ID,Name,Macroarea,Country_ID,Latitude,Longitude,Family,Genus,senas,Status_X_L,wiki_country,countryISO,Status,num_speakers,HDI,country_population,Country_coord,cant_paises,Country_lat,Country_long,nearest
2255,trw,trw,Torwali,Eurasia,PK,34.25,72.0,Indo-European,Indic,0,L,Pakistan,PAK,6a Vigorous,,0.562,216565318.0,POINT (71 30),1,71.0,30.0,32.0
2256,tiy,try,Tiruray,Papunesia,PH,6.75,124.166666667,Austronesian,Bilic,0,L,Philippines,PHL,5 Developing,,0.699,100981437.0,POINT (123 12),1,123.0,12.0,162.0
2257,tkr,tsa,Tsakhur,Eurasia,AZ RU,41.6666666667,47.1666666667,Nakh-Daghestanian,Lezgic,0,L,"['Russia', 'Azerbaijan']","['RUS', 'AZE']",6b Threatened,23000.0,"[0.816, 0.751]","[146804372.0, 10127874.0]","[<shapely.geometry.point.Point object at 0x7f72c03af460>, <shapely.geometry.point.Point object at 0x7f72c03af4c0>]",2,"[94.25, 47.7]","[66.416666666, 40.3]",53.0
2258,aoz,tse,Timorese,Papunesia,ID,-9.66666666667,124.5,Austronesian,Central Malayo-Polynesian,0,L,"['Indonesia', 'East Timor']","['IDN', 'TLS']",5 Developing,,"[0.694, 0.625]","[270625568.0, 1296311.0]","[<shapely.geometry.point.Point object at 0x7f72c03af520>, <shapely.geometry.point.Point object at 0x7f72c03af580>]",2,"[118.0, 125.75]","[-2.0, -8.966667]",0.0
2259,cof,tsf,Tsafiki,South America,EC,-1.0,-79.3333333333,Barbacoan,Barbacoan,0,L,Ecuador,ECU,6b Threatened,,0.746,16624858.0,POINT (-78 -1),1,-78.0,-1.0,66.0
2260,tsg,tsg,Tausug,Papunesia,MY PH ID,6.0,121.0,Austronesian,Greater Central Philippine,0,L,Philippines,PHL,3 Wider Communication,,0.699,100981437.0,POINT (123 12),1,123.0,12.0,128.0
2261,par,tsh,Tümpisa Shoshone,North America,US,37.0,-117.0,Uto-Aztecan,Numic,0,L,United States of America,USA,8a Moribund,,0.92,331449281.0,POINT (-98.5795 39.828175),1,-98.5795,39.828175,101.0
2262,tsi,tsi,Tsimshian (Coast),North America,CA US,52.5,-129.0,Penutian,Tsimshianic,0,L,"['Canada', 'United States of America']","['CAN', 'USA']",8a Moribund,,"[0.926, 0.92]","[37894799.0, 331449281.0]","[<shapely.geometry.point.Point object at 0x7f72c03af700>, <shapely.geometry.point.Point object at 0x7f72c03af760>]",2,"[-109.0, -98.5795]","[56.0, 39.828175]",10.0
2263,taq,tsk,Tamashek,Africa,ML,20.0,-2.0,Afro-Asiatic,Berber,0,L,"['Algeria', 'Mali', 'Burkina Faso', 'Niger']","['DZA', 'MLI', 'BFA', 'NER']",5 Developing,281200.0,"[0.754, 0.427, 0.423, 0.354]","[41318142.0, 18541980.0, 19193382.0, 21477348.0]","[<shapely.geometry.point.Point object at 0x7f72c03af7f0>, <shapely.geometry.point.Point object at 0x7f72c03af7c0>, <shapely.geometry.point.Point object at 0x7f72c03af880>, <shapely.geometry.point.Point object at 0x7f72c03af8e0>]",4,"[1.0, -4.0, -2.066667, 10.0]","[28.0, 17.0, 12.266667, 17.0]",626.0
2264,tso,tsn,Tsonga,Africa,MZ ZA,-24.0,32.0,Niger-Congo,Bantoid,0,L,"['South Africa', 'Zimbabwe', 'Mozambique', 'Eswatini']","['ZAF', 'ZWE', 'MOZ', 'SWZ']",1 National,13000000.0,"[0.699, 0.535, 0.437, 0.588]","[59622350.0, 16529904.0, 29668834.0, 1124753.0]","[<shapely.geometry.point.Point object at 0x7f72c03af940>, <shapely.geometry.point.Point object at 0x7f72c03af9a0>, <shapely.geometry.point.Point object at 0x7f72c03afa00>, <shapely.geometry.point.Point object at 0x7f72c03afa60>]",4,"[24.0, 30.0, 35.0, 31.433333]","[-29.0, -19.0, -19.0, -26.483333]",3.0
2265,tsu,tso,Tsou,Papunesia,TW,23.5,120.75,Austronesian,Tsou,0,L,Taiwan,TWN,6b Threatened,,0.911,23593794.0,POINT (121 24),1,121.0,24.0,63.0
2266,trr,tsr,Taushiro,South America,PE,-3.25,-75.5,,,0,L,Peru,PER,8b Nearly Extinct,1.0,0.75,29381884.0,POINT (-76 -9.4),1,-76.0,-9.4,83.0
2267,huq,tst,Tsat,Eurasia,CN,18.25,109.5,Austronesian,Malayo-Sumbawan,0,L,People's Republic of China,CHN,6b Threatened,,0.752,"[1409517397.0, 1443497378.0]",POINT (103.451944444 35.844722222),1,103.451944444,35.844722222,55.0
2268,tsn,tsw,Tswana,Africa,ZA BW,-24.0,26.0,Niger-Congo,Bantoid,0,L,"['South Africa', 'Zimbabwe', 'Botswana', 'Namibia']","['ZAF', 'ZWE', 'BWA', 'NAM']",1 National,4500000.0,"[0.699, 0.535, 0.717, 0.647]","[59622350.0, 16529904.0, 2291661.0, 2533794.0]","[<shapely.geometry.point.Point object at 0x7f72c03afbe0>, <shapely.geometry.point.Point object at 0x7f72c03afc40>, <shapely.geometry.point.Point object at 0x7f72c03afca0>, <shapely.geometry.point.Point object at 0x7f72c03afd00>]",4,"[24.0, 30.0, 23.7, 17.0]","[-29.0, -19.0, -22.2, -23.0]",12.0
2269,ddo,tsz,Tsez,Eurasia,RU,42.25,45.75,Nakh-Daghestanian,Avar-Andic-Tsezic,0,L,"['Russia', 'Georgia']","['RUS', 'GEO']",6b Threatened,12467.0,"[0.816, 0.754]","[146804372.0, 3717100.0]","[<shapely.geometry.point.Point object at 0x7f72c03afd60>, <shapely.geometry.point.Point object at 0x7f72c03afdc0>]",2,"[94.25, 43.733330555]","[66.416666666, 42.016669444]",58.0
2270,tet,ttd,Tetun Dili,Papunesia,TL,-8.58333333333,125.583333333,Austronesian,Central Malayo-Polynesian,0,L,"['Portugal', 'Indonesia', 'Australia', 'East Timor']","['PRT', 'IDN', 'AUS', 'TLS']",5 Developing,463500.0,"[0.83, 0.694, 0.939, 0.625]","[10295909.0, 270625568.0, 24511800.0, 1296311.0]","[<shapely.geometry.point.Point object at 0x7f72c03afe20>, <shapely.geometry.point.Point object at 0x7f72c03afe80>, <shapely.geometry.point.Point object at 0x7f72c03afee0>, <shapely.geometry.point.Point object at 0x7f72c03aff40>]",4,"[-9.183333333, 118.0, 137.0, 125.75]","[38.7, -2.0, -28.0, -8.966667]",47.0
2271,tet,ttn,Tetun,Papunesia,TL,-9.0,126.0,Austronesian,Central Malayo-Polynesian,0,L,"['Portugal', 'Indonesia', 'Australia', 'East Timor']","['PRT', 'IDN', 'AUS', 'TLS']",5 Developing,463500.0,"[0.83, 0.694, 0.939, 0.625]","[10295909.0, 270625568.0, 24511800.0, 1296311.0]","[<shapely.geometry.point.Point object at 0x7f72c03affa0>, <shapely.geometry.point.Point object at 0x7f72c03b5040>, <shapely.geometry.point.Point object at 0x7f72c03b50a0>, <shapely.geometry.point.Point object at 0x7f72c03b5100>]",4,"[-9.183333333, 118.0, 137.0, 125.75]","[38.7, -2.0, -28.0, -8.966667]",47.0
2272,tks,tts,Tati (Southern),Eurasia,IR,36.0,49.6666666667,Indo-European,Iranian,0,L,Iran,IRN,7 Shifting,,0.798,79966230.0,POINT (53 32),1,53.0,32.0,44.0
2273,bbl,ttu,Tsova-Tush,Eurasia,GE,42.5,45.5,Nakh-Daghestanian,Nakh,0,L,Georgia,GEO,7 Shifting,3420.0,0.754,3717100.0,POINT (43.733330555 42.016669444),1,43.733330555,42.016669444,47.0
2274,tav,tty,Tatuyo,South America,CO,0.416666666667,-70.5,Tucanoan,Tucanoan,0,L,Colombia,COL,6a Vigorous,,0.747,49065615.0,POINT (-74 4),1,-74.0,4.0,85.0
2275,pmt,tua,Tuamotuan,Papunesia,PF,-17.0,-144.0,Austronesian,Oceanic,0,L,France,FRA,6b Threatened,15000.0,0.888,66628000.0,POINT (2 47),1,2.0,47.0,1.0
2276,tbu,tub,Tubar,North America,MX,27.0,-108.0,Uto-Aztecan,Tubar,0,X,Mexico,MEX,10 Extinct,,0.756,124777324.0,POINT (-102 23),1,-102.0,23.0,79.0
2277,tuo,tuc,Tucano,South America,CO BR,0.5,-69.1666666667,Tucanoan,Tucanoan,0,L,"['Brazil', 'Colombia']","['BRA', 'COL']",5 Developing,,"[0.754, 0.747]","[210147125.0, 49065615.0]","[<shapely.geometry.point.Point object at 0x7f72c03b5340>, <shapely.geometry.point.Point object at 0x7f72c03b53a0>]",2,"[-53.0, -74.0]","[-14.0, 4.0]",2.0
2278,tsm,tui,Türk Isaret Dili,Eurasia,TR,39.0,34.0,other,Sign Languages,0,L,Turkey,TUR,6a Vigorous,,0.82,83614362.0,POINT (36 39),1,36.0,39.0,32.0
2279,tcy,tul,Tulu,Eurasia,IN,12.75,75.3333333333,Dravidian,Southern Dravidian,0,L,India,IND,5 Developing,2000000.0,0.64,1326093247.0,POINT (83 22.8),1,83.0,22.8,61.0
2280,tmq,tum,Tumleo,Papunesia,PG,-3.08333333333,142.416666667,Austronesian,Oceanic,0,L,Papua New Guinea,PNG,6a Vigorous,,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,323.0
2281,tun,tun,Tunica,North America,US,32.6666666667,-91.0,,,0,L,United States of America,USA,9 Reawakening,,0.92,331449281.0,POINT (-98.5795 39.828175),1,-98.5795,39.828175,37.0
2282,tur,tur,Turkish,Eurasia,TR,39.0,35.0,Altaic,Turkic,0,L,"['Greece', 'Turkey', 'Bulgaria', 'Cyprus', 'Turkish Republic of Northern Cyprus']","['GRC', 'TUR', 'BGR', 'CYP']",1 National,82231620.0,"[0.865, 0.82, 0.782, 0.85]","[10760421.0, 83614362.0, 7000039.0, 1141166.0, 313626.0]","[<shapely.geometry.point.Point object at 0x7f72c03b5580>, <shapely.geometry.point.Point object at 0x7f72c03b55e0>, <shapely.geometry.point.Point object at 0x7f72c03b5640>, <shapely.geometry.point.Point object at 0x7f72c03b56a0>, <shapely.geometry.point.Point object at 0x7f72c03b5700>]",4,"[23.0, 36.0, 25.5, 33.0, 33.363474]","[38.5, 39.0, 42.75, 35.0, 35.180975]",145.0
2283,tus,tus,Tuscarora,North America,US,36.0,-77.5,Iroquoian,Northern Iroquoian,0,L,"['Canada', 'United States of America']","['CAN', 'USA']",8b Nearly Extinct,,"[0.926, 0.92]","[37894799.0, 331449281.0]","[<shapely.geometry.point.Point object at 0x7f72c03b5760>, <shapely.geometry.point.Point object at 0x7f72c03b57c0>]",2,"[-109.0, -98.5795]","[56.0, 39.828175]",10.0
2284,ttm,tut,Tutchone (Northern),North America,CA,63.0,-137.0,Na-Dene,Athapaskan,0,L,Canada,CAN,8a Moribund,,0.926,37894799.0,POINT (-109 56),1,-109.0,56.0,6.0
2285,tyv,tuv,Tuvan,Eurasia,RU MN,52.0,95.0,Altaic,Turkic,0,L,"['Russia', 'Mongolia']","['RUS', 'MNG']",2 Provincial,297000.0,"[0.816, 0.741]","[146804372.0, 3075647.0]","[<shapely.geometry.point.Point object at 0x7f72c03b5880>, <shapely.geometry.point.Point object at 0x7f72c03b58e0>]",2,"[94.25, 104.0]","[66.416666666, 47.0]",9.0
2286,tue,tuy,Tuyuca,South America,CO BR,0.5,-70.0833333333,Tucanoan,Tucanoan,0,L,"['Brazil', 'Colombia']","['BRA', 'COL']",6b Threatened,,"[0.754, 0.747]","[210147125.0, 49065615.0]","[<shapely.geometry.point.Point object at 0x7f72c03b5940>, <shapely.geometry.point.Point object at 0x7f72c03b59a0>]",2,"[-53.0, -74.0]","[-14.0, 4.0]",2.0
2287,tvt,tvt,Tutsa,Eurasia,IN,27.5,96.5,Sino-Tibetan,Northern Naga,0,L,India,IND,6a Vigorous,,0.64,1326093247.0,POINT (83 22.8),1,83.0,22.8,76.0
2288,twa,twa,Twana,North America,US,47.6666666667,-122.75,Salishan,Central Salish,0,L,United States of America,USA,9 Dormant,,0.92,331449281.0,POINT (-98.5795 39.828175),1,-98.5795,39.828175,79.0
2289,tac,twe,Tarahumara (Western),North America,MX,27.5,-108.0,Uto-Aztecan,Tarahumaran,0,L,Mexico,MEX,5 Developing,,0.756,124777324.0,POINT (-102 23),1,-102.0,23.0,77.0
2290,twf,twn,Tiwa (Northern),North America,US,36.5,-105.5,Kiowa-Tanoan,Kiowa-Tanoan,0,L,United States of America,USA,7 Shifting,,0.92,331449281.0,POINT (-98.5795 39.828175),1,-98.5795,39.828175,53.0
2291,tix,tws,Tiwa (Southern),North America,US,35.0,-106.333333333,Kiowa-Tanoan,Kiowa-Tanoan,0,L,United States of America,USA,6b Threatened,,0.92,331449281.0,POINT (-98.5795 39.828175),1,-98.5795,39.828175,56.0
2292,too,txj,Totonac (Xicotepec de Juárez),North America,MX,20.4166666667,-97.8333333333,Totonacan,Totonacan,0,L,Mexico,MEX,7 Shifting,,0.756,124777324.0,POINT (-102 23),1,-102.0,23.0,135.0
2293,woa,tye,Tyeraity,Australia,AU,-13.0,130.333333333,Northern Daly,Northern Daly,0,L,Australia,AUS,9 Dormant,,0.939,24511800.0,POINT (137 -28),1,137.0,-28.0,166.0
2294,tzh,tza,Tzeltal (Aguacatenango),North America,MX,16.4166666667,-92.5,Mayan,Mayan,0,L,State of Mexico,,5 Developing,,,16187608.0,POINT (-99.630833333 19.354166666),1,-99.630833333,19.354166666,123.0
2295,tzh,tze,Tzeltal,North America,MX,16.8333333333,-92.25,Mayan,Mayan,0,L,State of Mexico,,5 Developing,,,16187608.0,POINT (-99.630833333 19.354166666),1,-99.630833333,19.354166666,122.0
2296,tzh,tzt,Tzeltal (Tenejapa),North America,MX,16.6666666667,-92.3333333333,Mayan,Mayan,0,L,State of Mexico,,5 Developing,,,16187608.0,POINT (-99.630833333 19.354166666),1,-99.630833333,19.354166666,122.0
2297,tzo,tzo,Tzotzil,North America,MX,16.5,-92.6666666667,Mayan,Mayan,0,L,Mexico,MEX,6b Threatened,350000.0,0.756,124777324.0,POINT (-102 23),1,-102.0,23.0,122.0
2298,tzj,tzu,Tzutujil,North America,GT,14.6666666667,-91.3333333333,Mayan,Mayan,0,L,Guatemala,GTM,4 Educational,,0.627,17263239.0,POINT (-90.25 15.5),1,-90.25,15.5,121.0
2299,uby,uby,Ubykh,Eurasia,RU TR,43.6666666667,39.6666666667,Northwest Caucasian,Northwest Caucasian,0,X,"['Turkey', 'Russian Empire']",TUR,10 Extinct,,0.82,"[83614362.0, 125640021.0, 178378800.0, 181537800.0]","[<shapely.geometry.point.Point object at 0x7f72c03b5e80>, <shapely.geometry.point.Point object at 0x7f72c03b5ee0>]",1,"[36.0, 70.1167]","[39.0, 58.65]",49.0
2300,ude,udh,Udihe,Eurasia,RU,47.6666666667,136.25,Altaic,Tungusic,0,L,Russia,RUS,8a Moribund,103.0,0.816,146804372.0,POINT (94.25 66.416666666),1,94.25,66.416666666,65.0
2301,udi,udi,Udi,Eurasia,AZ,41.0,48.0,Nakh-Daghestanian,Lezgic,0,L,"['Russia', 'Azerbaijan', 'Georgia']","['RUS', 'AZE', 'GEO']",5 Developing,8000.0,"[0.816, 0.751, 0.754]","[146804372.0, 10127874.0, 3717100.0]","[<shapely.geometry.point.Point object at 0x7f72c03b5fa0>, <shapely.geometry.point.Point object at 0x7f72c03be040>, <shapely.geometry.point.Point object at 0x7f72c03be0a0>]",3,"[94.25, 47.7, 43.733330555]","[66.416666666, 40.3, 42.016669444]",106.0
2302,udm,udm,Udmurt,Eurasia,RU,57.5,52.5,Uralic,Permic,0,L,Russia,RUS,6b Threatened,340530.0,0.816,146804372.0,POINT (94.25 66.416666666),1,94.25,66.416666666,11.0
2303,urf,uhi,Uradhi,Australia,AU,-11.9166666667,142.416666667,Pama-Nyungan,Northern Pama-Nyungan,0,X,Australia,AUS,10 Extinct,,0.939,24511800.0,POINT (137 -28),1,137.0,-28.0,339.0
2304,ukr,ukr,Ukrainian,Eurasia,UA,49.0,33.0,Indo-European,Slavic,0,L,"['Canada', 'Hungary', 'United States of America', 'Poland', 'Russia', 'Belarus', 'Ukraine', 'Czech Republic', 'Slovakia', 'Romania', 'Kazakhstan', 'Serbia']","['CAN', 'HUN', 'USA', 'POL', 'RUS', 'BLR', 'UKR', 'CZE', 'SVK', 'ROU', 'KAZ', 'SRB']",1 National,34710100.0,"[0.926, 0.828, 0.92, 0.843, 0.816, 0.798, 0.747, 0.878, 0.844, 0.793, 0.8, 0.771]","[37894799.0, 9769526.0, 331449281.0, 38382576.0, 146804372.0, 9349645.0, 42558328.0, 10701777.0, 5397036.0, 19586539.0, 18276500.0, 7022268.0]","[<shapely.geometry.point.Point object at 0x7f72c03be1c0>, <shapely.geometry.point.Point object at 0x7f72c03be220>, <shapely.geometry.point.Point object at 0x7f72c03be280>, <shapely.geometry.point.Point object at 0x7f72c03be2e0>, <shapely.geometry.point.Point object at 0x7f72c03be340>, <shapely.geometry.point.Point object at 0x7f72c03be3a0>, <shapely.geometry.point.Point object at 0x7f72c03be400>, <shapely.geometry.point.Point object at 0x7f72c03be460>, <shapely.geometry.point.Point object at 0x7f72c03be4c0>, <shapely.geometry.point.Point object at 0x7f72c03be520>, <shapely.geometry.point.Point object at 0x7f72c03be580>, <shapely.geometry.point.Point object at 0x7f72c03be5e0>]",12,"[-109.0, 19.0, -98.5795, 19.0, 94.25, 28.046666666, 32.0, 16.0, 20.0, 25.0, 68.0, 20.933333333]","[56.0, 47.0, 39.828175, 52.0, 66.416666666, 53.528333333, 49.0, 50.0, 49.0, 46.0, 48.0, 43.95]",164.0
2305,kuu,uku,Upper Kuskokwim,North America,US,63.0,-157.0,Na-Dene,Athapaskan,0,L,United States of America,USA,8a Moribund,,0.92,331449281.0,POINT (-98.5795 39.828175),1,-98.5795,39.828175,12.0
2306,ulc,ulc,Ulcha,Eurasia,RU,52.25,140.333333333,Altaic,Tungusic,0,L,Russia,RUS,8a Moribund,154.0,0.816,146804372.0,POINT (94.25 66.416666666),1,94.25,66.416666666,54.0
2307,udl,uld,Uldeme,Africa,CM,10.95,14.1166666667,Afro-Asiatic,Biu-Mandara,0,L,Cameroon,CMR,5 Developing,,0.556,24053727.0,POINT (12 7),1,12.0,7.0,255.0
2308,uli,uli,Ulithian,Papunesia,FM,9.91666666667,139.583333333,Austronesian,Oceanic,0,L,Federated States of Micronesia,FSM,5 Developing,,0.627,105544.0,POINT (158.183333333 6.916666666),1,158.183333333,6.916666666,91.0
2309,ppk,uma,Uma,Papunesia,ID,-1.83333333333,120.0,Austronesian,Celebic,0,L,Indonesia,IDN,5 Developing,,0.694,270625568.0,POINT (118 -2),1,118.0,-2.0,109.0
2310,umb,umb,UMbundu,Africa,AO,-12.5,15.0,Niger-Congo,Bantoid,0,L,Angola,AGO,3 Wider Communication,6000000.0,0.581,29784193.0,POINT (17.35 -12.35),1,17.35,-12.35,47.0
2311,ump,ump,Umpila,Australia,AU,-13.5,143.5,Pama-Nyungan,Northern Pama-Nyungan,0,L,Australia,AUS,8b Nearly Extinct,,0.939,24511800.0,POINT (137 -28),1,137.0,-28.0,288.0
2312,mtg,una,Una,Papunesia,ID,-4.66666666667,140.0,Trans-New Guinea,Mek,0,L,Indonesia,IDN,4 Educational,,0.694,270625568.0,POINT (118 -2),1,118.0,-2.0,353.0
2313,ung,ung,Ungarinjin,Australia,AU,-16.3333333333,126.0,Worrorran,Worrorran,0,L,Australia,AUS,7 Shifting,,0.939,24511800.0,POINT (137 -28),1,137.0,-28.0,116.0
2314,unm,unm,Unami,North America,US,40.0,-75.1666666667,Algic,Algonquian,0,L,United States of America,USA,9 Reawakening,,0.92,331449281.0,POINT (-98.5795 39.828175),1,-98.5795,39.828175,26.0
2315,uur,ura,Ura,Papunesia,VU,-18.6666666667,169.083333333,Austronesian,Oceanic,0,L,Vanuatu,VUT,8b Nearly Extinct,,0.603,276244.0,POINT (168.016669444 -16.633330555),1,168.016669444,-16.633330555,66.0
2316,urd,urd,Urdu,Eurasia,PK,25.0,67.0,Indo-European,Indic,0,L,"['Canada', 'Norway', 'United States of America', 'United Kingdom', 'India', 'Fiji', 'Pakistan']","['CAN', 'NOR', 'USA', 'GBR', 'IND', 'FJI', 'PAK']",1 National,94022900.0,"[0.926, 0.957, 0.92, 0.922, 0.64, 0.741, 0.562]","[37894799.0, 5391369.0, 331449281.0, 66022273.0, 1326093247.0, 905502.0, 216565318.0]","[<shapely.geometry.point.Point object at 0x7f72c03bea60>, <shapely.geometry.point.Point object at 0x7f72c03beac0>, <shapely.geometry.point.Point object at 0x7f72c03beb20>, <shapely.geometry.point.Point object at 0x7f72c03beb80>, <shapely.geometry.point.Point object at 0x7f72c03bebe0>, <shapely.geometry.point.Point object at 0x7f72c03bec40>, <shapely.geometry.point.Point object at 0x7f72c03beca0>]",7,"[-109.0, 11.0, -98.5795, -2.0, 83.0, 178.0, 71.0]","[56.0, 65.0, 39.828175, 54.6, 22.8, -18.0, 30.0]",45.0
2317,urh,urh,Urhobo,Africa,NG,5.58333333333,6.0,Niger-Congo,Edoid,0,L,Nigeria,NGA,5 Developing,,0.532,190886311.0,POINT (8 9),1,8.0,9.0,194.0
2318,uri,uri,Urim,Papunesia,PG,-3.58333333333,142.666666667,Torricelli,Urim,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,323.0
2319,urb,urk,Urubú-Kaapor,South America,BR,-2.33333333333,-46.5,Tupian,Tupi-Guaraní,0,L,Brazil,BRA,5 Developing,,0.754,210147125.0,POINT (-53 -14),1,-53.0,-14.0,19.0
2320,urk,url,Urak Lawoi',Eurasia,TH,8.0,98.3333333333,Austronesian,Malayo-Sumbawan,0,L,Thailand,THA,7 Shifting,,0.755,65931550.0,POINT (101 14),1,101.0,14.0,72.0
2321,uum,urm,Urum,Eurasia,UA GE,47.1166666667,37.55,Altaic,Turkic,0,L,"['Greece', 'Ukraine', 'Georgia']","['GRC', 'UKR', 'GEO']",6b Threatened,185000.0,"[0.865, 0.747, 0.754]","[10760421.0, 42558328.0, 3717100.0]","[<shapely.geometry.point.Point object at 0x7f72c03bee80>, <shapely.geometry.point.Point object at 0x7f72c03beee0>, <shapely.geometry.point.Point object at 0x7f72c03bef40>]",3,"[23.0, 32.0, 43.733330555]","[38.5, 49.0, 42.016669444]",112.0
2322,ura,urn,Urarina,South America,PE,-4.5,-75.5,,,0,L,Peru,PER,5 Developing,,0.75,29381884.0,POINT (-76 -9.4),1,-76.0,-9.4,83.0
2323,urt,urt,Urat,Papunesia,PG,-3.66666666667,142.833333333,Torricelli,Wapei-Palei,0,L,Papua New Guinea,PNG,6b Threatened,,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,326.0
2324,ure,uru,Uru,South America,BO,-16.75,-69.0,Uru-Chipaya,Uru-Chipaya,0,L,Bolivia,BOL,9 Dormant,,0.693,11051600.0,POINT (-64.991228611 -17.056869611),1,-64.991228611,-17.056869611,59.0
2325,wnu,usa,Usan,Papunesia,PG,-4.83333333333,145.166666667,Trans-New Guinea,Madang,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,325.0
2326,usa,usr,Usarufa,Papunesia,PG,-6.41666666667,145.583333333,Trans-New Guinea,Eastern Highlands,0,L,Papua New Guinea,PNG,6b Threatened,,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,328.0
2327,uig,uyg,Uyghur,Eurasia,CN,40.0,80.0,Altaic,Turkic,0,L,"['Turkey', ""People's Republic of China"", 'Albania', 'Kazakhstan', 'Uzbekistan', 'Mongolia', 'Kyrgyzstan', 'Afghanistan']","['TUR', 'CHN', 'ALB', 'KAZ', 'UZB', 'MNG', 'KGZ', 'AFG']",2 Provincial,10389840.0,"[0.82, 0.752, 0.764, 0.8, 0.71, 0.741, 0.672, 0.498]","[83614362.0, 1409517397.0, 1443497378.0, 3020209.0, 18276500.0, 33570609.0, 3075647.0, 6201500.0, 36643815.0]","[<shapely.geometry.point.Point object at 0x7f72c03ba1c0>, <shapely.geometry.point.Point object at 0x7f72c03ba220>, <shapely.geometry.point.Point object at 0x7f72c03ba280>, <shapely.geometry.point.Point object at 0x7f72c03ba2e0>, <shapely.geometry.point.Point object at 0x7f72c03ba340>, <shapely.geometry.point.Point object at 0x7f72c03ba3a0>, <shapely.geometry.point.Point object at 0x7f72c03ba400>, <shapely.geometry.point.Point object at 0x7f72c03ba460>]",8,"[36.0, 103.451944444, 20.0, 68.0, 66.0, 104.0, 75.0, 66.0]","[39.0, 35.844722222, 41.0, 48.0, 41.0, 47.0, 41.0, 34.0]",125.0
2328,vaf,vaf,Vafsi,Eurasia,IR,34.6666666667,49.9166666667,Indo-European,Iranian,0,L,Iran,IRN,7 Shifting,,0.798,79966230.0,POINT (53 32),1,53.0,32.0,46.0
2329,vag,vag,Vagla,Africa,GH,9.41666666667,-2.41666666667,Niger-Congo,Southern-Central Gur,0,L,Ghana,GHA,5 Developing,,0.592,26908262.0,POINT (-0.5 8),1,-0.5,8.0,102.0
2330,vai,vai,Vai,Africa,SL LR,6.91666666667,-11.25,Mande,Western Mande,0,L,"['Liberia', 'Sierra Leone']","['LBR', 'SLE']",5 Developing,,"[0.435, 0.419]","[4731906.0, 7557212.0]","[<shapely.geometry.point.Point object at 0x7f72c03ba580>, <shapely.geometry.point.Point object at 0x7f72c03ba5e0>]",2,"[-9.75, -12.1]","[6.533333, 8.5]",90.0
2331,vas,vas,Vasavi,Eurasia,IN,24.5,71.5,Indo-European,Indic,0,L,India,IND,5 Developing,,0.64,1326093247.0,POINT (83 22.8),1,83.0,22.8,33.0
2332,dic,vat,Vata,Africa,CI,5.83333333333,-5.41666666667,Niger-Congo,Kru,0,L,Ivory Coast,CIV,6a Vigorous,,0.492,24294750.0,POINT (-6 8),1,-6.0,8.0,69.0
2333,ved,ved,Vedda,Eurasia,LK,7.0,81.0,Indo-European,Indic,0,L,Sri Lanka,LKA,8b Nearly Extinct,300.0,0.77,21444000.0,POINT (81 7),1,81.0,7.0,38.0
2334,ven,ven,Venda,Africa,ZA ZW,-22.0,30.0,Niger-Congo,Bantoid,0,L,"['South Africa', 'Zimbabwe']","['ZAF', 'ZWE']",1 National,1064000.0,"[0.699, 0.535]","[59622350.0, 16529904.0]","[<shapely.geometry.point.Point object at 0x7f72c03ba760>, <shapely.geometry.point.Point object at 0x7f72c03ba7c0>]",2,"[24.0, 30.0]","[-29.0, -19.0]",2.0
2335,vep,vep,Veps,Eurasia,RU,60.0,35.0,Uralic,Finnic,0,L,Russia,RUS,6b Threatened,1640.0,0.816,146804372.0,POINT (94.25 66.416666666),1,94.25,66.416666666,9.0
2336,vie,vie,Vietnamese,Eurasia,VN,10.5,106.5,Austro-Asiatic,Viet-Muong,0,L,Vietnam,VNM,1 National,97000000.0,0.694,94660000.0,POINT (108 16),1,108.0,16.0,63.0
2337,vif,vif,Vili,Africa,CG GA,-5.5,14.0,Niger-Congo,Bantoid,0,L,"['Republic of the Congo', 'Gabon']","['COG', 'GAB']",6a Vigorous,,"[0.606, 0.702]","[5260750.0, 2025137.0]","[<shapely.geometry.point.Point object at 0x7f72c03ba8e0>, <shapely.geometry.point.Point object at 0x7f72c03ba940>]",2,"[15.383330555, 11.5]","[-0.75, -0.683330555]",234.0
2338,vka,vka,Kariera,Australia,AU,-20.5,118.5,Pama-Nyungan,Western Pama-Nyungan,0,L,Australia,AUS,9 Dormant,,0.939,24511800.0,POINT (137 -28),1,137.0,-28.0,39.0
2339,vgt,vla,Vlaamse Gebarentaal,Eurasia,BE,51.0,4.0,other,Sign Languages,0,L,Belgium,BEL,5 Developing,,0.89,11431406.0,POINT (4.668055555 50.641111111),1,4.668055555,50.641111111,28.0
