,ISO,WALS_ID,Name,Macroarea,Country_ID,Latitude,Longitude,Family,Genus,senas,Status_X_L,wiki_country,countryISO,Status,num_speakers,HDI,country_population,Country_coord,cant_paises,Country_lat,Country_long,nearest
0,aah,aab,Arapesh (Abu),Papunesia,PG,-3.45,142.95,Torricelli,Kombio-Arapesh,0,L,Papua New Guinea,PNG,6b Threatened,2560.0,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,324.0
1,aiw,aar,Aari,Africa,ET,6.0,36.5833333333,Afro-Asiatic,South Omotic,0,L,Ethiopia,ETH,4 Educational,285000.0,0.463,104957438.0,POINT (40 9),1,40.0,9.0,124.0
2,aau,aba,Abau,Papunesia,PG,-4.0,141.25,Sepik,Upper Sepik,0,L,Papua New Guinea,PNG,5 Developing,7270.0,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,342.0
3,shu,abb,Arabic (Chadian),Africa,TD,13.8333333333,20.8333333333,Afro-Asiatic,Semitic,0,L,"['Niger', 'Nigeria', 'Sudan', 'Chad', 'Central African Republic', 'South Sudan', 'Cameroon']","['NER', 'NGA', 'SDN', 'TCD', 'CAF', 'SSD', 'CMR']",3 Wider Communication,1100000.0,"[0.354, 0.532, 0.502, 0.404, 0.367, 0.388, 0.556]","[21477348.0, 190886311.0, 40533330.0, 15477751.0, 4659080.0, 12575714.0, 24053727.0]","[<shapely.geometry.point.Point object at 0x7f72bf8f24f0>, <shapely.geometry.point.Point object at 0x7f72bf8f2580>, <shapely.geometry.point.Point object at 0x7f72bf8f2550>, <shapely.geometry.point.Point object at 0x7f72bf8f2610>, <shapely.geometry.point.Point object at 0x7f72bf8f26a0>, <shapely.geometry.point.Point object at 0x7f72bf8f2700>, <shapely.geometry.point.Point object at 0x7f72bf8f2760>]",7,"[10.0, 8.0, 32.0, 19.4, 20.9, 30.0, 12.0]","[17.0, 9.0, 15.0, 15.466667, 6.7, 7.0, 7.0]",982.0
4,shu,arn,Arabic (Borno Nigerian),Africa,NG,8.58333333333,12.4166666667,Afro-Asiatic,Semitic,0,L,"['Niger', 'Nigeria', 'Sudan', 'Chad', 'Central African Republic', 'South Sudan', 'Cameroon']","['NER', 'NGA', 'SDN', 'TCD', 'CAF', 'SSD', 'CMR']",3 Wider Communication,1100000.0,"[0.354, 0.532, 0.502, 0.404, 0.367, 0.388, 0.556]","[21477348.0, 190886311.0, 40533330.0, 15477751.0, 4659080.0, 12575714.0, 24053727.0]","[<shapely.geometry.point.Point object at 0x7f72bf8f2670>, <shapely.geometry.point.Point object at 0x7f72bf8f2820>, <shapely.geometry.point.Point object at 0x7f72bf8f27f0>, <shapely.geometry.point.Point object at 0x7f72bf8f28b0>, <shapely.geometry.point.Point object at 0x7f72bf8f2940>, <shapely.geometry.point.Point object at 0x7f72bf8f29a0>, <shapely.geometry.point.Point object at 0x7f72bf8f2a00>]",7,"[10.0, 8.0, 32.0, 19.4, 20.9, 30.0, 12.0]","[17.0, 9.0, 15.0, 15.466667, 6.7, 7.0, 7.0]",982.0
5,abi,abd,Abidji,Africa,CI,5.66666666667,-4.58333333333,Niger-Congo,Kwa,0,L,Ivory Coast,CIV,5 Developing,51000.0,0.492,24294750.0,POINT (-6 8),1,-6.0,8.0,68.0
6,apc,abe,Arabic (Beirut),Eurasia,LB,33.9166666667,35.5,Afro-Asiatic,Semitic,0,L,"['Turkey', 'Lebanon', 'Syria', 'State of Palestine']","['TUR', 'LBN', 'SYR', 'PSE']",3 Wider Communication,,"[0.82, 0.757, 0.536, 0.686]","[83614362.0, 6100075.0, 18499181.0, 5227193.0]","[<shapely.geometry.point.Point object at 0x7f72bf8f2a90>, <shapely.geometry.point.Point object at 0x7f72bf8f2af0>, <shapely.geometry.point.Point object at 0x7f72bf8f2b50>, <shapely.geometry.point.Point object at 0x7f72bf8f2bb0>]",4,"[36.0, 35.766667, 38.583333, 35.25]","[39.0, 33.833333, 35.216667, 32.0]",147.0
7,apc,anl,Arabic (North Levantine Spoken),Eurasia,LB,33.75,36.0,Afro-Asiatic,Semitic,0,L,"['Turkey', 'Lebanon', 'Syria', 'State of Palestine']","['TUR', 'LBN', 'SYR', 'PSE']",3 Wider Communication,,"[0.82, 0.757, 0.536, 0.686]","[83614362.0, 6100075.0, 18499181.0, 5227193.0]","[<shapely.geometry.point.Point object at 0x7f72bf8f2c10>, <shapely.geometry.point.Point object at 0x7f72bf8f2c70>, <shapely.geometry.point.Point object at 0x7f72bf8f2cd0>, <shapely.geometry.point.Point object at 0x7f72bf8f2d30>]",4,"[36.0, 35.766667, 38.583333, 35.25]","[39.0, 33.833333, 35.216667, 32.0]",147.0
8,apc,arl,Arabic (Lebanese),Eurasia,LB,34.0,36.0,Afro-Asiatic,Semitic,0,L,"['Turkey', 'Lebanon', 'Syria', 'State of Palestine']","['TUR', 'LBN', 'SYR', 'PSE']",3 Wider Communication,,"[0.82, 0.757, 0.536, 0.686]","[83614362.0, 6100075.0, 18499181.0, 5227193.0]","[<shapely.geometry.point.Point object at 0x7f72bf8f2d90>, <shapely.geometry.point.Point object at 0x7f72bf8f2df0>, <shapely.geometry.point.Point object at 0x7f72bf8f2e50>, <shapely.geometry.point.Point object at 0x7f72bf8f2eb0>]",4,"[36.0, 35.766667, 38.583333, 35.25]","[39.0, 33.833333, 35.216667, 32.0]",147.0
9,apc,asy,Arabic (Syrian),Eurasia,SY,34.0,38.0,Afro-Asiatic,Semitic,0,L,"['Turkey', 'Lebanon', 'Syria', 'State of Palestine']","['TUR', 'LBN', 'SYR', 'PSE']",3 Wider Communication,,"[0.82, 0.757, 0.536, 0.686]","[83614362.0, 6100075.0, 18499181.0, 5227193.0]","[<shapely.geometry.point.Point object at 0x7f72bf8f2f10>, <shapely.geometry.point.Point object at 0x7f72bf8f2f70>, <shapely.geometry.point.Point object at 0x7f72bf8f2fd0>, <shapely.geometry.point.Point object at 0x7f72bf8f5070>]",4,"[36.0, 35.766667, 38.583333, 35.25]","[39.0, 33.833333, 35.216667, 32.0]",147.0
10,abv,abh,Arabic (Bahrain),Eurasia,BH,26.0,50.5,Afro-Asiatic,Semitic,0,L,Bahrain,BHR,3 Wider Communication,,0.824,1492584.0,POINT (50.551111 26.0675),1,50.551111,26.0675,17.0
11,axb,abi,Abipón,South America,AR,-29.0,-61.0,Guaicuruan,South Guaicuruan,0,X,Argentina,ARG,,0.0,0.825,44938712.0,POINT (-64 -34),1,-64.0,-34.0,15.0
12,abk,abk,Abkhaz,Eurasia,GE,43.0833333333,41.0,Northwest Caucasian,Northwest Caucasian,0,L,"['Turkey', 'Russia', 'Georgia', 'Iraq', 'Jordan', 'Syria', 'Republic of Abkhazia']","['TUR', 'RUS', 'GEO', 'IRQ', 'JOR', 'SYR']",2 Provincial,190110.0,"[0.82, 0.816, 0.754, 0.685, 0.748, 0.536]","[83614362.0, 146804372.0, 3717100.0, 38274618.0, 10428241.0, 18499181.0, 242000.0]","[<shapely.geometry.point.Point object at 0x7f72bf8f5190>, <shapely.geometry.point.Point object at 0x7f72bf8f51f0>, <shapely.geometry.point.Point object at 0x7f72bf8f5250>, <shapely.geometry.point.Point object at 0x7f72bf8f52b0>, <shapely.geometry.point.Point object at 0x7f72bf8f5310>, <shapely.geometry.point.Point object at 0x7f72bf8f5370>, <shapely.geometry.point.Point object at 0x7f72bf8f53d0>, <shapely.geometry.point.Point object at 0x7f72bf8f5430>]",6,"[36.0, 94.25, 43.733330555, 43.0, 36.5, 38.583333, 40.983330555, 41.0]","[39.0, 66.416666666, 42.016669444, 33.0, 31.2, 35.216667, 43.0, 43.15]",196.0
13,akz,abm,Alabama,North America,US,32.3333333333,-87.4166666667,Muskogean,Muskogean,0,L,United States of America,USA,6b Threatened,100.0,0.92,331449281.0,POINT (-98.5795 39.828175),1,-98.5795,39.828175,36.0
14,ard,abn,Arabana,Australia,AU,-28.25,136.25,Pama-Nyungan,Central Pama-Nyungan,0,L,Australia,AUS,8b Nearly Extinct,,0.939,24511800.0,POINT (137 -28),1,137.0,-28.0,42.0
15,arv,abo,Arbore,Africa,ET,5.0,36.75,Afro-Asiatic,Lowland East Cushitic,0,L,Ethiopia,ETH,6a Vigorous,7210.0,0.463,104957438.0,POINT (40 9),1,40.0,9.0,129.0
16,kgr,abu,Abun,Papunesia,ID,-0.5,132.5,West Papuan,North-Central Bird's Head,0,L,Indonesia,IDN,6b Threatened,3000.0,0.694,270625568.0,POINT (118 -2),1,118.0,-2.0,216.0
17,abz,abv,Abui,Papunesia,ID,-8.25,124.666666667,Timor-Alor-Pantar,Greater Alor,0,L,Indonesia,IDN,6a Vigorous,,0.694,270625568.0,POINT (118 -2),1,118.0,-2.0,163.0
18,abe,abw,Abenaki (Western),North America,CA US,44.0,-72.25,Algic,Algonquian,0,L,Canada,CAN,8b Nearly Extinct,,0.926,37894799.0,POINT (-109 56),1,-109.0,56.0,19.0
19,abq,abz,Abaza,Eurasia,RU,44.0,42.0,Northwest Caucasian,Northwest Caucasian,0,L,"['Turkey', 'Russia', 'Karachay-Cherkess Republic']","['TUR', 'RUS']",5 Developing,48000.0,"[0.82, 0.816]","[83614362.0, 146804372.0, 465357.0]","[<shapely.geometry.point.Point object at 0x7f72bf8f56d0>, <shapely.geometry.point.Point object at 0x7f72bf8f5730>, <shapely.geometry.point.Point object at 0x7f72bf8f5790>]",2,"[36.0, 94.25, 41.783333333]","[39.0, 66.416666666, 43.916666666]",58.0
20,ace,ace,Acehnese,Eurasia,ID,5.5,95.5,Austronesian,Malayo-Sumbawan,0,L,Indonesia,IDN,6b Threatened,3500032.0,0.694,270625568.0,POINT (118 -2),1,118.0,-2.0,48.0
21,aca,acg,Achagua,South America,CO,4.41666666667,-72.25,Arawakan,Inland Northern Arawakan,0,L,Colombia,COL,6b Threatened,,0.747,49065615.0,POINT (-74 4),1,-74.0,4.0,69.0
22,guq,ach,Aché,South America,PY,-25.25,-55.1666666667,Tupian,Tupi-Guaraní,0,L,Paraguay,PRY,5 Developing,,0.702,6811297.0,POINT (-58 -23.5),1,-58.0,-23.5,18.0
23,acr,aci,Achí,North America,GT,15.1666666667,-90.5,Mayan,Mayan,0,L,Guatemala,GTM,6b Threatened,,0.627,17263239.0,POINT (-90.25 15.5),1,-90.25,15.5,120.0
24,ach,acl,Acholi,Africa,UG SS,3.0,32.6666666667,Eastern Sudanic,Nilotic,0,L,"['South Sudan', 'Uganda']","['SSD', 'UGA']",5 Developing,1200000.0,"[0.388, 0.516]","[12575714.0, 42862958.0]","[<shapely.geometry.point.Point object at 0x7f72bf8f59a0>, <shapely.geometry.point.Point object at 0x7f72bf8f5970>]",2,"[30.0, 32.39]","[7.0, 1.28]",89.0
25,acv,acm,Achumawi,North America,US,41.5,-121.0,Hokan,Palaihnihan,0,L,United States of America,USA,8b Nearly Extinct,,0.92,331449281.0,POINT (-98.5795 39.828175),1,-98.5795,39.828175,101.0
26,acn,acn,Achang,Eurasia,CN MM,25.0,98.5,Sino-Tibetan,Burmese-Lolo,0,L,"[""People's Republic of China"", 'Myanmar']","['CHN', 'MMR']",7 Shifting,,"[0.752, 0.578]","[1409517397.0, 1443497378.0, 53370609.0]","[<shapely.geometry.point.Point object at 0x7f72bf8f5a90>, <shapely.geometry.point.Point object at 0x7f72bf8f5af0>]",2,"[103.451944444, 96.0]","[35.844722222, 22.0]",36.0
27,kjq,aco,Acoma,North America,US,34.9166666667,-107.583333333,Keresan,Keresan,0,L,United States of America,USA,7 Shifting,,0.92,331449281.0,POINT (-98.5795 39.828175),1,-98.5795,39.828175,60.0
28,acu,acu,Achuar,South America,PE,-2.66667,-76.0,Jivaroan,Jivaroan,0,L,"['Peru', 'Ecuador']","['PER', 'ECU']",5 Developing,,"[0.75, 0.746]","[29381884.0, 16624858.0]","[<shapely.geometry.point.Point object at 0x7f72bf8f5bb0>, <shapely.geometry.point.Point object at 0x7f72bf8f5c10>]",2,"[-76.0, -78.0]","[-9.4, -1.0]",2.0
29,adn,adg,Adang,Papunesia,ID,-8.2,124.0,Timor-Alor-Pantar,Greater Alor,0,L,Indonesia,IDN,6b Threatened,3000.0,0.694,270625568.0,POINT (118 -2),1,118.0,-2.0,145.0
30,adj,adi,Adioukrou,Africa,CI,5.41666666667,-4.58333333333,Niger-Congo,Kwa,0,L,Ivory Coast,CIV,5 Developing,,0.492,24294750.0,POINT (-6 8),1,-6.0,8.0,68.0
31,ano,adk,Andoke,South America,CO,-0.666666666667,-72.0,,,0,L,Colombia,COL,8b Nearly Extinct,,0.747,49065615.0,POINT (-74 4),1,-74.0,4.0,86.0
32,adt,adn,Adynyamathanha,Australia,AU,-30.5,139.5,Pama-Nyungan,Central Pama-Nyungan,0,L,Australia,AUS,8b Nearly Extinct,,0.939,24511800.0,POINT (137 -28),1,137.0,-28.0,33.0
33,ady,adt,Adyghe (Temirgoy),Eurasia,RU,45.2166666667,39.7,Northwest Caucasian,Northwest Caucasian,0,L,"['Turkey', 'Russia', 'Jordan', 'Syria']","['TUR', 'RUS', 'JOR', 'SYR']",2 Provincial,575900.0,"[0.82, 0.816, 0.748, 0.536]","[83614362.0, 146804372.0, 10428241.0, 18499181.0]","[<shapely.geometry.point.Point object at 0x7f72bf8f5df0>, <shapely.geometry.point.Point object at 0x7f72bf8f5e50>, <shapely.geometry.point.Point object at 0x7f72bf8f5eb0>, <shapely.geometry.point.Point object at 0x7f72bf8f5f10>]",4,"[36.0, 94.25, 36.5, 38.583333]","[39.0, 66.416666666, 31.2, 35.216667]",119.0
34,ady,ady,Adyghe (Abzakh),Eurasia,RU,45.2333333333,40.5833333333,Northwest Caucasian,Northwest Caucasian,0,L,"['Turkey', 'Russia', 'Jordan', 'Syria']","['TUR', 'RUS', 'JOR', 'SYR']",2 Provincial,575900.0,"[0.82, 0.816, 0.748, 0.536]","[83614362.0, 146804372.0, 10428241.0, 18499181.0]","[<shapely.geometry.point.Point object at 0x7f72bf8f5f70>, <shapely.geometry.point.Point object at 0x7f72bf8f5fd0>, <shapely.geometry.point.Point object at 0x7f72bf900070>, <shapely.geometry.point.Point object at 0x7f72bf9000d0>]",4,"[36.0, 94.25, 36.5, 38.583333]","[39.0, 66.416666666, 31.2, 35.216667]",119.0
35,ady,ash,Adyghe (Shapsugh),Eurasia,RU,45.0,38.75,Northwest Caucasian,Northwest Caucasian,0,L,"['Turkey', 'Russia', 'Jordan', 'Syria']","['TUR', 'RUS', 'JOR', 'SYR']",2 Provincial,575900.0,"[0.82, 0.816, 0.748, 0.536]","[83614362.0, 146804372.0, 10428241.0, 18499181.0]","[<shapely.geometry.point.Point object at 0x7f72bf900130>, <shapely.geometry.point.Point object at 0x7f72bf900190>, <shapely.geometry.point.Point object at 0x7f72bf9001f0>, <shapely.geometry.point.Point object at 0x7f72bf900250>]",4,"[36.0, 94.25, 36.5, 38.583333]","[39.0, 66.416666666, 31.2, 35.216667]",119.0
36,ale,aea,Aleut (Eastern),North America,US,54.75,-164.0,Eskimo-Aleut,Aleut,0,L,United States of America,USA,8a Moribund,155.0,0.92,331449281.0,POINT (-98.5795 39.828175),1,-98.5795,39.828175,8.0
37,ale,ale,Aleut,North America,US,54.0,-166.0,Eskimo-Aleut,Aleut,0,L,United States of America,USA,8a Moribund,155.0,0.92,331449281.0,POINT (-98.5795 39.828175),1,-98.5795,39.828175,7.0
38,arz,aeg,Arabic (Egyptian),Africa,EG,30.0,31.0,Afro-Asiatic,Semitic,0,L,Egypt,EGY,3 Wider Communication,100542400.0,0.696,94798827.0,POINT (29 27),1,29.0,27.0,26.0
39,ayl,ael,Arabic (Eastern Libyan),Africa,LY,32.0,22.0,Afro-Asiatic,Semitic,0,L,"['Egypt', 'Libya', 'Niger']","['EGY', 'LBY', 'NER']",3 Wider Communication,4320500.0,"[0.696, 0.706, 0.354]","[94798827.0, 6678567.0, 21477348.0]","[<shapely.geometry.point.Point object at 0x7f72bf9003d0>, <shapely.geometry.point.Point object at 0x7f72bf900430>, <shapely.geometry.point.Point object at 0x7f72bf900490>]",3,"[29.0, 17.0, 10.0]","[27.0, 27.0, 17.0]",411.0
40,afr,afr,Afrikaans,Africa,ZA,-31.0,22.0,Indo-European,Germanic,0,L,"['South Africa', 'Botswana', 'Namibia']","['ZAF', 'BWA', 'NAM']",1 National,10300000.0,"[0.699, 0.717, 0.647]","[59622350.0, 2291661.0, 2533794.0]","[<shapely.geometry.point.Point object at 0x7f72bf9004f0>, <shapely.geometry.point.Point object at 0x7f72bf900550>, <shapely.geometry.point.Point object at 0x7f72bf9005b0>]",3,"[24.0, 23.7, 17.0]","[-29.0, -22.2, -23.0]",10.0
41,agd,aga,Agarabi,Papunesia,PG,-6.16666666667,146.0,Trans-New Guinea,Eastern Highlands,0,L,Papua New Guinea,PNG,6a Vigorous,27000.0,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,325.0
42,agb,agb,Leggbó,Africa,NG,6.0,8.0,Niger-Congo,Cross River,0,L,Nigeria,NGA,6a Vigorous,,0.532,190886311.0,POINT (8 9),1,8.0,9.0,245.0
43,agt,agc,Agta (Central),Papunesia,PH,17.9666666667,121.833333333,Austronesian,Greater Central Philippine,0,L,Philippines,PHL,5 Developing,,0.699,100981437.0,POINT (123 12),1,123.0,12.0,102.0
44,duo,agd,Agta (Dupaningan),Papunesia,PH,18.0,122.083333333,Austronesian,Greater Central Philippine,0,L,Philippines,PHL,6b Threatened,,0.699,100981437.0,POINT (123 12),1,123.0,12.0,102.0
45,agq,agh,Aghem,Africa,CM,6.66666666667,10.0,Niger-Congo,Bantoid,0,L,Cameroon,CMR,5 Developing,,0.556,24053727.0,POINT (12 7),1,12.0,7.0,245.0
46,agx,agl,Aghul,Eurasia,RU,41.75,47.6666666667,Nakh-Daghestanian,Lezgic,0,L,Russia,RUS,6a Vigorous,29300.0,0.816,146804372.0,POINT (94.25 66.416666666),1,94.25,66.416666666,50.0
47,aoa,ago,Angolar,Africa,ST,0.25,6.5,other,Creoles and Pidgins,0,L,São Tomé and Príncipe,STP,6a Vigorous,,0.589,204327.0,POINT (6.6 0.316667),1,6.6,0.316667,146.0
48,agr,agr,Aguaruna,South America,PE,-5.0,-78.0,Jivaroan,Jivaroan,0,L,Peru,PER,4 Educational,55300.0,0.75,29381884.0,POINT (-76 -9.4),1,-76.0,-9.4,71.0
49,lnj,agt,Anguthimri,Australia,AU,-12.3333333333,141.833333333,Pama-Nyungan,Northern Pama-Nyungan,0,X,Australia,AUS,10 Extinct,,0.939,24511800.0,POINT (137 -28),1,137.0,-28.0,325.0
50,lnj,lnj,Linngithig,Australia,AU,-12.5,142.83,Pama-Nyungan,Northern Pama-Nyungan,0,X,Australia,AUS,10 Extinct,,0.939,24511800.0,POINT (137 -28),1,137.0,-28.0,328.0
51,agu,agu,Aguacatec,North America,GT,15.4166666667,-91.3333333333,Mayan,Mayan,0,L,Guatemala,GTM,4 Educational,27.0,0.627,17263239.0,POINT (-90.25 15.5),1,-90.25,15.5,121.0
52,wbj,agw,Alagwa,Africa,TZ,-5.5,35.75,Afro-Asiatic,Southern Cushitic,0,L,Tanzania,TZA,6b Threatened,,0.538,57310019.0,POINT (34.854 -6.307),1,34.854,-6.307,72.0
53,arp,aho,Arapaho,North America,US,40.0,-103.0,Algic,Algonquian,0,L,United States of America,USA,8a Moribund,1000.0,0.92,331449281.0,POINT (-98.5795 39.828175),1,-98.5795,39.828175,41.0
54,mey,ahs,Arabic (Bani-Hassan),Africa,MR,20.0,-10.0,Afro-Asiatic,Semitic,0,L,"['Algeria', 'Mali', 'Mauritania', 'Western Sahara']","['DZA', 'MLI', 'MRT', 'ESH']",3 Wider Communication,3763900.0,"[0.754, 0.427, 0.52]","[41318142.0, 18541980.0, 4420184.0, 582000.0]","[<shapely.geometry.point.Point object at 0x7f72bf900b20>, <shapely.geometry.point.Point object at 0x7f72bf900af0>, <shapely.geometry.point.Point object at 0x7f72bf900bb0>, <shapely.geometry.point.Point object at 0x7f72bf900c10>]",4,"[1.0, -4.0, -11.0, -13.0]","[28.0, 17.0, 21.0, 25.0]",340.0
55,aht,aht,Ahtna,North America,US,62.0,-145.0,Na-Dene,Athapaskan,0,L,United States of America,USA,8a Moribund,80.0,0.92,331449281.0,POINT (-98.5795 39.828175),1,-98.5795,39.828175,7.0
56,ahh,ahu,Aghu,Papunesia,ID,-6.16666666667,140.166666667,Trans-New Guinea,Awju-Dumut,0,L,Indonesia,IDN,6b Threatened,3000.0,0.694,270625568.0,POINT (118 -2),1,118.0,-2.0,365.0
57,tba,aik,Aikaná,South America,BR,-12.6666666667,-60.6666666667,,,0,L,Brazil,BRA,6b Threatened,,0.754,210147125.0,POINT (-53 -14),1,-53.0,-14.0,60.0
58,ain,ain,Ainu,Eurasia,JP,43.0,143.0,,,0,L,"['Japan', 'Russia']","['JPN', 'RUS']",8b Nearly Extinct,10.0,"[0.909, 0.816]","[126434565.0, 146804372.0]","[<shapely.geometry.point.Point object at 0x7f72bf900d90>, <shapely.geometry.point.Point object at 0x7f72bf900df0>]",2,"[136.0, 94.25]","[35.0, 66.416666666]",10.0
59,ahp,aiz,Aizi,Africa,CI,5.25,-4.5,Niger-Congo,Kru,0,L,Ivory Coast,CIV,6b Threatened,,0.492,24294750.0,POINT (-6 8),1,-6.0,8.0,68.0
60,aja,aja,Aja,Africa,CF SS,7.33333333333,25.6666666667,Central Sudanic,Kresh,0,L,South Sudan,SSD,8b Nearly Extinct,,0.388,12575714.0,POINT (30 7),1,30.0,7.0,172.0
61,ajg,ajg,Ajagbe,Africa,BJ TG,7.0,1.75,Niger-Congo,Kwa,0,L,"['Togo', 'Benin']","['TGO', 'BEN']",5 Developing,1133000.0,"[0.503, 0.515]","[7797694.0, 11175692.0]","[<shapely.geometry.point.Point object at 0x7f72bf900f10>, <shapely.geometry.point.Point object at 0x7f72bf900f70>]",2,"[1.183333, 2.183333333]","[8.25, 8.833333333]",451.0
62,aji,aji,Ajië,Papunesia,NC,-21.3333333333,165.5,Austronesian,Oceanic,0,L,France,FRA,5 Developing,,0.888,66628000.0,POINT (2 47),1,2.0,47.0,40.0
63,axk,aka,Aka,Africa,CF CG,2.66666666667,16.25,Niger-Congo,Bantoid,0,L,"['Central African Republic', 'Republic of the Congo']","['CAF', 'COG']",5 Developing,,"[0.367, 0.606]","[4659080.0, 5260750.0]","[<shapely.geometry.point.Point object at 0x7f72bf8fe0a0>, <shapely.geometry.point.Point object at 0x7f72bf8fe070>]",2,"[20.9, 15.383330555]","[6.7, -0.75]",173.0
64,abj,akb,Aka-Biada,Eurasia,IN,11.6666666667,92.5,Great Andamanese,Great Andamanese,0,X,India,IND,10 Extinct,,0.64,1326093247.0,POINT (83 22.8),1,83.0,22.8,77.0
65,aci,akc,Aka-Cari,Eurasia,IN,13.5,93.0,Great Andamanese,Great Andamanese,0,X,India,IND,10 Extinct,,0.64,1326093247.0,POINT (83 22.8),1,83.0,22.8,52.0
66,ahk,akh,Akha,Eurasia,CN TH MM,21.8333333333,99.8333333333,Sino-Tibetan,Burmese-Lolo,0,L,"[""People's Republic of China"", 'Laos', 'Myanmar', 'Thailand', 'Vietnam']","['CHN', 'LAO', 'MMR', 'THA', 'VNM']",5 Developing,600000.0,"[0.752, 0.601, 0.578, 0.755, 0.694]","[1409517397.0, 1443497378.0, 6858160.0, 53370609.0, 65931550.0, 94660000.0]","[<shapely.geometry.point.Point object at 0x7f72bf8fe1f0>, <shapely.geometry.point.Point object at 0x7f72bf8fe250>, <shapely.geometry.point.Point object at 0x7f72bf8fe2b0>, <shapely.geometry.point.Point object at 0x7f72bf8fe310>, <shapely.geometry.point.Point object at 0x7f72bf8fe370>]",5,"[103.451944444, 104.0, 96.0, 101.0, 108.0]","[35.844722222, 18.2, 22.0, 14.0, 16.0]",95.0
67,akx,akk,Aka-Kede,Eurasia,IN,12.75,92.75,Great Andamanese,Great Andamanese,0,X,India,IND,10 Extinct,,0.64,1326093247.0,POINT (83 22.8),1,83.0,22.8,54.0
68,akl,akl,Aklanon,Papunesia,PH,11.5833333333,122.333333333,Austronesian,Greater Central Philippine,0,L,Philippines,PHL,4 Educational,,0.699,100981437.0,POINT (123 12),1,123.0,12.0,118.0
69,rmz,akm,Arakanese (Marma),Eurasia,BD MM,21.5,92.5,Sino-Tibetan,Burmese-Lolo,0,L,"['India', 'Bangladesh']","['IND', 'BGD']",3 Wider Communication,,"[0.64, 0.632]","[1326093247.0, 165775000.0]","[<shapely.geometry.point.Point object at 0x7f72bf8fe490>, <shapely.geometry.point.Point object at 0x7f72bf8fe4f0>]",2,"[83.0, 89.866667]","[22.8, 24.016667]",30.0
70,aka,akn,Akan,Africa,GH,6.5,-1.25,Niger-Congo,Kwa,0,L,"['Ghana', 'Ivory Coast']","['GHA', 'CIV']",3 Wider Communication,8314600.0,"[0.592, 0.492]","[26908262.0, 24294750.0]","[<shapely.geometry.point.Point object at 0x7f72bf8fe580>, <shapely.geometry.point.Point object at 0x7f72bf8fe5e0>]",2,"[-0.5, -6.0]","[8.0, 8.0]",227.0
71,acy,ako,Arabic (Kormakiti),Eurasia,CY,35.25,33.5,Afro-Asiatic,Semitic,0,L,Cyprus,CYP,7 Shifting,,0.85,1141166.0,POINT (33 35),1,33.0,35.0,33.0
72,ari,akr,Arikara,North America,US,45.5,-100.5,Caddoan,Caddoan,0,L,United States of America,USA,8b Nearly Extinct,10.0,0.92,331449281.0,POINT (-98.5795 39.828175),1,-98.5795,39.828175,29.0
73,ake,akw,Akawaio,South America,GY,6.0,-59.5,Cariban,Cariban,0,L,"['Brazil', 'Venezuela', 'Guyana']","['BRA', 'VEN', 'GUY']",6b Threatened,,"[0.754, 0.761, 0.654]","[210147125.0, 28515829.0, 777859.0]","[<shapely.geometry.point.Point object at 0x7f72bf8fe6d0>, <shapely.geometry.point.Point object at 0x7f72bf8fe730>, <shapely.geometry.point.Point object at 0x7f72bf8fe790>]",3,"[-53.0, -67.0, -59.316667]","[-14.0, 8.0, 5.733333]",30.0
74,amp,ala,Alamblak,Papunesia,PG,-4.66666666667,143.333333333,Sepik,Sepik Hill,0,L,Papua New Guinea,PNG,5 Developing,1500.0,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,338.0
75,ald,ald,Alladian,Africa,CI,5.16666666667,-4.33333333333,Niger-Congo,Kwa,0,L,Ivory Coast,CIV,5 Developing,,0.492,24294750.0,POINT (-6 8),1,-6.0,8.0,69.0
76,alq,alg,Algonquin,North America,CA,46.0,-77.0,Algic,Algonquian,0,L,Canada,CAN,6b Threatened,2430.0,0.926,37894799.0,POINT (-109 56),1,-109.0,56.0,17.0
77,apr,alk,Arop-Lokep,Papunesia,PG,-5.38333333333,147.05,Austronesian,Oceanic,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,310.0
78,nrz,all,Ala'ala,Papunesia,PG,-8.91666666667,146.75,Austronesian,Oceanic,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,314.0
79,alp,aln,Alune,Papunesia,ID,-3.0,128.333333333,Austronesian,Central Malayo-Polynesian,0,L,Indonesia,IDN,6b Threatened,,0.694,270625568.0,POINT (118 -2),1,118.0,-2.0,171.0
